Gene = BNIP1
index = 137
Annotated 5SS: [  115  2444  9899 14331 15537]
Annotated 3SS: [ 2350  9806 14228 15417 19209]
SMsplice 5SS: [  115  9899 15537]
SMsplice 3SS: [ 9806 15417 19209]
top_k =  1000
Partition function (log Z): -2.671566506084775

Sorted 5' Splice Sites (High to Low Probability):
Position 9899: 0.9650527282935537
Position 15537: 0.9161248367257941
Position 115: 0.914164728994508
Position 2444: 0.4552897617057269
Position 7180: 0.4521597863426746
Position 14331: 0.3485074890573739
Position 10691: 0.32468378637576817
Position 17631: 0.2834955954410104
Position 17896: 0.27097746842378156
Position 1681: 0.2530038302588978
Position 2072: 0.11702746647873108
Position 8330: 0.11179366841161183
Position 11584: 0.10794901493944097
Position 494: 0.10667258405649586
Position 5885: 0.10482587637511474
Position 6174: 0.09713665607430276
Position 16520: 0.09632470747157301
Position 97: 0.07471023415225782
Position 9404: 0.06501453564197254
Position 10579: 0.056108409764749456
Position 4948: 0.038148983280759184
Position 8348: 0.037099603449528396
Position 2213: 0.03391793932996177
Position 14097: 0.03141254703691887
Position 15503: 0.03052298355802397
Position 17700: 0.029674944039182822
Position 11737: 0.0290364306067016
Position 7190: 0.02466686323810968
Position 17851: 0.024481227669229305
Position 16250: 0.02322376522449847
Position 8356: 0.021642281992224666
Position 7525: 0.020796843867474515
Position 650: 0.02040893213267183
Position 10560: 0.01837597546390609
Position 2709: 0.017346270411892538
Position 17455: 0.017277706679215812
Position 2246: 0.015075266805651667
Position 631: 0.014851365441158075
Position 1737: 0.013908368461548604
Position 668: 0.012461515088866885
Position 2677: 0.009489626275399681
Position 1824: 0.009045812750408657
Position 18552: 0.008979021389689387
Position 1903: 0.008623985375946164
Position 1991: 0.007985218710168863
Position 18099: 0.007558826359601926
Position 2242: 0.0071098057345758995
Position 18943: 0.0070420766692001055
Position 17671: 0.006858646934587798
Position 18701: 0.006429508409007188
Position 17653: 0.006228027485431485
Position 19417: 0.005081426846426302
Position 6464: 0.004607775642924156
Position 577: 0.0043319893917127174
Position 4648: 0.004276524369750443
Position 9951: 0.004202825454657266
Position 170: 0.0030829855487258463
Position 13268: 0.0027120930216190937
Position 174: 0.0023476687566295175
Position 4643: 0.001829521300067533
Position 11520: 0.0017419588420641268
Position 588: 0.0016846825865056388
Position 16145: 0.0014211825442279817
Position 14386: 0.0014080664929372669
Position 1788: 0.0014040038035033667
Position 2285: 0.0012589614520993621
Position 280: 0.0011992011030655676
Position 15765: 0.0011775484832723777
Position 15554: 0.0011698429688019334
Position 2761: 0.0011193005406578934
Position 65: 0.0009699596787170564
Position 19365: 0.0009182094595759323
Position 10678: 0.0008963986961033375
Position 10405: 0.0008958169284203903
Position 9964: 0.0008935597672144008
Position 2591: 0.0008872669459370809
Position 5602: 0.0008850801699637247
Position 10633: 0.0008439665752404291
Position 12730: 0.0008071769239623225
Position 12703: 0.0007520952693204592
Position 309: 0.0006437609926699898
Position 17981: 0.0005472694255568082
Position 1168: 0.0005021197724363602
Position 3862: 0.0004943220634795639
Position 2487: 0.0004194064885944673
Position 789: 0.00038710878781372625
Position 19782: 0.00025545955348091375
Position 499: 0.0002289678020708521
Position 1999: 0.00022186746263783694
Position 4538: 0.00019030236934269293
Position 55: 0.00017262871502216035
Position 2448: 0.00014783088218653156
Position 15955: 0.00012588245346717062
Position 410: 9.861173403255793e-05
Position 16795: 8.474775805278198e-05
Position 2405: 8.320279164466789e-05
Position 2180: 7.879396346871147e-05
Position 1486: 7.430565991946914e-05
