Gene = MCL1
index = 822
Annotated 5SS: [ 748 1347]
Annotated 3SS: [1098 2098]
SMsplice 5SS: [ 443  748 1347 2223]
SMsplice 3SS: [ 558 1098 2098 3764]
top_k =  1000
Partition function (log Z): -1.58691829275959

Sorted 5' Splice Sites (High to Low Probability):
Position 748: 0.9553960586332121
Position 443: 0.8247792326507358
Position 1347: 0.791303201314353
Position 2223: 0.7678738164224608
Position 3164: 0.26598443950895384
Position 1305: 0.12438708406935287
Position 3932: 0.04851786003224858
Position 3929: 0.033050936855587625
Position 84: 0.025855348453404876
Position 2172: 0.019905882684783466
Position 1182: 0.019643736173415503
Position 3972: 0.01136704373828881
Position 662: 0.009941448572841434
Position 2499: 0.00930788559255507
Position 1521: 0.007356073710170759
Position 2193: 0.0037424009027216976
Position 611: 0.0036535437906380784
Position 511: 0.0031234037161941143
Position 1414: 0.003119873460596727
Position 4: 0.0026171438275242433
Position 4282: 0.0026108105342541542
Position 3139: 0.002576513344360244
Position 1155: 0.0024050415135815676
Position 3095: 0.0023079677807062615
Position 3280: 0.0022773729114132064
Position 2667: 0.002019781920057383
Position 2183: 0.0018490343184185123
Position 1029: 0.001834205990360648
Position 960: 0.001708097397620952
Position 1965: 0.0017080157858149624
Position 2952: 0.0015423695025459437
Position 1793: 0.0015135951149141858
Position 1734: 0.0014898156963492034
Position 3591: 0.0014508910454884612
Position 3464: 0.0014101140035987492
Position 2296: 0.001236986445029414
Position 4149: 0.0012044600786109533
Position 1664: 0.000971949668744453
Position 2139: 0.0009455955142538227
Position 2843: 0.0009455758124857
Position 1288: 0.0007773410819954926
Position 978: 0.0006695899447138617
Position 225: 0.0005800149891148065
Position 494: 0.0004996481466019424
Position 1849: 0.0004317223003305859
Position 523: 0.0004050861662712292
Position 1430: 0.0003887856712597787
Position 819: 0.00038718944594690535
Position 2888: 0.00036288748978514457
Position 2650: 0.0003445982692013917
Position 998: 0.0003335189232800859
Position 1892: 0.0003304960055752093
Position 4001: 0.00032533685063759
Position 3261: 0.000307529078574467
Position 1203: 0.0003034518151100309
Position 1329: 0.0002747806378871647
Position 705: 0.000263537123692554
Position 3546: 0.00023492967475837633
Position 315: 0.0002344885965075124
Position 1222: 0.00021385608080740456
Position 1008: 0.00020877531470595093
Position 2894: 0.00017966881975375407
Position 2104: 0.0001698386467372338
Position 106: 0.000140894806497944
Position 4483: 0.00013461179700816303
Position 1857: 0.0001345903943551837
Position 840: 0.00010134735230915702
Position 1887: 8.816354126373156e-05
Position 3944: 8.786411958366742e-05
Position 3179: 8.633837329606776e-05
Position 1137: 7.635633325488495e-05
Position 498: 7.333145465428664e-05
Position 1148: 7.230261623127749e-05
Position 756: 6.852278852449351e-05
Position 3168: 6.53014497733154e-05
Position 2428: 4.818842727654748e-05
Position 1816: 3.825081850418789e-05
Position 1539: 3.295576145213079e-05
Position 983: 3.170188361988148e-05
Position 993: 3.088635887422742e-05
Position 1796: 2.7211195346161502e-05
Position 1351: 2.1097337988386446e-05
Position 1692: 2.0963397368533432e-05
Position 1902: 2.021818846285617e-05
Position 1498: 1.8341174532221174e-05
Position 62: 1.8275878507502872e-05
Position 285: 1.1781931334899598e-05
Position 533: 1.0099792947538805e-05
Position 902: 8.639332677379942e-06
Position 3580: 8.002704670519263e-06
