Gene = HEMK1
index = 646
Annotated 5SS: [  122  2181  2650  3057  8035  8422  8724  9775 10788 11078]
Annotated 3SS: [ 1778  2557  2962  7899  8356  8673  9668 10691 10963 11228]
SMsplice 5SS: [  122   394  8035  8422  9775 10589 10788 11078]
SMsplice 3SS: [  227  7899  8356  9668 10352 10691 10963 11228]
top_k =  1000
Partition function (log Z): -3.8189271526208506

Sorted 5' Splice Sites (High to Low Probability):
Position 12172: 0.9167927942179279
Position 11078: 0.7948614432484962
Position 10788: 0.7308411240545154
Position 2650: 0.6664590171246818
Position 8035: 0.6609231607679138
Position 122: 0.6339622278403679
Position 9775: 0.5809769442932341
Position 3057: 0.5380172558500148
Position 8724: 0.508525018579357
Position 394: 0.5033753874791297
Position 8422: 0.4879435980987102
Position 11677: 0.4826141230156199
Position 10589: 0.43767849495081157
Position 1654: 0.4272101860215525
Position 12567: 0.42649923939405116
Position 11319: 0.3943979394841838
Position 2143: 0.32098774921339024
Position 10494: 0.30041468480137434
Position 17768: 0.28877601804765807
Position 5767: 0.28192772130607363
Position 3855: 0.2760452637482632
Position 12523: 0.2685742389246455
Position 11344: 0.19853889468314787
Position 423: 0.17996387214560772
Position 398: 0.14799346336502237
Position 11482: 0.14725819817753014
Position 1619: 0.14349117493517619
Position 8569: 0.14044192843615633
Position 832: 0.13294440216537867
Position 9787: 0.13277979186333744
Position 15944: 0.1287395839872274
Position 11581: 0.12296932756059872
Position 15184: 0.1088783850574875
Position 16139: 0.08463653887440149
Position 10812: 0.08210661384218394
Position 14790: 0.08009414925524441
Position 1650: 0.07660830241137603
Position 16854: 0.07534325726345882
Position 3485: 0.07058637623814838
Position 15329: 0.06917648593528543
Position 17281: 0.06354716245563126
Position 5806: 0.05700940431060746
Position 11289: 0.05373228716116247
Position 9581: 0.050724566105316816
Position 8769: 0.042495652000225224
Position 3527: 0.033929184970367704
Position 16204: 0.03177605270176099
Position 4664: 0.030100753201823937
Position 660: 0.026173819902859653
Position 12203: 0.02291649502295035
Position 10869: 0.022096268337968204
Position 2181: 0.02162215427329816
Position 3460: 0.018539772965195753
Position 12168: 0.018112718955250438
Position 11253: 0.01762186061035072
Position 1077: 0.015221147486678929
Position 12187: 0.0141830829333804
Position 487: 0.013621920678365634
Position 11501: 0.01314878480313743
Position 3651: 0.013081514407666446
Position 11527: 0.012548559499630333
Position 10030: 0.012270152395047992
Position 1331: 0.011304412165440163
Position 358: 0.009835662455806362
Position 16096: 0.009544430985987333
Position 561: 0.00851018982476653
Position 3766: 0.0076263647926523735
Position 2085: 0.007429973899869669
Position 11465: 0.006792259583494739
Position 11557: 0.006693212775120235
Position 11506: 0.006282724348966536
Position 3583: 0.006020997246218864
Position 9571: 0.005287514385914799
Position 14801: 0.004737941712457792
Position 8858: 0.004489569777124685
Position 169: 0.004472650390884133
Position 14414: 0.003992839732354961
Position 15039: 0.0036754803058813685
Position 8426: 0.0035958840924029114
Position 402: 0.003529754688355708
Position 5857: 0.003452632879473163
Position 7121: 0.002948815252530536
Position 138: 0.002820835650286341
Position 3061: 0.00200870383144674
Position 14776: 0.0018565434637960864
Position 436: 0.0017049825968723823
Position 968: 0.0016456983950182663
Position 8246: 0.0015503746721635704
Position 11461: 0.0013643901454787105
Position 2119: 0.0012464466474780742
Position 8915: 0.0012272880972558466
Position 9632: 0.0011927678678269969
Position 838: 0.001123751207196284
Position 12182: 0.0010992454060796365
Position 4686: 0.0010755479965809842
Position 3282: 0.0010064071036793615
Position 4441: 0.0009970615476877452
Position 1361: 0.0009738051463434984
Position 1503: 0.0009072869015489218
Position 2011: 0.0008754056030356059
Position 521: 0.0008001861224666561
Position 15569: 0.0007480180295457279
Position 842: 0.0006730994003659275
Position 2616: 0.00063419698499561
Position 10499: 0.0005822616150315801
Position 371: 0.0004891905094624932
Position 10432: 0.00046953001316918613
Position 2758: 0.0004654952582489403
Position 10718: 0.00043531998967212966
Position 11055: 0.0003316972859943827
Position 99: 0.00025795635217707965
Position 187: 0.0002235883784015488
Position 1322: 0.00012073398512809845
Position 1859: 0.00010948149919376738
Position 10803: 5.222111651270106e-05
Position 1421: 3.928528439186143e-05
Position 1279: 3.724364801303402e-05
Position 328: 3.381784495274902e-05
Position 571: 2.705472844400122e-05
Position 1051: 2.235928098273286e-05
Position 816: 1.2353162458698168e-05
Position 45: 9.977582812514354e-06
Position 1426: 9.908911294137906e-06
Position 1342: 9.355636767922636e-06
Position 625: 6.4966158869138605e-06
Position 230: 3.7772314347877435e-06
Position 784: 2.4123824434096776e-06
Position 366: 1.8923379490891796e-06
Position 546: 1.8211883791526297e-06
Position 502: 1.1962754758796083e-06
Position 453: 1.0255010371850693e-06
Position 650: 9.014695813353285e-07
Position 455: 6.872647176292249e-07
Position 282: 2.837345330145135e-07
Position 1144: 1.5238851494594367e-07
Position 645: 5.570198822847827e-08
Position 579: 5.449788462847689e-08
Position 196: 4.701980269741912e-08
