Gene = NPDC1
index = 954
Annotated 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
Annotated 3SS: [3129 5015 5218 5465 5604 5766 6135 6338]
SMsplice 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
SMsplice 3SS: [3129 5015 5278 5465 5604 5766 6135 6338]
top_k =  1000
Partition function (log Z): 14.128464187946433

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9978748510787517
Position 6233: 0.9975157674456389
Position 326: 0.9905680047315122
Position 5142: 0.9641836210087225
Position 3277: 0.9540146928703787
Position 5690: 0.9412167281101327
Position 5533: 0.7721088604614228
Position 5390: 0.7331972835611392
Position 6055: 0.16341089774932233
Position 4384: 0.11166199823549
Position 4389: 0.07471330248624111
Position 2063: 0.053201377288761516
Position 1449: 0.02042702539999455
Position 3333: 0.019077404975868625
Position 4474: 0.018256180015569255
Position 745: 0.015090673600386816
Position 1822: 0.01314129881598432
Position 1178: 0.012372090824193835
Position 1183: 0.011073234183022244
Position 4408: 0.009360981858000477
Position 4480: 0.006384271590746589
Position 4544: 0.005597368909078246
Position 1837: 0.005048375270459967
Position 3182: 0.0048909990145417645
Position 668: 0.004598379477988213
Position 4540: 0.004584623374467408
Position 1343: 0.004282899175455838
Position 2032: 0.0037820316530800388
Position 4907: 0.003672962871635371
Position 1224: 0.003499967122120527
Position 2559: 0.0034344865123587106
Position 4695: 0.0030239727746677295
Position 1460: 0.0027151035645868182
Position 5394: 0.0025431201532396773
Position 6354: 0.002526666137769044
Position 1847: 0.0024766195383473617
Position 2915: 0.0024427264387817823
Position 5407: 0.0022520350172157704
Position 5335: 0.001874225576194095
Position 4685: 0.0017095567799449006
Position 5493: 0.0016832274113723943
Position 2160: 0.0014989100956498255
Position 1780: 0.0013450478686552257
Position 1300: 0.0012615235471429588
Position 1923: 0.0012089168354190935
Position 2149: 0.0010463619981693336
Position 2925: 0.0010373711380799572
Position 831: 0.0010233599101034262
Position 2403: 0.0009151958455556209
Position 447: 0.0008762435331166261
Position 3415: 0.0008371994703722325
Position 1865: 0.0007750560980169934
Position 4080: 0.0007481842866174961
Position 1277: 0.000545899852402832
Position 2506: 0.0005220688548988826
Position 705: 0.000443084534466263
Position 2554: 0.00043261545425162787
Position 4417: 0.00040046775762269115
Position 5527: 0.000382368595885487
Position 4446: 0.00028601900828202024
Position 1275: 0.0002740919080748168
Position 5692: 0.000264496017605127
Position 555: 0.0002379964113273521
Position 1785: 0.00023616174703697945
Position 984: 0.00023094101447324676
Position 3036: 0.00022802232359857614
Position 4314: 0.0002114529423532675
Position 2646: 0.00020611534509961576
Position 3485: 0.00019944410621954107
Position 5400: 0.00017835067547504078
Position 1933: 0.00017384338662433356
Position 2027: 0.00016404861166283513
Position 4622: 0.00013946773190542374
Position 2398: 0.00012571014646719838
Position 2687: 0.0001247352445438764
Position 1672: 0.00012183108567136993
Position 3714: 0.00011453027812763872
Position 759: 0.00010704187360195211
Position 1152: 0.00010202478271003464
Position 3193: 9.07766839596701e-05
Position 5694: 8.35618160699505e-05
Position 2476: 8.319635291872729e-05
Position 6208: 8.193286613101606e-05
Position 3250: 7.44827188839642e-05
Position 4353: 6.770244542168507e-05
Position 4196: 6.610299463772571e-05
Position 4297: 6.542485352776847e-05
Position 2898: 6.50458505750206e-05
Position 4742: 5.603177538557045e-05
Position 2120: 5.444312907140986e-05
Position 3447: 5.3590554818732515e-05
Position 4550: 5.2067634373743255e-05
Position 6386: 5.0688581335236134e-05
Position 4374: 4.751739955607053e-05
Position 6247: 4.6274757377238776e-05
Position 3568: 4.420069363853153e-05
Position 3205: 4.389930222360167e-05
Position 1614: 4.024954234106036e-05
Position 1001: 3.8293760783814386e-05
Position 821: 3.789469208028878e-05
Position 1270: 3.053558710360978e-05
Position 5613: 3.0297170752816446e-05
Position 42: 2.7114900095992303e-05
Position 1229: 2.5756282017451823e-05
