Gene = CDCP1
index = 339
Annotated 5SS: [  217 28011 34340 35950 51076 53146 55250 57369]
Annotated 3SS: [27800 33976 35580 50853 52764 54883 57280 60354]
SMsplice 5SS: [   33 12518 19365 28011 30881]
SMsplice 3SS: [12404 19315 27800 30805 50853]
top_k =  1000
Partition function (log Z): -29.80155654067567

Sorted 5' Splice Sites (High to Low Probability):
Position 12518: 0.9900852454671338
Position 19365: 0.6287875862461629
Position 16719: 0.4834555469188423
Position 18573: 0.40447958566664294
Position 21014: 0.38831258330472734
Position 18903: 0.38125923551225455
Position 33: 0.37922963739118104
Position 16969: 0.3586227765122882
Position 217: 0.3346512046117328
Position 9068: 0.2978818660386765
Position 13550: 0.23053921510559008
Position 16660: 0.17448534422980283
Position 1347: 0.1738705287907178
Position 9322: 0.15701331341910818
Position 28011: 0.1481465505848447
Position 307: 0.14801814335457716
Position 11607: 0.1231675873230024
Position 9632: 0.09891978273972349
Position 14577: 0.05685059893321106
Position 20060: 0.0542237895425123
Position 2484: 0.04658472778841538
Position 316: 0.04657864582442945
Position 4712: 0.045150839272838084
Position 14051: 0.04412388730829356
Position 15904: 0.04351737404504332
Position 9223: 0.04079207128366548
Position 18239: 0.03971554539345555
Position 20356: 0.03806021589261053
Position 6135: 0.03611438546564362
Position 19816: 0.03603959256801948
Position 18785: 0.03594434071314335
Position 571: 0.03412481397530068
Position 6110: 0.029375669971848654
Position 7445: 0.028896066543845283
Position 6604: 0.024289863233498812
Position 6558: 0.018665624860627436
Position 254: 0.016470801650278373
Position 190: 0.01622875995337872
Position 8228: 0.013380857101207528
Position 8178: 0.012117921015036746
Position 325: 0.011697882796347397
Position 4012: 0.011640684905768554
Position 7071: 0.009647819393537378
Position 9484: 0.007179049344656987
Position 8541: 0.006882848691211797
Position 7318: 0.006333006667593695
Position 18791: 0.005919906815240021
Position 543: 0.0055612971081508865
Position 16863: 0.00472919931632617
Position 14148: 0.003902250508242791
Position 18722: 0.003729294872404787
Position 1064: 0.0037171333958248482
Position 459: 0.0036439869889299333
Position 21095: 0.0021696959258386203
Position 19524: 0.0020719564894922152
Position 8876: 0.00162943579621254
Position 12515: 0.0015928616919377364
Position 16641: 0.0015251690571217655
Position 17077: 0.0014342945343592585
Position 18712: 0.0008097361561611329
Position 9282: 0.0007522349072036744
Position 14056: 0.0006770030983697547
Position 692: 0.000651809645214103
Position 1092: 0.0006488232091763657
Position 12488: 0.00042144762789966947
Position 961: 0.0004199437388808661
Position 490: 0.00039710129593527213
Position 1077: 0.0003717799722660234
Position 1039: 0.000332185543834783
Position 37: 0.0003282230949062144
Position 3133: 0.0003125516912715837
Position 3344: 0.00017185227895400368
Position 17: 0.0001665194519280133
Position 581: 0.0001535898391874513
Position 3122: 0.00014743604824925637
Position 3160: 0.00013262309677398052
Position 1112: 0.00012887517236732173
Position 419: 0.00012556562619564417
Position 6507: 0.00012154152258361425
Position 1042: 0.00010456627493549164
Position 509: 9.972788603216954e-05
Position 1540: 8.877625095230924e-05
Position 628: 8.164330038357154e-05
Position 156: 5.385587432689606e-05
Position 1232: 4.431908412832081e-05
