Gene = CPT2
index = 405
Annotated 5SS: [  667  4371  6001 14891]
Annotated 3SS: [ 4289  5893 13585 16834]
SMsplice 5SS: [ 667 4371 6001 7645 8167]
SMsplice 3SS: [ 4289  5893  7520  8093 13585]
top_k =  1000
Partition function (log Z): 1.178160138858218

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9474134748240477
Position 6001: 0.8792824053363124
Position 8167: 0.7783542236668965
Position 4371: 0.77652207833541
Position 7645: 0.6349203244290473
Position 13848: 0.37033722564206706
Position 1723: 0.3042022880109169
Position 1079: 0.27039892333085097
Position 57: 0.2524652433071057
Position 22: 0.2042369225411918
Position 4391: 0.19892822268173702
Position 1385: 0.1841691000227875
Position 6142: 0.16791858849404018
Position 5414: 0.16270922241590752
Position 2139: 0.13716444422219676
Position 14891: 0.10541561916453215
Position 6005: 0.10206120417919576
Position 4731: 0.09519350504519575
Position 5283: 0.09219363541770367
Position 13872: 0.08292206496961715
Position 8456: 0.07603294221707084
Position 12056: 0.05566069469168322
Position 7677: 0.05276129064268983
Position 16388: 0.05087354735047388
Position 7539: 0.04390260977940931
Position 16395: 0.04077799202983495
Position 7711: 0.03765983451094911
Position 8288: 0.030070053461778014
Position 14822: 0.02812548766206891
Position 16765: 0.020606121093716005
Position 10742: 0.018905019992150482
Position 1039: 0.015474666979237894
Position 3039: 0.014649173099200042
Position 8176: 0.013551441548311567
Position 9432: 0.011340648235803672
Position 14679: 0.010902280655104162
Position 5711: 0.010123295983144267
Position 12554: 0.010120085313784735
Position 317: 0.009970513368645885
Position 14035: 0.009812264678064274
Position 12213: 0.009509506801955168
Position 9539: 0.008518825728580533
Position 6021: 0.00796599887627471
Position 13373: 0.0073070587817626095
Position 3144: 0.0071483531862428186
Position 2482: 0.006726870843659263
Position 7803: 0.006085469185880712
Position 7658: 0.005518782177461143
Position 8828: 0.005343752602796827
Position 6915: 0.005334896412976621
Position 16685: 0.004870933644403245
Position 6098: 0.004056953043097433
Position 2332: 0.0036280759497130666
Position 3247: 0.003602716861691363
Position 8127: 0.003373623709121561
Position 13728: 0.0032562173891075973
Position 2080: 0.0031546597185404166
Position 560: 0.0031181919619526622
Position 13134: 0.0029434393822013937
Position 10578: 0.002842771455999581
Position 6055: 0.0028357241537126992
Position 6116: 0.002689830230800968
Position 14778: 0.0026179000659420993
Position 1027: 0.0020740761799274477
Position 5098: 0.0020120043652123226
Position 71: 0.001829582406739807
Position 9478: 0.0018215434641821484
Position 1342: 0.0018210147646864367
Position 3216: 0.0016119643769288415
Position 9901: 0.001606272406014095
Position 5669: 0.001588628401331487
Position 5757: 0.0014639705548713585
Position 5543: 0.0013658074783553555
Position 6178: 0.0013506238687272857
Position 8200: 0.0013354886224318044
Position 14479: 0.0013348215385345094
Position 313: 0.001301288742415181
Position 3683: 0.0012172135039471771
Position 401: 0.0012025361186965475
Position 3080: 0.001160420549990227
Position 1558: 0.0011136100203498157
Position 224: 0.0010772817962342884
