Gene = MINA
index = 844
Annotated 5SS: [  174  4926 10499 13037 17696 21302 22244 24727 26290]
Annotated 3SS: [ 4454 10378 12907 17591 21198 22074 24637 26199 26744]
SMsplice 5SS: [  174  4549 10499 13037 21302 24727 26290]
SMsplice 3SS: [ 4454 10378 12907 21198 24637 26199 26368]
top_k =  1000
Partition function (log Z): 1.082754336134974

Sorted 5' Splice Sites (High to Low Probability):
Position 13037: 0.9815852489863682
Position 24727: 0.8795128174357805
Position 10499: 0.8555496815066469
Position 174: 0.8358868099626198
Position 4549: 0.7667959452900142
Position 26290: 0.631915222195626
Position 21302: 0.5729933649419922
Position 5478: 0.4727400595476447
Position 19923: 0.47068607526266204
Position 17696: 0.43409883622459694
Position 21319: 0.37655185789285645
Position 3971: 0.3123419824766177
Position 20570: 0.3067470154325999
Position 4926: 0.2608369628402861
Position 840: 0.25892662509278563
Position 22244: 0.23963129206242673
Position 8015: 0.2164745833252557
Position 498: 0.1991630842078535
Position 8063: 0.18255892758367012
Position 15161: 0.17574851064111868
Position 13399: 0.1742571282836656
Position 10573: 0.13274090089313278
Position 10789: 0.12864006984605897
Position 22783: 0.11920423826036805
Position 26369: 0.11334152762282802
Position 26520: 0.11166389754251871
Position 7907: 0.10094964620557789
Position 11767: 0.09124343707174798
Position 5459: 0.08992247639802618
Position 14117: 0.08953568030305012
Position 22495: 0.08639613560638293
Position 22454: 0.08453177827593505
Position 24863: 0.0748342862485853
Position 17321: 0.0714026283037838
Position 5696: 0.07096408931277472
Position 10072: 0.06898877267103275
Position 23092: 0.06802212347275799
Position 22025: 0.06777524613971996
Position 19936: 0.06053598208799467
Position 8031: 0.06038076767599001
Position 4805: 0.05815892530699727
Position 26862: 0.05756481920317999
Position 24789: 0.05621222374612097
Position 24949: 0.055542285317196405
Position 22308: 0.05300555678017868
Position 4124: 0.04997135177585144
Position 17183: 0.045240391657511515
Position 13697: 0.03689326657396824
Position 5021: 0.03298309514557498
Position 11814: 0.032576602168800935
Position 24731: 0.022530807003783963
Position 22518: 0.02237350207708259
Position 3631: 0.021550999997213133
Position 5803: 0.020226406626378386
Position 23333: 0.01930119470825496
Position 16958: 0.019188965017746386
Position 275: 0.01885766621936866
Position 7911: 0.018178599915349532
Position 14397: 0.0176597180300694
Position 23443: 0.01578227644403629
Position 1220: 0.01574586485860868
Position 23527: 0.014598944092657816
Position 289: 0.013180736618965759
Position 27044: 0.013050815847973827
Position 16300: 0.012615005372515479
Position 23331: 0.011754519230484494
Position 16690: 0.011493149007210431
Position 23342: 0.011325844638104827
Position 10820: 0.011065339529212233
Position 12521: 0.009760969110284519
Position 25841: 0.0093478858001029
Position 16271: 0.00900377415060115
Position 2532: 0.008913048099420527
Position 26527: 0.007992626585223964
Position 23019: 0.007732038169022524
Position 23691: 0.007524064428518915
Position 6001: 0.00721529457725667
Position 1226: 0.006474930983348377
Position 4562: 0.006161302525914871
Position 4358: 0.00566271359461131
Position 22425: 0.005601295312139444
Position 435: 0.004890206692972595
Position 26895: 0.004850685256262153
Position 1036: 0.004537587514793134
Position 11527: 0.004472966640609096
Position 17160: 0.004281194947656569
Position 23481: 0.003824925978824222
Position 7156: 0.0038130346089300096
Position 1604: 0.0036926593627865526
Position 3218: 0.0035062154620272797
Position 27154: 0.003458242145340619
Position 13016: 0.0033653643761094045
Position 23296: 0.00320471522411959
Position 2781: 0.0031005402955174666
Position 23183: 0.003020451412607074
Position 1466: 0.002743380425529085
Position 27041: 0.002483862165392688
Position 26503: 0.0024254345575361975
Position 23041: 0.002076881125908992
Position 25138: 0.0019205119511676591
Position 1784: 0.001907260738232774
Position 16795: 0.0018392803746313854
Position 168: 0.001830493251219958
Position 1590: 0.001781323911930292
Position 4381: 0.0017531680142846022
Position 1803: 0.0015576384523314207
Position 7221: 0.0015030595011306597
Position 3998: 0.0014163201132590332
Position 1851: 0.0014053688326205614
Position 4366: 0.0013647605133466276
Position 14302: 0.001237680994307377
Position 103: 0.0011068236347343342
Position 24065: 0.0010724877556141472
Position 468: 0.0010469949903970167
Position 13730: 0.0009469779710536536
Position 14028: 0.000895948495914855
Position 27005: 0.0008926753857261077
Position 1797: 0.0008643709027239093
Position 1680: 0.0006928026761397528
Position 3074: 0.0006873924469581085
Position 4360: 0.0006389905912956033
Position 13242: 0.0005906284300760965
Position 84: 0.0005209665593630615
Position 2351: 0.0004625988348130059
Position 1050: 0.0003874357670783271
Position 4827: 0.0003131756050840867
Position 558: 0.00031308122296188246
Position 13202: 0.0002967512151148137
Position 1669: 0.0002928906522655368
Position 3142: 0.00028504585772566766
Position 2047: 0.0002770910199360867
Position 503: 0.00023381976495366323
Position 6: 0.00022890429658767054
Position 2498: 0.00021399115857230938
Position 2492: 0.00020985274720026624
Position 127: 0.0002014356103199222
Position 26659: 0.00015046193833517002
Position 355: 0.00012207571757635681
Position 364: 6.270913374519562e-05
Position 66: 5.2254820758341965e-05
Position 479: 3.9261555396865904e-05
Position 178: 3.4349393865807955e-05
Position 263: 2.1976924696593918e-05
Position 1023: 2.084177690640562e-05
Position 860: 1.72781831879224e-05
Position 16275: 1.6964664705798235e-05
Position 24: 1.6004263813725187e-05
Position 793: 1.5604442462921907e-05
Position 49: 1.513496768789619e-05
Position 156: 1.4887422180956547e-05
Position 1322: 1.3822357076408358e-05
Position 176: 1.055892339339398e-05
Position 675: 6.909559113962678e-06
Position 373: 5.75757703636432e-06
Position 441: 4.669474866914022e-06
Position 46: 4.094131985762114e-06
Position 909: 3.5377866083790493e-06
Position 2147: 2.919796195991785e-06
Position 879: 1.3659135573442762e-06
Position 1331: 9.884069659567524e-07
Position 69: 8.19601596390717e-07
Position 1855: 6.826923543913215e-07
Position 1519: 5.901828686096688e-07
Position 2661: 5.146226959772964e-07
Position 1555: 4.4368753591778664e-07
Position 266: 3.6765732284753775e-07
Position 620: 2.4918271031063805e-07
Position 749: 2.2428189882908252e-07
Position 631: 2.1415800189476538e-07
Position 507: 2.1014402848950794e-07
Position 2723: 1.3631637257634127e-07
Position 742: 4.992457922027862e-08
Position 1266: 3.4596531654117284e-08
Position 1444: 1.8987412851408943e-08
Position 299: 1.043637458928297e-08
Position 122: 6.209603512864952e-10
Position 380: 4.0538466483904345e-11
Position 677: 3.825658210601323e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10378: 0.9676058545444912
Position 21198: 0.9495452228348489
Position 24637: 0.8812693368070071
Position 12907: 0.7659237012046866
Position 26199: 0.7546820182504653
Position 4454: 0.7169511222036188
Position 19726: 0.5140504472870464
Position 27405: 0.4934274625470079
Position 26368: 0.34394261893764927
Position 20425: 0.30674701543259997
Position 5337: 0.30292295966871907
Position 17617: 0.24809893565374266
Position 7853: 0.2290794038597299
Position 5301: 0.22110113686053004
Position 7979: 0.2198236841358661
Position 12922: 0.21490639633701492
Position 3829: 0.20568287679879266
Position 22071: 0.19669727998798126
Position 716: 0.19223780407451946
Position 17591: 0.18600171727428033
Position 15029: 0.17573406987074114
Position 26744: 0.16990660963216878
Position 24825: 0.16367828592424224
Position 13295: 0.1614751532794498
Position 22327: 0.14947799487426336
Position 7878: 0.12963943671024727
Position 17134: 0.1209242149089518
Position 4739: 0.10268229984576298
Position 10705: 0.09633824682952476
Position 22074: 0.09223728923539591
Position 23169: 0.09084067339344563
Position 4694: 0.0903875093471242
Position 24608: 0.08708955822688487
Position 4485: 0.07752543816720424
Position 14058: 0.07146578989654412
Position 11691: 0.07054542362312624
Position 9927: 0.06898877267103276
Position 27040: 0.06596502992529299
Position 22624: 0.06356623033176442
Position 22885: 0.06330543242460625
Position 22684: 0.05563800792860359
Position 3768: 0.04816760494870571
Position 5651: 0.048144175506214144
Position 4746: 0.04701976824507568
Position 11762: 0.04534557974236745
Position 10628: 0.04332561737133724
Position 22311: 0.04289121415505099
Position 5263: 0.03856340811038919
Position 3798: 0.035986564710995546
Position 26618: 0.03183875533009242
Position 4032: 0.029535876744835664
Position 21926: 0.029116000200794183
Position 758: 0.027764575095916236
Position 13594: 0.02696418887643166
Position 352: 0.026815234924191817
Position 4947: 0.025849969709475628
Position 672: 0.022791575714343818
Position 403: 0.022205990594201103
Position 16161: 0.02163574418782244
Position 5620: 0.02105588643491412
Position 21774: 0.021046940689654008
Position 16689: 0.02103057426600214
Position 10460: 0.020684727855288677
Position 4862: 0.018919510353664057
Position 274: 0.018342680731492395
Position 19553: 0.01717161006361008
Position 22945: 0.014610158868123859
Position 3903: 0.01441818591760485
Position 4643: 0.013420105972537481
Position 13978: 0.013324693051703878
Position 26423: 0.011420436394532753
Position 4236: 0.011166643742375111
Position 5557: 0.010986480906224737
Position 13166: 0.010085643350021125
Position 4823: 0.009501946684379783
Position 306: 0.008688635013934564
Position 21762: 0.008592022130429996
Position 11226: 0.00807583073021902
Position 4013: 0.007634717971494398
Position 24862: 0.007604833967213139
Position 13613: 0.007530285424872501
Position 5681: 0.0071498915577449945
Position 13998: 0.00705593663603988
Position 5719: 0.00705565983722967
Position 14260: 0.006963581923003324
Position 3475: 0.006933261981745673
Position 12435: 0.006668700364782294
Position 24923: 0.006344123662983348
Position 1104: 0.006301301559146229
Position 14318: 0.006236614180686343
Position 3413: 0.0060990082277746814
Position 3910: 0.006076877094866234
Position 3523: 0.005839135113902888
Position 16599: 0.005806906092641653
Position 16572: 0.0056862429145687786
Position 2223: 0.005656965686854368
Position 1638: 0.005480527061527348
Position 22378: 0.005396040709701235
Position 6999: 0.005316094110060668
Position 736: 0.005156970864446538
Position 3836: 0.004961032319188017
Position 1073: 0.004946168136413427
Position 258: 0.004806629673492935
Position 25746: 0.004788630959146859
Position 1420: 0.004784023906435847
Position 909: 0.004594070869115811
Position 25760: 0.004559254840956042
Position 21797: 0.004428628612311941
Position 26140: 0.004408620084677418
Position 13346: 0.004395714237513331
Position 3775: 0.004268879193119538
Position 4489: 0.003897358643148178
Position 4839: 0.0038762753268838874
Position 1006: 0.003838711043006992
Position 4820: 0.0036561020009936553
Position 422: 0.003520751003614525
