Gene = EFCAB12
index = 483
Annotated 5SS: [  212  7285 10398 13407 17494 20007 24402 26129]
Annotated 3SS: [ 6847 10202 13249 17296 19792 24247 26071 26799]
SMsplice 5SS: [  212   563 10398 13407 15659 17494 20007 24380]
SMsplice 3SS: [  449 10238 13249 15540 17296 19923 24247 26799]
top_k =  1000
Partition function (log Z): 10.626711339094127

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.9430903274830648
Position 20007: 0.9306846287942538
Position 563: 0.9092561381967547
Position 17494: 0.8461053638606773
Position 24337: 0.8363538914360162
Position 13407: 0.7121567916137341
Position 10398: 0.711900239461354
Position 15659: 0.6163518311264035
Position 19835: 0.4188601856115945
Position 26623: 0.3510555389048576
Position 26165: 0.32838041455182465
Position 3834: 0.31556441646759026
Position 26129: 0.3095068621834664
Position 17976: 0.2986123008764958
Position 15664: 0.29569551081957607
Position 14850: 0.26086951310316236
Position 4593: 0.24263566762461924
Position 10338: 0.23793022370949293
Position 17135: 0.15414445846597105
Position 23588: 0.14147302393866312
Position 13055: 0.12876451515560597
Position 14836: 0.12717520842504196
Position 25863: 0.12247763176533805
Position 14756: 0.11132367825874158
Position 4704: 0.08350026700976439
Position 17466: 0.07017600699415857
Position 605: 0.06408254141616358
Position 19705: 0.059938362866170374
Position 19962: 0.055491083925130504
Position 275: 0.05227056053700331
Position 812: 0.04751723300076091
Position 20328: 0.046385735902228296
Position 10348: 0.045775989131346194
Position 7865: 0.04282218488652892
Position 26810: 0.04184361402104614
Position 1132: 0.04064435961863933
Position 19462: 0.040186892573597366
Position 24972: 0.040078596476465896
Position 7285: 0.03516345386353381
Position 23419: 0.027661405298445255
Position 9321: 0.026105462073740083
Position 23592: 0.025111554551451663
Position 17935: 0.023603592354553775
Position 9045: 0.021557748609561816
Position 12923: 0.02030643693847872
Position 15656: 0.019583761393798763
Position 6290: 0.017324771204640467
Position 4871: 0.017276209444986024
Position 25086: 0.017021792032640686
Position 14027: 0.016434173744844818
Position 9333: 0.014478502821031476
Position 15697: 0.013403317541837998
Position 18975: 0.012699530651926602
Position 10737: 0.012672984791927102
Position 23534: 0.012178694432827845
Position 21715: 0.011471731666204039
Position 3824: 0.010552268299376052
Position 6982: 0.010527203442423921
Position 644: 0.010444425024654551
Position 10856: 0.010216285153382566
Position 24407: 0.008937494348339537
Position 20625: 0.008822600932385268
Position 8778: 0.008684560227974359
Position 26393: 0.008139926716135995
Position 1090: 0.008121678159136697
Position 11072: 0.0075333240602343116
Position 24823: 0.007108921389247498
Position 8179: 0.006778717263243287
Position 4852: 0.006655746015635592
Position 23725: 0.006558086069298436
Position 19143: 0.006511323013979478
Position 20062: 0.006481045216826287
Position 12495: 0.006323278844402175
Position 24366: 0.006065116732892368
Position 13178: 0.005581260830749742
Position 3735: 0.005537297646408094
Position 24662: 0.005062839380476858
Position 5372: 0.004743123390114766
Position 4858: 0.004648404654293687
Position 2855: 0.00435823485240924
Position 14292: 0.004116698526245567
Position 6612: 0.004092459600408706
Position 3508: 0.004041931580276783
Position 821: 0.003868601565100488
Position 24929: 0.00379220613253868
Position 7998: 0.0037416327025059652
Position 87: 0.003733472173622135
Position 655: 0.003699628498961895
Position 8384: 0.0035288195161524193
Position 18085: 0.003363659563984691
Position 6462: 0.003260086208614342
Position 19663: 0.003193936579654098
Position 17845: 0.0030832574058455237
Position 4881: 0.0030049160777422756
Position 22754: 0.002997457785526927
