Gene = UTS2
index = 1543
Annotated 5SS: [ 125  531 2620 3792]
Annotated 3SS: [ 507 2508 3747 5548]
SMsplice 5SS: [ 125 2620]
SMsplice 3SS: [2508 3852]
top_k =  1000
Partition function (log Z): -8.482770828014655

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.8718040313255409
Position 2620: 0.597554648014039
Position 531: 0.4005069341602211
Position 3792: 0.28604777826519956
Position 2897: 0.23381777879052132
Position 2696: 0.06857847266970946
Position 1865: 0.036718917685267354
Position 3009: 0.033104181007534775
Position 4518: 0.02806640094947823
Position 796: 0.025495601700398177
Position 1893: 0.013014475859583232
Position 2878: 0.011449605060800146
Position 4663: 0.007450317218110859
Position 5359: 0.004219675604637361
Position 4621: 0.004133503872467229
Position 1432: 0.0030718366404364154
Position 1787: 0.002960545098730181
Position 2339: 0.0026630078129217284
Position 3990: 0.0026341291096642527
Position 1550: 0.0023396600709747538
Position 2062: 0.002194965141801553
Position 2429: 0.001246559856356619
Position 2819: 0.0010013704943249806
Position 2587: 0.0008687304003324268
Position 1045: 0.0005412464867767048
Position 1002: 0.00043346243539304466
Position 739: 0.0004309844740473478
Position 3168: 0.00042462599288116827
Position 5367: 0.0004020170199835706
Position 430: 0.0003993198315670531
Position 2865: 0.0003757518121949924
Position 324: 0.00034406654393493596
Position 2018: 0.00034054870606369447
Position 255: 0.0003320127777490182
Position 204: 0.00021901730331603424
Position 1774: 0.00020660602289366837
Position 348: 0.00017392263680221468
Position 1949: 0.00017268104111041392
Position 702: 0.0001483264811529418
Position 555: 7.998928645427775e-05
Position 62: 3.527531512835886e-05
Position 12: 1.3023189470802351e-05
Position 319: 1.2709083182060926e-05
Position 2488: 1.215553254046627e-05
Position 2740: 6.192916876721994e-06
Position 705: 5.014491300403361e-06
Position 1123: 3.911862711820066e-06
Position 372: 2.644904336348677e-06
Position 594: 2.163200519134703e-06
Position 1652: 2.1388628363483332e-06
Position 379: 1.7886162825688168e-06
Position 3041: 1.548728793576731e-06
Position 3213: 1.4851537427486313e-06
Position 2944: 1.1702673239363795e-06
Position 184: 9.975222795390067e-07
Position 450: 9.343627466605032e-07
Position 1506: 8.201664900139742e-07
Position 129: 7.719660835696893e-07
Position 161: 7.029839050436087e-07
Position 1029: 5.895025031130526e-07
Position 1398: 5.223582474744374e-07
Position 1094: 5.074416103267888e-07
Position 2157: 4.3850302227012407e-07
Position 781: 4.122737847420966e-07
Position 419: 4.0589017687639433e-07
Position 1193: 3.1074698695236475e-07
Position 3827: 2.28542692483138e-07
Position 33: 1.5167373131992627e-07
