Gene = PIGZ
index = 1029
Annotated 5SS: [  147 17013]
Annotated 3SS: [16801 20147]
SMsplice 5SS: [  147  2056 17013]
SMsplice 3SS: [ 1866 16801 20147]
top_k =  1000
Partition function (log Z): -10.909947989985847

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9132836326483041
Position 2056: 0.9089498573816673
Position 978: 0.46881152183401337
Position 1457: 0.4241661858733893
Position 960: 0.3443239018199621
Position 17013: 0.3037933107209843
Position 1177: 0.2989773285875152
Position 415: 0.21756009248179234
Position 749: 0.11877405295464986
Position 718: 0.09561227425060978
Position 1135: 0.08567750073179924
Position 3167: 0.06456810762182433
Position 155: 0.04711151983439225
Position 450: 0.04240241501156274
Position 2666: 0.04043969192062166
Position 186: 0.03155230014824643
Position 411: 0.024649583082864805
Position 6900: 0.017462483001612034
Position 3581: 0.016529882763642176
Position 5137: 0.01108037503624773
Position 3617: 0.010883577042193145
Position 2412: 0.008332277606741418
Position 7025: 0.006541600849651691
Position 385: 0.006139376415450683
Position 5171: 0.0059714825836745785
Position 438: 0.005755979011738381
Position 1235: 0.004240491510853247
Position 3946: 0.0036931073510790267
Position 1188: 0.0032475497639149094
Position 967: 0.0027311532380682943
Position 1171: 0.002556428163991634
Position 7750: 0.0024853086189691232
Position 2523: 0.002155888537168569
Position 2833: 0.0020858806653849815
Position 5915: 0.00185967071945872
Position 536: 0.0018105915633128218
Position 9206: 0.0016896518718016442
Position 3827: 0.0011463317804300754
Position 2433: 0.000940917077957868
Position 1624: 0.0007435096987101303
Position 970: 0.0005134269459136554
Position 6644: 0.0005080210656489216
Position 1544: 0.0004879651527496936
Position 2050: 0.0002288946712450771
Position 2863: 0.00021617681923586255
Position 1771: 0.00019828988390064244
Position 2543: 0.00018996470852606528
Position 331: 0.00018323493283173162
Position 151: 0.00015472144541292795
Position 210: 0.0001223841257490447
Position 1312: 0.00011209788336623133
Position 753: 0.00010870096654610684
Position 764: 0.00010042450072960673
Position 5317: 9.526720919946273e-05
Position 463: 5.666713883729504e-05
Position 803: 5.115063006154895e-05
Position 5866: 4.774441081335383e-05
Position 5048: 3.365438441923913e-05
Position 756: 2.510887396080371e-05
Position 772: 2.470640830207458e-05
Position 690: 2.1916817929290726e-05
Position 1246: 2.041801707178611e-05
Position 3336: 1.2340594936416208e-05
Position 798: 9.816014604486832e-06
Position 520: 8.623133236798197e-06
Position 784: 5.030342939642157e-06
Position 931: 3.2066046840861953e-06
Position 786: 2.8236026610869185e-06
Position 841: 1.8606343787715439e-06
Position 58: 6.497689306127223e-07
Position 848: 4.0608050723788246e-07
Position 1024: 2.1154262519510286e-07
Position 219: 6.1028593596749e-09
Position 491: 1.4382849334333121e-09
Position 317: 1.3849548886430095e-09
Position 489: 2.84953162240394e-10
Position 526: 4.6494021326014136e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 841: 0.6611711799800037
Position 20147: 0.5202380721245887
Position 1866: 0.38831156647373005
Position 1946: 0.350024587787584
Position 1085: 0.34448819531605906
Position 16801: 0.3416905888995628
Position 310: 0.2772900126162696
Position 546: 0.19664097074649425
Position 1059: 0.1661166053666123
Position 1908: 0.15062061504023275
Position 1343: 0.14796723520885074
Position 6795: 0.12959423703308656
Position 1323: 0.07071373932830928
Position 924: 0.06793467862299339
Position 2261: 0.06452889949611006
Position 8171: 0.06007295593817189
Position 858: 0.057973235020084696
Position 3032: 0.05689061951037326
Position 1416: 0.047130154492357516
Position 10229: 0.04011106333488357
Position 1810: 0.03578589376898093
Position 4862: 0.03099981479956805
Position 3468: 0.028207207146938227
Position 1368: 0.026606375505273883
Position 2928: 0.016485233668158374
Position 852: 0.016461323115250087
Position 3826: 0.01570807731622379
Position 8982: 0.01534113311960308
Position 2537: 0.013761179394545457
Position 526: 0.01313283265707464
Position 12792: 0.011716929030140896
Position 6502: 0.01091390778107974
Position 368: 0.010529778574012758
Position 2511: 0.009992979090046414
Position 1694: 0.009546623844722973
Position 8850: 0.008644504113676106
Position 324: 0.008543220982423909
Position 1064: 0.008315143694956196
Position 7334: 0.007093627401431498
Position 1351: 0.006549036748281915
Position 8458: 0.006345223131015954
Position 5206: 0.0063069867773122455
Position 5122: 0.005459565992404007
Position 3756: 0.005095199923288477
Position 7586: 0.005014986279870209
Position 3823: 0.004711259536149476
Position 8904: 0.004661604879592068
Position 7658: 0.004385790364981759
Position 237: 0.004330912540195837
Position 784: 0.004294383570572508
Position 7688: 0.00405927860204001
Position 6754: 0.003973515673327047
Position 5826: 0.003361468334799182
Position 8167: 0.0025727839893289577
Position 9044: 0.002542689934449411
Position 2560: 0.002474664388721753
Position 585: 0.0024617820133077555
Position 3091: 0.0021468853631083067
Position 2657: 0.0021040620410512534
Position 4992: 0.002010933253982689
Position 1249: 0.0019169790123268547
Position 1949: 0.0019108942147098124
Position 552: 0.001910095085320595
Position 7282: 0.0019054767845742607
Position 8785: 0.0018959872896318604
Position 945: 0.0017077377851484664
Position 8482: 0.0016906847766573643
Position 1374: 0.0015863194520101282
Position 1538: 0.0015714795430967871
Position 1134: 0.0015195541101610185
Position 7889: 0.0012675384169271789
Position 482: 0.0012247002258405078
Position 7256: 0.0010070518142448438
Position 2858: 0.0009821152017262939
Position 3106: 0.0009273449750356746
Position 3070: 0.0009125427924868033
Position 2899: 0.0008198889332964006
Position 2779: 0.0007916669091147338
Position 6342: 0.0005889135783613881
Position 1430: 0.0005775313174497211
Position 687: 0.0005641145883102687
Position 1202: 0.0005275939973167863
Position 5250: 0.0003416501673350287
Position 2589: 0.0003255774247965088
Position 2237: 0.00032000022050661576
Position 1923: 0.00029567766233236527
Position 1439: 0.0002809020931493972
Position 1162: 0.00020406261179133807
Position 661: 0.00017242698508365212
Position 798: 0.00016382536660949107
Position 599: 0.00015053462931742916
Position 2437: 0.0001440800642742761
Position 498: 0.00012001491842707553
Position 1999: 0.00011601429774235874
Position 4518: 0.00010697598480738068
Position 730: 0.00010647219536980592
Position 882: 0.0001040152230006644
Position 430: 9.742833180519281e-05
Position 647: 8.57257472608366e-05
Position 1095: 8.394772719405598e-05
Position 2146: 8.249101003101007e-05
Position 2135: 7.7709413870843e-05
Position 3397: 7.713514391809385e-05
Position 346: 7.428654488414773e-05
Position 399: 7.036946370447906e-05
Position 2733: 5.304860588252293e-05
Position 2382: 5.012128205503036e-05
Position 449: 4.983611528454438e-05
Position 484: 4.6287354910373753e-05
Position 741: 4.6045739997427955e-05
Position 926: 4.603662576612854e-05
Position 1767: 4.2214101438684796e-05
Position 997: 4.207116752486586e-05
