Gene = GBA
index = 576
Annotated 5SS: [ 149  605 1349 1619 2718 3101 3894 4990 5554 6040]
Annotated 3SS: [ 516 1156 1471 2583 2927 3655 4764 5389 5922 6133]
SMsplice 5SS: [ 149  605 1349 1619 2718 4990 5554 6040]
SMsplice 3SS: [ 516 1156 1471 2583 4764 5389 5922 6133]
top_k =  1000
Partition function (log Z): 11.365160495205373

Sorted 5' Splice Sites (High to Low Probability):
Position 2718: 0.9922729253642861
Position 149: 0.9693849248297493
Position 1619: 0.9425396700530675
Position 1349: 0.8077880499774196
Position 4990: 0.7102094268143757
Position 6040: 0.7090507716203832
Position 605: 0.640251613250367
Position 5554: 0.6232164188673167
Position 3894: 0.5521349804376826
Position 4765: 0.484341193286653
Position 3101: 0.42803005483872464
Position 5462: 0.30104216774877035
Position 6052: 0.2619898292024904
Position 5772: 0.14196454579173556
Position 3027: 0.09455974468070455
Position 609: 0.08235837953417101
Position 1398: 0.027554242018418176
Position 5838: 0.027205120168889103
Position 3891: 0.022101048610600183
Position 1058: 0.020372283590632936
Position 630: 0.017627419172974095
Position 880: 0.014906585365473375
Position 4133: 0.013554487104066782
Position 1031: 0.012763220203629683
Position 6532: 0.012550306572954318
Position 28: 0.012475328839938554
Position 2439: 0.012246510748958897
Position 6358: 0.0118673217036915
Position 6057: 0.011503430387018676
Position 2278: 0.01085649265592964
Position 5272: 0.010075999717963456
Position 1313: 0.009444106967192672
Position 3584: 0.0076948221046538
Position 4294: 0.007618691732941497
Position 5842: 0.00615043433866981
Position 678: 0.006093517288980025
Position 5317: 0.0060811902429922585
Position 989: 0.005826347993331767
Position 541: 0.004605084678012896
Position 2781: 0.004593512017365778
Position 5648: 0.004280389098833884
Position 746: 0.003985147741905695
Position 4219: 0.003907990398805742
Position 382: 0.0033116626964764004
Position 4398: 0.0032816523743674423
Position 2455: 0.00327985050871672
Position 333: 0.0028181329750917384
Position 3914: 0.002623589098118971
Position 5718: 0.002577191105115504
Position 6573: 0.0025419349261935494
Position 5850: 0.0024843087891678567
Position 1262: 0.002276854301191606
Position 4736: 0.0018534609429615829
Position 299: 0.001803184177974811
Position 5466: 0.0014660780633404128
Position 4571: 0.001398312608470326
Position 4818: 0.0013780064712579057
Position 3805: 0.0013437453538785503
Position 1201: 0.001160407383331108
Position 700: 0.0010645979111609705
Position 2142: 0.0010471058032080242
Position 968: 0.0009960840506433202
Position 2100: 0.0007920730039969189
Position 1157: 0.0007743484514335138
Position 5846: 0.0006421264318337897
Position 6236: 0.0006120834020238393
Position 1967: 0.0005277265846824577
Position 3656: 0.0005276251041526564
Position 1033: 0.0004888860988233399
Position 311: 0.00048268788536525234
Position 704: 0.00042107682625821153
Position 1513: 0.00038708934424165614
Position 6294: 0.0003768299579095193
Position 5152: 0.0003122302031165783
Position 3287: 0.00029942110146225246
Position 4402: 0.0002816074993831351
Position 6342: 0.00022315043460267088
Position 135: 0.00019497931311524976
Position 6440: 0.00018927160807719092
Position 5710: 0.00017643048932068845
Position 3120: 0.000169405038600304
Position 409: 0.00016577988716325178
Position 1283: 0.00015246209091948856
Position 3586: 0.00012331001921827062
Position 667: 0.00011344104811108608
Position 1292: 0.00011045947593665836
Position 5650: 9.293262526147152e-05
Position 2516: 8.766413709552701e-05
Position 689: 8.366910705584852e-05
Position 2607: 8.122119921642904e-05
Position 283: 7.995020412540258e-05
Position 6066: 6.45205766491602e-05
Position 6309: 5.2208955298353354e-05
Position 3731: 4.9608747018470604e-05
Position 2261: 4.159223852057634e-05
Position 1078: 4.141013901061974e-05
Position 1831: 3.981070089196322e-05
Position 2776: 3.794331027214549e-05
Position 1437: 3.783738171948871e-05
Position 1407: 3.6376072122553534e-05
Position 1198: 3.546721191371263e-05
Position 1203: 3.504201617396058e-05
Position 686: 3.0110531812964747e-05
Position 289: 2.968805647746685e-05
Position 6376: 2.798023301614619e-05
Position 388: 2.666601302880714e-05
Position 3041: 2.3911434124441614e-05
Position 622: 2.1459834795165092e-05
Position 3392: 2.066375991433641e-05
Position 3442: 1.913507737126107e-05
Position 2785: 1.60938485015994e-05
Position 2878: 1.503211075590608e-05
