Gene = RPA3
index = 1191
Annotated 5SS: [   93  3433 31380 32778 78288 79538 80744]
Annotated 3SS: [ 3380 31278 32608 77431 79462 80634 81524]
SMsplice 5SS: [   93  9248 14590 32778 32949 79538 80744]
SMsplice 3SS: [ 9141 14461 32608 32842 79462 80634 81524]
top_k =  1000
Partition function (log Z): -36.85383197871994

Sorted 5' Splice Sites (High to Low Probability):
Position 9248: 0.9940323034590381
Position 93: 0.9658007216332286
Position 14590: 0.8828548737191227
Position 21414: 0.3959653165782085
Position 5008: 0.21744829265678134
Position 10135: 0.1669358373542527
Position 8088: 0.12879993615269386
Position 4389: 0.12355359248447513
Position 3433: 0.11751470045328218
Position 11919: 0.04901761377424133
Position 15910: 0.047091823275947964
Position 3944: 0.028309184574594717
Position 785: 0.026929607977370006
Position 707: 0.02404287580653172
Position 19161: 0.023741310890722647
Position 11748: 0.01692259946029311
Position 1209: 0.01650599357466751
Position 4614: 0.012225158800306186
Position 151: 0.012159054951660706
Position 8571: 0.011372210956393505
Position 245: 0.009903188857581737
Position 3482: 0.00844032346643391
Position 7657: 0.008042090819092228
Position 3381: 0.008004576108922216
Position 16678: 0.0074629673765477965
Position 5695: 0.006641095699135143
Position 5178: 0.00506500322066351
Position 7824: 0.0035446141279466626
Position 1437: 0.0033723001217996766
Position 21842: 0.003307495932500619
Position 5389: 0.0025588948042364937
Position 2909: 0.00222046191045796
Position 4744: 0.0021513266659190073
Position 779: 0.0018523225104560615
Position 5990: 0.0015780221386448973
Position 3469: 0.0015527015429605553
Position 21944: 0.0013470536504004505
Position 7820: 0.001327437014527221
Position 4393: 0.0012941790798712545
Position 6567: 0.0012217775609717732
Position 4697: 0.0010566944825862873
Position 97: 0.0010494188609246466
Position 6480: 0.0009527560566710191
Position 6044: 0.0009250492088088176
Position 9233: 0.0008883167073064664
Position 324: 0.0006967682052680345
Position 535: 0.0005907903814931169
Position 5925: 0.0005710347035262373
Position 546: 0.000508702462832132
Position 11501: 0.0004937439205900666
Position 3588: 0.0004395414892999311
Position 9235: 0.0003623096880365715
Position 10190: 0.00034655033612485895
Position 6074: 0.00033684389866365166
Position 1645: 0.00033186197505943144
Position 11176: 0.00012669007909993913
Position 9991: 5.7966022399520336e-05
Position 282: 3.475985402346817e-05
Position 4361: 1.4246780221018498e-05
Position 3712: 9.482718960164722e-06
Position 354: 8.287179226595818e-06
Position 12689: 7.96923546367923e-06
