Gene = GM2A
index = 601
Annotated 5SS: [  406  7025 14022]
Annotated 3SS: [ 6862 13838 14403]
SMsplice 5SS: [  406  7025 14022]
SMsplice 3SS: [ 6862 13838 14108]
top_k =  1000
Partition function (log Z): -6.739157505793349

Sorted 5' Splice Sites (High to Low Probability):
Position 406: 0.9987521802091678
Position 14022: 0.9093880021677029
Position 7025: 0.9026689440964828
Position 11070: 0.43808356000538673
Position 4977: 0.27448214196758824
Position 13773: 0.24855895438503187
Position 7242: 0.10556637858280479
Position 6186: 0.10348614018534835
Position 16075: 0.10219451588536785
Position 4981: 0.09872277007342123
Position 4500: 0.09486629940259157
Position 10679: 0.09442311030255944
Position 5527: 0.07596391120938757
Position 11766: 0.07464388471167316
Position 14674: 0.07249390525935086
Position 5455: 0.05559555451679051
Position 5283: 0.04958038878129367
Position 5899: 0.04485684315864365
Position 14312: 0.03558820263750534
Position 14600: 0.03374118805327523
Position 5073: 0.03291714538483712
Position 2003: 0.03136309893433409
Position 2018: 0.028364920082774196
Position 12291: 0.02200544112451082
Position 6573: 0.020212551306625144
Position 2997: 0.01826480578593395
Position 243: 0.01803282919196031
Position 14129: 0.016438845738339182
Position 14589: 0.013235080458100014
Position 14214: 0.012299176610797345
Position 3064: 0.006730686576957542
Position 14591: 0.0064373050371449555
Position 6010: 0.006070280926705568
Position 15183: 0.004785768471462965
Position 7037: 0.0037139500129404843
Position 14280: 0.003313576252450211
Position 2313: 0.003271022857974904
Position 185: 0.002554196790286185
Position 13935: 0.002033825789351652
Position 2134: 0.0020085515607093404
Position 4504: 0.0018205282660414322
Position 12317: 0.0017989188865234489
Position 16095: 0.0017886205546253755
Position 1303: 0.0016533183925942943
Position 1405: 0.0016180129778099576
Position 809: 0.0013557897015460483
Position 2713: 0.0011001110278496505
Position 165: 0.0010722313116635197
Position 2940: 0.0010227737481266312
Position 13912: 0.0008363950699080622
Position 4736: 0.0007641157500523861
Position 220: 0.0005607668002931511
Position 14026: 0.0005283477826179001
Position 15775: 0.0003906166029764728
Position 5859: 0.00038475339057676136
Position 5854: 0.00038343210642287774
Position 14177: 0.00029366944688784995
Position 2103: 0.00028831387361444294
Position 5257: 0.00025304548263546304
Position 459: 0.0002474350271310174
Position 7055: 0.00021287237065703156
Position 5370: 0.0001800892105979946
Position 4093: 0.00010611966484298655
Position 13930: 0.00010273906701990706
Position 3532: 9.122467592723747e-05
Position 3107: 7.680924713008212e-05
Position 3927: 7.434319403661839e-05
Position 13946: 6.388648860549228e-05
Position 1477: 6.040128401162214e-05
Position 1599: 5.4004188515837814e-05
Position 830: 4.7865403205379786e-05
Position 467: 4.3449725432166015e-05
Position 4326: 3.996121156285511e-05
Position 1280: 3.944921108206194e-05
Position 3699: 3.799663621080938e-05
Position 2993: 3.4036232896278655e-05
Position 557: 3.0694669279590923e-05
Position 536: 2.9150671749166123e-05
Position 875: 2.8119894589899957e-05
Position 48: 2.759208596790095e-05
Position 4175: 1.9368659745009287e-05
Position 4442: 8.049377543992734e-06
Position 2229: 3.929494191750932e-06
Position 1933: 3.1358262861556423e-06
Position 1664: 2.6484439931842006e-06
Position 2815: 1.8953707444066195e-06
Position 4308: 1.7690181825339783e-06
Position 2552: 1.3709281739124445e-06
Position 2396: 1.2819897368770556e-06
Position 1708: 1.2458054630371615e-06
Position 2667: 1.130891338966955e-06
Position 1948: 9.656484659378623e-07
Position 1987: 7.348951346081107e-07
Position 1655: 7.164931850150176e-07
Position 2709: 6.905235223132511e-07
Position 2583: 5.005067566558899e-07
Position 2843: 3.395642271147285e-07
Position 296: 3.1252844405592633e-07
Position 461: 2.682109706068694e-07
Position 2345: 2.396212800811522e-07
Position 1897: 1.9033407750106118e-07
Position 428: 1.5980452555521966e-07
Position 1464: 1.422947037487788e-07
Position 2077: 1.2425860133393727e-07
Position 1307: 1.199865441482358e-07
Position 1385: 9.985270864298384e-08
Position 1668: 9.666498295055103e-08
Position 1033: 6.062625438465987e-08
Position 511: 2.190412478250278e-08
Position 410: 1.3500663941250328e-08
Position 1038: 1.1346936691584826e-08
Position 486: 8.785982376307757e-09
Position 2569: 8.656428964445704e-09
Position 912: 3.5619511769046e-09
Position 561: 2.2378169284118933e-09
Position 572: 1.4316385757046164e-09
Position 1156: 1.320255548077403e-09
Position 1168: 1.1887656673736467e-09
Position 432: 1.1496743882528367e-09
Position 627: 3.956376773650893e-10
Position 330: 1.1897099352435507e-10
Position 662: 7.430578996359343e-11
Position 2276: 1.90919172941085e-11
Position 589: 1.0310955768947398e-11
Position 17: 9.158940203933474e-12
Position 711: 9.00192730753206e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 13838: 0.9322076012457067
Position 6862: 0.872029949835322
Position 14108: 0.4130765450457919
Position 14403: 0.3682078664807484
Position 10809: 0.3096149252243905
Position 16019: 0.2729114527267017
Position 4832: 0.2578955775450283
Position 13690: 0.2502820724770579
Position 4850: 0.10272115812611508
Position 7176: 0.08733612812203874
Position 5254: 0.08551307042544165
Position 5949: 0.06572666262654193
Position 5676: 0.06448033975199051
Position 10753: 0.06435770992647397
Position 17257: 0.056697578410831666
Position 10589: 0.045014054112261156
Position 10971: 0.04428945236424347
Position 5130: 0.040021995138804736
Position 11633: 0.039716073852986825
Position 10527: 0.03580044883280166
Position 4452: 0.03390091054751088
Position 1910: 0.03374456889333961
Position 16458: 0.0322533421861801
Position 11604: 0.029478425914843415
Position 16868: 0.028816299376418778
Position 4234: 0.026963204663680056
Position 12213: 0.02412173459342542
Position 5229: 0.023402832824476298
Position 10806: 0.021697296324119958
Position 4759: 0.02086189941831806
Position 6461: 0.01984003033010367
Position 330: 0.019179025930429448
Position 4278: 0.016637811568146397
Position 4398: 0.01642742459738683
Position 2923: 0.015681892612387248
Position 16496: 0.0155017066279352
Position 6905: 0.014102664904045948
Position 10539: 0.013659810714923025
Position 14723: 0.013366925271442296
Position 1978: 0.012591030814877776
Position 5370: 0.01257503268892067
Position 6871: 0.011310937553432572
Position 15074: 0.009920307298219758
Position 6114: 0.009771829911451004
Position 17215: 0.008974712508973071
Position 5985: 0.00882273304747762
Position 15289: 0.00862377599083424
Position 2838: 0.008334169742494086
Position 7119: 0.008289607270530085
Position 4862: 0.006901454368434212
Position 5277: 0.00654555302870532
Position 4533: 0.006034060266354279
Position 15986: 0.005687542368063213
Position 15182: 0.0056628384863340025
Position 1818: 0.0051044516521510245
Position 15894: 0.005096222048259628
Position 6930: 0.004990410814429177
Position 4672: 0.004975482647096382
Position 16538: 0.0049530141829048305
Position 14835: 0.004592504637346857
Position 7135: 0.0044549247654206816
Position 5069: 0.004364124399990781
Position 11515: 0.004292961948741649
Position 1881: 0.00424963690555106
Position 16197: 0.003676255072996301
Position 5260: 0.003618915769445231
Position 6057: 0.002787140882398177
Position 5304: 0.0027312197010751996
Position 7111: 0.002705057759644088
Position 5282: 0.0027027704730219846
Position 2161: 0.0024794060336287157
Position 6104: 0.0024661910658623763
Position 6807: 0.002103042908338109
Position 4736: 0.0020432510506990923
Position 16159: 0.0018990483335375983
Position 17371: 0.0018525620470700084
Position 287: 0.0018297883875421608
Position 9338: 0.0016451286452739329
Position 6981: 0.0016291705024774011
Position 15613: 0.0016259007905787938
Position 2811: 0.0014627428008921306
Position 2671: 0.0014415002862582754
Position 5336: 0.001439265428502257
Position 1755: 0.0014252632969770395
Position 7192: 0.001424206589200839
Position 16753: 0.0013957946383421802
Position 8571: 0.0013001652987049636
Position 4503: 0.001229434722497337
Position 1864: 0.00120253264370364
Position 1798: 0.0011710581668104673
Position 11435: 0.0011571746218837177
Position 600: 0.0011332569664270825
Position 1839: 0.0010505186733310602
Position 1279: 0.0010291834396174986
Position 16395: 0.0010076073603534018
Position 15581: 0.0009257629376807467
Position 5002: 0.0009005945380286353
Position 1832: 0.0008604610162595728
Position 14855: 0.0008587167343725272
Position 7225: 0.0008304820829445955
Position 4425: 0.00079899669695918
Position 16767: 0.000786064793546405
Position 1147: 0.000728262861174402
Position 14674: 0.0007215345202419115
Position 2075: 0.0006670264517656048
Position 16614: 0.0006280818532891599
Position 7156: 0.0005918014081344837
Position 4646: 0.0005887876740012579
Position 14224: 0.0005848235782797537
Position 14257: 0.0005833792863561785
Position 4366: 0.0005820431952233206
Position 5931: 0.0005327593844840388
Position 4213: 0.000532648379397528
