Gene = LZTFL1
index = 810
Annotated 5SS: [  178  4240  6577  7929  9117 11094 11254 13728 14811]
Annotated 3SS: [ 4114  6381  7867  9044 11027 11175 13550 14706 15833]
SMsplice 5SS: [  178  6577  7929  9117 11094 11254 13728 14811]
SMsplice 3SS: [ 6381  7867  9044 11027 11175 13607 14706 15833]
top_k =  1000
Partition function (log Z): -1.2441373982059463

Sorted 5' Splice Sites (High to Low Probability):
Position 11094: 0.9637366517693826
Position 13728: 0.8764482667867793
Position 14811: 0.8576236326364648
Position 7929: 0.7717322058191525
Position 6577: 0.7336238149549689
Position 11254: 0.5884845332489184
Position 9117: 0.5695056204640879
Position 4240: 0.5008934757874904
Position 178: 0.45350306716865457
Position 472: 0.4503877535656203
Position 12999: 0.39178167896183375
Position 9196: 0.3030266739571954
Position 17538: 0.21886325106422713
Position 5656: 0.16962733384791975
Position 2539: 0.14904327699228298
Position 18694: 0.14390947481475172
Position 7287: 0.10210305684769859
Position 9327: 0.0939638604735221
Position 9393: 0.06994619671872898
Position 6535: 0.06774377055753877
Position 10426: 0.06530777759299315
Position 5218: 0.058488499814956796
Position 1850: 0.05756197610593361
Position 6862: 0.0432828576797938
Position 709: 0.042480588633361696
Position 250: 0.03766349987684038
Position 11418: 0.035809989404737855
Position 11551: 0.03454857344576033
Position 9454: 0.0323651864117728
Position 3588: 0.030597895844074005
Position 1716: 0.027686633446441407
Position 13386: 0.02736624434377201
Position 6035: 0.02726418270307639
Position 15494: 0.02334916670104769
Position 2699: 0.022544825975286224
Position 13850: 0.020482332637012424
Position 4291: 0.019638983193071786
Position 2202: 0.017267258204574778
Position 11844: 0.014087816478913044
Position 10191: 0.01328924894545077
Position 2182: 0.012826066032354309
Position 4789: 0.01245188731800614
Position 508: 0.012125450791585432
Position 367: 0.012119383813732313
Position 10344: 0.011704394447700507
Position 15915: 0.010948464526164013
Position 7665: 0.010021686161792935
Position 6633: 0.009958933090023457
Position 1239: 0.008914479998788754
Position 1302: 0.00866263706227737
Position 998: 0.008629803072404794
Position 9207: 0.007900241755262365
Position 6453: 0.007452279594784641
Position 6057: 0.007365834402126883
Position 8294: 0.007014666915579284
Position 2907: 0.006483774047072964
Position 10126: 0.006402267871872823
Position 15579: 0.006087740981896496
Position 6458: 0.0060543334514425165
Position 8955: 0.005877050855233249
Position 13254: 0.005101006402256877
Position 4298: 0.005043322932603881
Position 7088: 0.004441570326518915
Position 10340: 0.004437499746548637
Position 7004: 0.004041437912185177
Position 3716: 0.004004127654857208
Position 3856: 0.0038013544137902827
Position 3966: 0.0033386937410204687
Position 11906: 0.003279107251814954
Position 10362: 0.0032011231239610517
