Gene = EMC3
index = 497
Annotated 5SS: [  614  9732 10164 12737 13493 16539 17402]
Annotated 3SS: [ 9673 10069 12631 13410 16458 17318 22922]
SMsplice 5SS: [  311   614 10164 12737 13493 16539 17402]
SMsplice 3SS: [  540 10069 12631 13410 16458 17318 22922]
top_k =  1000
Partition function (log Z): -3.3647842211058623

Sorted 5' Splice Sites (High to Low Probability):
Position 12737: 0.9364311255848128
Position 614: 0.9345400922619765
Position 10164: 0.898531901933013
Position 16539: 0.8794051143111307
Position 17402: 0.8608241231278435
Position 311: 0.8329512874184434
Position 13493: 0.6084830945637898
Position 17676: 0.4770363145447128
Position 9732: 0.43750597074865827
Position 13045: 0.19905721090851305
Position 1006: 0.18783312540037794
Position 2258: 0.15899983214771438
Position 15576: 0.14623253883867254
Position 803: 0.14459815229159856
Position 16353: 0.14151665102214694
Position 245: 0.10172294455482958
Position 968: 0.09502621103731901
Position 1731: 0.07438345415716231
Position 18002: 0.0654151170079007
Position 16803: 0.0634943093761296
Position 11714: 0.03872866430375391
Position 16388: 0.03417609786779843
Position 1126: 0.023024810522561924
Position 5487: 0.02208704009228556
Position 17445: 0.019532988136878315
Position 21472: 0.017001842606643544
Position 17297: 0.016454787946199416
Position 22843: 0.015577109636467896
Position 15280: 0.01511393168363874
Position 13204: 0.014753006508428592
Position 16286: 0.01325715575398418
Position 10139: 0.012834989992352896
Position 16838: 0.012795767729260077
Position 346: 0.011708130744087204
Position 2122: 0.011218950245884403
Position 16613: 0.010688364844337321
Position 9826: 0.009575463828687259
Position 7288: 0.009402147095609624
Position 14495: 0.00890170344569231
Position 10229: 0.008791379449103307
Position 10211: 0.008214047719154622
Position 2497: 0.007564711711223179
Position 17211: 0.007307315743836668
Position 13064: 0.007086703661013557
Position 13597: 0.0062199331695142425
Position 12789: 0.005863045242443567
Position 10718: 0.005431812187278063
Position 16780: 0.0053214510200794525
Position 828: 0.005038839874001938
Position 1822: 0.004984571985048708
Position 15015: 0.004771497764008646
Position 11124: 0.004745501159237627
Position 19123: 0.004105932240199477
Position 13678: 0.0039605557797610155
Position 18802: 0.003958952392770818
Position 21444: 0.0038428927319896057
Position 17669: 0.003800699935359137
Position 453: 0.0037397415370155054
Position 16555: 0.0031698289790245554
Position 14475: 0.0027706173718955542
Position 603: 0.002741961874442482
Position 16460: 0.0027270355886872214
Position 16673: 0.0026492743218833525
Position 1485: 0.0022639624806216735
Position 167: 0.001602665747584299
Position 22860: 0.0015556038236146082
Position 20965: 0.001414436475976159
Position 12809: 0.0014049333344440232
Position 18051: 0.0013710473649921973
Position 19555: 0.0012176022060614402
Position 10616: 0.0011572481764127803
Position 10484: 0.001058040573799492
Position 12979: 0.0007380494324090944
Position 1793: 0.0006680386618520437
Position 914: 0.0006487612525658754
Position 15889: 0.0005941647970952094
Position 268: 0.0005346330220862923
Position 15632: 0.0004129534312946165
Position 2068: 0.00040203943049190165
Position 819: 0.00032214149926550716
Position 16842: 0.00028589077550578206
Position 697: 0.00023452388167208028
Position 723: 0.00021002578060826325
Position 402: 0.0001518257261718002
Position 1443: 0.0001464496573104162
Position 257: 0.0001445365269744093
Position 1059: 0.00013929732600007576
Position 1304: 0.00013420027093638822
Position 104: 0.00012827336723676371
Position 670: 0.00012812739101218602
Position 2313: 0.00010828189472717228
Position 896: 0.0001010051931795419
Position 338: 7.955258590091582e-05
Position 1918: 7.731069527864876e-05
Position 71: 7.119425770277574e-05
Position 2182: 6.024423897203241e-05
Position 16: 5.855157867405256e-05
Position 5679: 5.058357485017845e-05
Position 652: 4.605193351338221e-05
Position 1487: 4.430822628122122e-05
Position 678: 4.3286498886720494e-05
Position 150: 3.945557468546667e-05
Position 4191: 3.656664238316002e-05
Position 91: 3.157216855717433e-05
Position 281: 3.133223028807743e-05
Position 2280: 2.968031057444332e-05
Position 1136: 2.90103944237256e-05
Position 2134: 2.8515883296694797e-05
Position 8551: 2.325845557024001e-05
Position 82: 1.9720827541944263e-05
Position 62: 1.0485444321350007e-05
Position 476: 7.720304860815358e-06
Position 123: 7.241578891770164e-06
Position 784: 5.118523618169871e-06
Position 537: 3.4618550064295854e-06
Position 824: 3.0402567391140668e-06
Position 558: 1.815149231655005e-06
Position 504: 1.5542242251130581e-06
Position 1106: 1.501206000285598e-06
Position 1084: 1.3642108219335554e-06
Position 262: 1.3563175581352519e-06
Position 327: 1.2627215216735583e-06
Position 683: 1.1655677894894572e-06
Position 703: 1.0708577334362665e-06
Position 507: 9.070768754741755e-07
Position 1102: 4.2953317275730984e-07
Position 681: 4.252666095810095e-07
Position 1067: 3.8283215664086754e-07
Position 198: 1.266858139335007e-07
Position 856: 7.138573140573454e-08
Position 764: 4.686826524013682e-08
Position 560: 2.114848303127794e-08
Position 832: 9.865596224255416e-09
Position 1012: 6.896496964477603e-10
Position 991: 5.461320682917709e-10
Position 735: 1.4134611553935246e-11
Position 519: 3.712448110693672e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12631: 0.9474460698834299
Position 10069: 0.906091468035279
Position 540: 0.8965372591477752
Position 16458: 0.8933605701268266
Position 17318: 0.7722133629388808
Position 22922: 0.6383603430292197
Position 17560: 0.474263467433422
Position 13410: 0.45019809947304146
Position 895: 0.2738035203557011
Position 9597: 0.19305332700490882
Position 9629: 0.18039192483579922
Position 22926: 0.17116706919282987
Position 16227: 0.17084314641980106
Position 2204: 0.14183524142172352
Position 12926: 0.13783147041557078
Position 15497: 0.13568512733041463
Position 17154: 0.12194866819064046
Position 13271: 0.12157603502801902
Position 721: 0.10474578375415616
Position 9673: 0.06708542546670836
Position 19387: 0.05479585027015642
Position 16664: 0.05364657347128572
Position 19343: 0.039647212131950174
Position 1679: 0.038924389805714124
Position 11615: 0.03821966293808946
Position 12930: 0.03671160920078955
Position 17894: 0.034758232333597545
Position 575: 0.03344759473254271
Position 17836: 0.03059236696502721
Position 13171: 0.02874427367059287
Position 21328: 0.02317555769325507
Position 22791: 0.02146154785443153
Position 16275: 0.021403597876373602
Position 696: 0.01817687213003041
Position 16638: 0.016312868112451376
Position 18934: 0.0158931528700614
Position 1607: 0.013841021009509735
Position 23855: 0.013756253638074147
Position 10106: 0.011814355535397765
Position 13445: 0.011377553082283876
Position 17381: 0.011329650648994586
Position 17556: 0.010883593379908183
Position 2068: 0.010802665232322118
Position 15437: 0.010221188082487842
Position 14358: 0.009976965679895925
Position 15114: 0.00993878028425539
Position 16763: 0.009729543808895328
Position 5386: 0.009453937306923088
Position 12840: 0.009144409002726185
Position 12995: 0.008586575471945364
Position 1046: 0.00835989016331556
Position 2121: 0.008347841241222875
Position 23800: 0.007463907057572047
Position 7217: 0.0070171590117492424
Position 5268: 0.006689424035456221
Position 9271: 0.006550757269929097
Position 1718: 0.006152778964882818
Position 9893: 0.006064392127937544
Position 14972: 0.005537466977368305
Position 1948: 0.0053555136998064716
Position 24491: 0.005347768255987777
Position 2362: 0.005316188827451977
Position 1228: 0.005107904899404083
Position 24513: 0.005095783349685869
Position 13348: 0.005087972453191517
Position 20103: 0.0049262091805847745
Position 17522: 0.004850936121749888
Position 1590: 0.004824529978682435
Position 13133: 0.004819339460900825
Position 16342: 0.0046702214047914265
Position 12903: 0.0044611256295292254
Position 17344: 0.00444873919319908
Position 9918: 0.004402103395009565
Position 10456: 0.004194713978892426
Position 13415: 0.003942224792079347
Position 13376: 0.0036933389844775177
Position 5372: 0.003547083270160066
Position 15194: 0.003537995492610626
Position 11070: 0.0034445542006041616
Position 1253: 0.003360856042833879
Position 798: 0.0032778430659894174
Position 13036: 0.0032240278511022776
Position 12649: 0.0032205837508856756
Position 2169: 0.002959451199017942
Position 18725: 0.0026784118985326527
Position 17911: 0.0026668060531096997
Position 21762: 0.002530077022062852
Position 10613: 0.002403483144330778
Position 1442: 0.0023601822301179383
Position 13068: 0.002153915718545685
Position 1470: 0.0021063415149997775
Position 22414: 0.002085168443321431
Position 20919: 0.002084686999868222
Position 434: 0.002068528956407179
Position 1928: 0.0019585722394225794
Position 17301: 0.0018921496322346673
Position 17771: 0.001741262155465845
Position 24121: 0.0015351204136666182
Position 18617: 0.001458408954047702
Position 5301: 0.0013092057122092505
Position 11088: 0.0013009469586334628
Position 7183: 0.001291212493924199
Position 18562: 0.0012644779873773613
Position 17246: 0.0012566040214198218
Position 18848: 0.0012452169099766161
Position 1628: 0.0010996785848723261
Position 7198: 0.0010937755899361773
Position 14427: 0.001090851525129601
Position 5305: 0.0010873897675369355
Position 22284: 0.0010799230168512409
Position 900: 0.0010781386765643154
Position 19620: 0.0010720323702060805
Position 15504: 0.001046030914881575
Position 1596: 0.0010408137563914302
Position 16715: 0.0009960674150717244
Position 13457: 0.0009504213973484452
Position 959: 0.0009071185979310067
Position 21049: 0.0008802248527419504
Position 15227: 0.0008780834818141201
Position 1001: 0.0008592423896729249
Position 1190: 0.0008453915455095236
Position 17350: 0.000818599648346244
Position 21130: 0.0007956302815414377
Position 878: 0.0007857938858066365
Position 978: 0.0007719875221855242
Position 17157: 0.0007631033481855911
Position 16684: 0.0006918016322604959
Position 1393: 0.000684127504626343
Position 19292: 0.0006459036433723136
Position 415: 0.0006420545853215627
Position 10341: 0.0006366871930009651
Position 13283: 0.0006173828516488054
Position 14382: 0.000598032089013185
Position 1390: 0.0005673895554257548
Position 2340: 0.000560016575032569
Position 1484: 0.000555346217765804
Position 17716: 0.0005093054538782968
Position 11553: 0.0005090013656644552
Position 1419: 0.00047452397420056665
Position 635: 0.00047269235157481855
Position 840: 0.00045346329058512875
Position 412: 0.0004472242137419963
Position 1530: 0.0004309529369094174
Position 10639: 0.00041499139591171907
Position 15731: 0.00039493628719089414
Position 12808: 0.0003843848597316033
Position 2210: 0.0003605820003712279
Position 17872: 0.0003485472961353255
Position 23378: 0.0003462420759541432
Position 1876: 0.0003422799445324538
Position 18344: 0.0002958986620757586
Position 19831: 0.00028769341034731055
Position 2463: 0.0002449157864748114
Position 802: 0.0002278016145015712
Position 956: 0.00022386712886703273
Position 17000: 0.00021493050077065092
Position 22499: 0.00021342385781000797
Position 17794: 0.000177369022007864
Position 217: 0.00017587159517168366
Position 19316: 0.00017109840933921105
Position 20633: 0.00015127665375799318
Position 2072: 0.00012225125686718803
Position 1752: 0.00011656672579923603
Position 18206: 0.00010441611484380807
Position 17177: 9.646300192158411e-05
Position 453: 7.163087252973929e-05
Position 18508: 5.396831017705537e-05
Position 5631: 5.058357485017847e-05
Position 1998: 4.718033960201981e-05
Position 1975: 4.2055015571389504e-05
Position 2092: 4.05831846634526e-05
Position 1698: 4.0244587977024256e-05
Position 1789: 3.374445678276863e-05
Position 845: 3.3434737979344875e-05
Position 613: 3.2349497723217274e-05
Position 417: 3.221924585552608e-05
Position 1156: 3.221505509108495e-05
Position 1567: 3.109596620227208e-05
Position 961: 3.0773636232799224e-05
Position 17424: 2.958404423867546e-05
Position 446: 2.737061238186468e-05
Position 14993: 2.714033278318523e-05
Position 4000: 2.6030009408892227e-05
Position 8299: 2.3258455570240027e-05
Position 17472: 2.116782676052847e-05
Position 1647: 2.1009814025328587e-05
Position 2044: 2.091279237198066e-05
Position 832: 2.0809035244897228e-05
Position 17778: 2.0615926955785437e-05
Position 1279: 2.0380237953451063e-05
Position 14364: 1.6896917782234924e-05
Position 784: 1.6522434027973117e-05
Position 420: 1.6076149280689203e-05
Position 1006: 1.4959855688298669e-05
Position 2095: 1.3658935200607258e-05
Position 1071: 1.2862603104664798e-05
Position 1688: 1.238303875638681e-05
Position 1730: 9.13475097173584e-06
Position 1234: 7.912455038879483e-06
Position 967: 5.78035242481171e-06
Position 4077: 5.602685045378776e-06
Position 818: 4.388024784061661e-06
Position 1702: 3.676192596351882e-06
Position 577: 3.5442195818080386e-06
Position 198: 3.1487700675715048e-06
Position 17483: 3.132548897893187e-06
Position 4039: 2.6937156168116757e-06
Position 359: 2.4854194372492395e-06
Position 1102: 2.3766591167807323e-06
Position 458: 2.248340349696409e-06
Position 3978: 2.2402323120773634e-06
Position 13238: 2.1047153919002596e-06
Position 670: 1.4802498858801441e-06
Position 396: 1.4602104425081094e-06
Position 244: 1.284618313060651e-06
Position 471: 1.09766501541745e-06
Position 852: 1.0611529153443431e-06
Position 150: 1.0149033784014364e-06
Position 1327: 1.0128398564232298e-06
Position 465: 9.649114267258827e-07
Position 985: 7.919407227986755e-07
Position 385: 7.912065845776421e-07
Position 391: 7.272281330763469e-07
Position 164: 6.345466791768643e-07
Position 379: 5.8466599159658e-07
Position 13204: 5.184314031175087e-07
Position 596: 4.476639705548581e-07
Position 333: 3.595750666166794e-07
Position 327: 3.5479560346734695e-07
Position 675: 2.9892200787073865e-07
Position 368: 2.960338828723573e-07
Position 1010: 2.6871332546278457e-07
Position 371: 1.8433554067571287e-07
Position 1310: 1.7033365585050482e-07
Position 618: 1.3625252267299881e-07
Position 806: 1.207961539491542e-07
Position 1121: 9.300853140045166e-08
Position 603: 8.752535853038199e-08
Position 584: 7.049694958196576e-08
Position 281: 7.039986707392979e-08
Position 587: 4.106026792359626e-08
Position 1123: 2.9546552752663547e-08
Position 393: 2.4586394606218177e-08
Position 336: 9.225877972817613e-09
Position 863: 8.755525176234039e-09
Position 307: 8.474517363742766e-09
Position 338: 6.120331427213836e-09
Position 678: 5.472145609257026e-09
Position 95: 4.678151015110816e-09
Position 167: 3.0053849653369896e-09
Position 99: 8.623806740316718e-10
Position 292: 5.938008028397186e-10
Position 287: 3.445810043027697e-10
Position 171: 1.8697769000034427e-10
Position 311: 1.0720328702207827e-10
Position 315: 9.917585108261869e-11
Position 80: 8.535167014566743e-11
Position 301: 2.948630227163738e-11
Position 296: 2.039743602716236e-11
Position 179: 1.3620776885184103e-11
