Gene = SMCP
index = 1279
Annotated 5SS: [130]
Annotated 3SS: [6085]
SMsplice 5SS: [ 130 2753]
SMsplice 3SS: [2676 6085]
top_k =  1000
Partition function (log Z): -8.525627494713175

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9781238440788332
Position 2753: 0.5982371703634024
Position 1740: 0.0907498461159797
Position 4118: 0.03418570526698932
Position 1766: 0.03309203765882087
Position 2845: 0.029214453196221124
Position 1543: 0.01888659098026813
Position 1260: 0.018669424790126083
Position 606: 0.013789664215628734
Position 515: 0.013319046833192372
Position 376: 0.009303788468473026
Position 3592: 0.007102555553867664
Position 2553: 0.0059418841207400696
Position 3934: 0.005855915912561671
Position 498: 0.00582232148488649
Position 2029: 0.004674316198074761
Position 1573: 0.004584529526520879
Position 3541: 0.00422593270803687
Position 2043: 0.003341400621455244
Position 6315: 0.003218352033617688
Position 2778: 0.003066128453306802
Position 2955: 0.00253846116321037
Position 5204: 0.0025381491711735384
Position 2477: 0.002420526674445446
Position 336: 0.002171795122886077
Position 531: 0.0020516078783109955
Position 1377: 0.002004791671101433
Position 5214: 0.0017785663514779174
Position 2542: 0.0017586613558537554
Position 327: 0.001737323856298862
Position 5919: 0.0015297815572917726
Position 701: 0.0013301297040061132
Position 1182: 0.0012117884702633234
Position 113: 0.0008789459756118048
Position 2098: 0.000829325444092692
Position 3975: 0.0007594192653102593
Position 5357: 0.0006125950420678943
Position 623: 0.000597843298115615
Position 4140: 0.000553713985874836
Position 2744: 0.0005390397333180894
Position 2007: 0.0004686740590754956
Position 413: 0.0004356141848214944
Position 3890: 0.0004340381050971682
Position 5477: 0.0004216171041865452
Position 2304: 0.00041294686196805745
Position 3189: 0.00040826191721774597
Position 111: 0.00040567514895103264
Position 2151: 0.00035039192161538093
Position 1047: 0.00032683045745166597
Position 461: 0.0003002020705003302
Position 5306: 0.0002487861660586898
Position 1683: 0.00023218770775163797
Position 1704: 0.00016592214669626374
Position 104: 0.00016417947185158607
Position 850: 0.00011589672527636482
Position 2101: 6.25569313333318e-05
Position 2039: 6.128807659090655e-05
Position 1534: 5.990506269673749e-05
Position 423: 5.8951397015543534e-05
Position 963: 4.245170042969436e-05
Position 1647: 4.0901168108765034e-05
Position 1680: 3.7371211331343814e-05
Position 235: 2.8216339372303465e-05
Position 1184: 2.64034429494538e-05
Position 645: 2.372374661440205e-05
Position 539: 2.2635640541002305e-05
Position 1730: 2.2289640126104334e-05
Position 157: 2.226832247685962e-05
Position 2031: 2.2119991586118556e-05
Position 88: 1.9061735289471755e-05
Position 2498: 1.8724300035449928e-05
Position 2458: 1.6603958974646796e-05
