Gene = STIL
index = 1347
Annotated 5SS: [  112  1200  3872  9259 11914 12587 14243 18383 20690 24713 26597 31803
 33907 42072 44513 51245 53859]
Annotated 3SS: [  990  3784  9150 11800 12398 13994 18298 20602 24561 26486 31687 32937
 41905 44280 51033 53607 62224]
SMsplice 5SS: [  112   301  3872  9259 11914 12587 18383 26597 31791 42072 44513 53859]
SMsplice 3SS: [  217  3784  9150 11800 12398 18298 26486 31687 41905 44280 53607 62224]
top_k =  1000
Partition function (log Z): 2.0890989292894435

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9847522055406036
Position 12587: 0.9294094914206864
Position 18383: 0.9234603486216737
Position 42072: 0.9176570185598
Position 11914: 0.908815033140807
Position 3872: 0.875866409278555
Position 26597: 0.8708212588746407
Position 44513: 0.8129969588507863
Position 31791: 0.7820460211186717
Position 301: 0.6818144718691579
Position 14243: 0.6385637445887354
Position 33907: 0.6137434613282671
Position 9259: 0.5980381297804386
Position 32470: 0.3890705443067772
Position 53859: 0.3659756457681676
Position 33202: 0.2934366102745577
Position 47487: 0.29275078192001436
Position 12221: 0.2816256364063927
Position 32532: 0.27504839108339796
Position 31479: 0.24020453972692762
Position 24713: 0.2223371982207631
Position 31803: 0.21759781242005535
Position 51245: 0.20863944738253343
Position 16401: 0.1545135742301799
Position 16102: 0.15014707506845565
Position 20640: 0.1316346973466447
Position 3928: 0.1217996908608605
Position 33501: 0.10510546248790005
Position 18017: 0.09874422502216608
Position 44416: 0.08020731978348464
Position 11494: 0.07364309291683986
Position 33031: 0.07119233034276469
Position 6269: 0.056043437845046215
Position 5901: 0.05223287799283709
Position 35444: 0.05136273639930501
Position 26566: 0.05004826376915695
Position 34667: 0.045388709305690104
Position 1200: 0.0438644661111976
Position 34062: 0.04225645458824612
Position 5791: 0.0411237722411033
Position 26658: 0.04040766798478362
Position 42050: 0.03450534992347962
Position 18217: 0.03330113071409825
Position 12260: 0.03211558923395175
Position 42062: 0.030925860957966844
Position 1983: 0.028995128513184937
Position 44215: 0.027166859133502842
Position 15062: 0.025636207052052454
Position 6488: 0.02503893592599394
Position 11649: 0.023268102589577254
Position 11227: 0.02163787887998067
Position 14038: 0.019005968952204542
Position 4865: 0.017585974431316254
Position 9496: 0.01746132700569243
Position 4718: 0.016589050657119755
Position 17603: 0.015757086234307757
Position 4767: 0.014759950602133731
Position 16072: 0.01452903035897866
