Gene = IL17RD
index = 690
Annotated 5SS: [  215 45120 50684 55183 55839 59266 59519 61034 62285 62897 64197 67780]
Annotated 3SS: [45061 50557 55063 55717 59220 59366 60967 62229 62785 64011 66836 68869]
SMsplice 5SS: [  215 45120 50684 55183 55839 59519 60295 61034 62285 62897 66946]
SMsplice 3SS: [45061 50557 55063 55717 59366 60239 60967 62229 62785 66836 72304]
top_k =  1000
Partition function (log Z): -40.6282358659541

Sorted 5' Splice Sites (High to Low Probability):
Position 215: 0.6934766578226823
Position 6460: 0.5421847828448799
Position 450: 0.2656818435861186
Position 8512: 0.21711533274712683
Position 8601: 0.10018008711839206
Position 3938: 0.08250543399584824
Position 7576: 0.07990107290412235
Position 13629: 0.0640620771070023
Position 3458: 0.050501726385142005
Position 3713: 0.0438410449422633
Position 8553: 0.04296858856788971
Position 3383: 0.0387512959091366
Position 13161: 0.03266122862716966
Position 175: 0.03221390540762381
Position 10696: 0.030362964689653722
Position 12022: 0.021890371621636484
Position 12060: 0.015587229948967602
Position 1020: 0.010940832533373777
Position 910: 0.01019794309241476
Position 6223: 0.009260120754292243
Position 6341: 0.007856034707232831
Position 3227: 0.007855854485667278
Position 1932: 0.007774629157589429
Position 9328: 0.007215665428502002
Position 12751: 0.0048426327288683246
Position 3322: 0.004613111721109581
Position 13695: 0.0045966837819955315
Position 2936: 0.004561491344662914
Position 938: 0.00441692177909892
Position 1134: 0.004233633519969908
Position 831: 0.004055742368698738
Position 895: 0.0023614684835554594
Position 276: 0.0023321023849148465
Position 1182: 0.0021415704098450166
Position 8447: 0.0019398108858501683
Position 12979: 0.0018369090010035842
Position 1842: 0.0018222689604193592
Position 915: 0.0015860036712501936
Position 6061: 0.0014005110658237966
Position 1312: 0.0013328629536297433
Position 1937: 0.0012118718706736204
Position 2440: 0.0008697581334865611
Position 1962: 0.0008257161065318759
Position 5929: 0.0007957601489725077
Position 2502: 0.0007725131338256292
Position 6308: 0.0006710966764952373
Position 488: 0.0006556316183453964
Position 3317: 0.0005877032550889067
Position 4533: 0.0005498576441075945
Position 6278: 0.00046590915205887116
Position 4527: 0.0004491461179970535
Position 1985: 0.00037265125405182905
Position 10262: 0.0003146137903037634
Position 625: 0.0001964358958263775
Position 324: 0.00017583516158403914
Position 3090: 6.35465098587152e-05
Position 808: 3.766049161109843e-05
Position 1838: 2.9386864786293874e-05
Position 2443: 2.746922132803388e-05
Position 3123: 2.5926220180495752e-05
Position 1882: 1.8712230058841284e-05
Position 4590: 1.6303431056956794e-05
Position 2971: 1.4091766179296348e-05
Position 128: 9.798328317961012e-06
Position 601: 7.072653943317436e-06
Position 1979: 5.445688984020104e-06
Position 5131: 4.448160330720225e-06
Position 468: 2.3317170580948794e-06
Position 1479: 1.6824424549657192e-06
Position 233: 1.66240619769791e-06
Position 721: 1.281477551557781e-06
Position 341: 1.1908478673274538e-06
Position 865: 7.829303790069528e-07
Position 161: 7.590907325850232e-07
Position 1619: 3.186295803718903e-07
Position 204: 2.898626260547012e-07
Position 1100: 2.868848750516485e-07
Position 368: 1.8032516556181545e-07
Position 386: 1.4900240858148597e-07
Position 1001: 1.4307032203802582e-07
Position 1624: 1.1828279566997858e-07
Position 563: 8.051522661342114e-08
Position 957: 3.634941878019261e-08
Position 899: 3.481264401708595e-08
Position 644: 3.1244008018260264e-08
Position 438: 2.045329160964944e-08
Position 825: 1.9136717504433095e-08
Position 308: 1.9096325433716288e-08
Position 955: 1.714198257592023e-08
Position 565: 7.061067846562954e-09
Position 436: 6.568663463187004e-09
Position 388: 2.538956415179697e-09
Position 749: 5.37834387571888e-10
Position 97: 9.137445098633584e-11
Position 527: 8.004952508679352e-11
Position 729: 4.661071627872795e-11
Position 243: 4.288171078666309e-11
Position 550: 4.138092162725994e-11
Position 116: 1.7672135521266046e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13521: 0.4626435928509957
Position 6424: 0.3893956936565312
Position 8426: 0.2304014893411689
Position 6391: 0.10491336995438247
Position 12793: 0.09760861288995737
Position 8311: 0.08748413297683948
Position 14703: 0.08147035918352087
Position 14878: 0.07495942583392608
Position 3198: 0.07139962904656989
Position 7439: 0.07014493993561556
Position 11869: 0.06696855037627572
Position 5992: 0.0597437891128716
Position 6307: 0.0580481572283602
Position 13843: 0.0520765783668912
Position 10418: 0.0515761045776958
Position 8357: 0.04673504545112781
Position 3854: 0.04023022499618488
Position 9253: 0.03886169787222525
Position 3836: 0.033645631482850887
Position 3565: 0.03134424981223911
Position 11821: 0.02729695366218202
Position 11990: 0.0164128067079717
Position 12704: 0.013587817768788495
Position 3345: 0.013460819038329179
Position 17707: 0.013063425014714265
Position 11919: 0.012782012287574706
Position 813: 0.012676196755290086
Position 7461: 0.011927811714065513
Position 8387: 0.010236301457833481
Position 12282: 0.01020211588818385
Position 830: 0.010031305060952487
Position 10185: 0.008485907375013752
Position 1873: 0.007928699613164785
Position 10577: 0.007701140849346894
Position 8080: 0.007548002919197436
Position 5073: 0.0073642296166861925
Position 13230: 0.007020693972861166
Position 14442: 0.0064600173541408835
Position 3164: 0.0060541934593538495
Position 3523: 0.0052709871230734754
Position 7369: 0.004918818464504449
Position 3669: 0.00393565134800694
Position 1085: 0.0035592129750265326
Position 3180: 0.00344971714686561
Position 8331: 0.0033868849249136064
Position 3382: 0.0032735903390545117
Position 2831: 0.003150563689788535
Position 721: 0.0030805462335334734
Position 3739: 0.003054184837154288
Position 10580: 0.00303939143312828
Position 724: 0.002758148021860417
Position 6371: 0.0023506008928025116
Position 3712: 0.0023276487977502785
Position 4173: 0.002273699832863362
Position 4090: 0.002157767113906867
Position 10251: 0.0021278352479286887
Position 3217: 0.0020953170008189592
Position 1703: 0.0019489392509544371
Position 6025: 0.0019430297382750491
Position 11129: 0.0019247829609761273
Position 3498: 0.0019145847098362696
Position 2302: 0.0018799398515757357
Position 1041: 0.0018322053885732065
Position 3254: 0.0017868438673461825
Position 2387: 0.0017325541454260066
Position 9054: 0.0017324827772848149
Position 8117: 0.0016785652978906149
Position 1841: 0.0016275484362712556
Position 3445: 0.0016064174391933347
Position 3591: 0.0015956780980031988
Position 7948: 0.0014985633393574727
Position 2075: 0.0013542154661813105
Position 4409: 0.0013299366525543449
Position 888: 0.0013132348017504945
Position 3625: 0.0012739619102990441
Position 3266: 0.0012592485387338606
Position 556: 0.0012236507751162639
Position 644: 0.001207465663849223
Position 3287: 0.0011863551851623267
Position 10852: 0.001162137989362784
Position 1660: 0.0010586821913688839
Position 5206: 0.001029974352739074
Position 2770: 0.0010151412565349378
Position 5130: 0.0010005369830423188
Position 2789: 0.0008903505495659699
Position 3457: 0.0007875060664455356
Position 6945: 0.0007865230839969764
Position 5910: 0.0007584980585609399
