Gene = DAP3
index = 428
Annotated 5SS: [  117 20767 28071 32561 36433 36962 38681 40065 40309 42358 42976 48006]
Annotated 3SS: [20714 27947 32458 36323 36868 38549 39983 40149 42297 42885 47887 49098]
SMsplice 5SS: [  117  2450  5856  9096 28071 38681 40065 40309 42358 42690 42976 49240]
SMsplice 3SS: [ 2340  5732  8976 27947 38549 39983 40149 42297 42620 42885 49098 49550]
top_k =  1000
Partition function (log Z): -20.803088595664985

Sorted 5' Splice Sites (High to Low Probability):
Position 5856: 0.973841399666903
Position 2450: 0.9002934446236699
Position 9096: 0.6714417619371456
Position 117: 0.5314882080863065
Position 186: 0.417075296062344
Position 3433: 0.3625642292135544
Position 18827: 0.33468013409870967
Position 8365: 0.306842238120908
Position 8111: 0.18022892078326053
Position 20767: 0.11669172928857825
Position 21723: 0.08032352174282945
Position 19620: 0.07445595122166558
Position 4296: 0.06751347729673911
Position 5215: 0.06289758303953233
Position 5652: 0.054940811571374086
Position 9042: 0.05369540924352843
Position 2445: 0.04939904097512198
Position 3964: 0.04365170874024169
Position 5467: 0.03585677141618815
Position 6374: 0.03343847436055767
Position 2862: 0.025655605791776254
Position 5426: 0.02279173367114249
Position 5629: 0.021588496615377206
Position 5648: 0.019464425032439767
Position 2201: 0.018754374083545557
Position 2995: 0.017722002569832498
Position 10011: 0.017001524232010807
Position 8003: 0.015517686478183175
Position 139: 0.015285898793790529
Position 8274: 0.015275715544376968
Position 202: 0.01300634175638156
Position 8149: 0.012925276724029865
Position 4140: 0.011121331344439435
Position 9171: 0.01090958385632205
Position 9584: 0.01080682591113462
Position 19133: 0.010648879433856064
Position 3526: 0.008813319754160357
Position 6058: 0.008199451636143338
Position 2845: 0.008168829558727228
Position 6394: 0.008034882342987134
Position 1354: 0.007412841515900089
Position 3988: 0.007250051375617582
Position 386: 0.006877718914612129
Position 8164: 0.006612405095861967
Position 3297: 0.006310611361198163
Position 6297: 0.006224422903805783
Position 4132: 0.005794409150729959
Position 3534: 0.005112655786288529
Position 2568: 0.0044390913065277616
Position 8455: 0.004344402088831304
Position 7076: 0.004290152391932497
Position 193: 0.004183108141245177
Position 6226: 0.0040351029075460084
Position 8317: 0.003425016289883332
Position 12789: 0.0030769084633385673
Position 6491: 0.0028923560448363573
Position 7936: 0.0025428871566161417
Position 412: 0.002076737200375133
Position 6830: 0.001989478641876659
Position 6425: 0.001988454247696838
Position 3706: 0.001918216018363565
Position 7712: 0.0018490967234288981
Position 673: 0.0016072313813858868
Position 1313: 0.001310246955505507
Position 490: 0.0012871668327247333
Position 282: 0.001286916210751458
Position 1126: 0.001240140771342845
Position 2722: 0.001113994722158113
Position 3775: 0.0009925180392084622
Position 4156: 0.0009434613728579609
Position 4455: 0.0009283737263080146
Position 74: 0.0008616618234709603
Position 9214: 0.000858958469263908
Position 5387: 0.0007808211797223874
Position 641: 0.0007597324117868002
Position 78: 0.0007262600230594331
Position 549: 0.0006379581116187174
Position 6258: 0.0006129970518653562
Position 919: 0.0005131930889850912
Position 553: 0.0004836352585858914
Position 1122: 0.00042862440741813873
Position 3809: 0.0004033655775596856
Position 1459: 0.0003506734700862786
Position 3823: 0.00034247463664727136
Position 2129: 0.0003389215378701239
Position 1945: 0.00027678887764968126
Position 796: 0.0002580262516438343
Position 435: 0.0002572969387798405
Position 2559: 0.0002490439032188341
Position 144: 0.00022380488455303352
Position 481: 0.0002227087305928933
Position 449: 0.00020021272147544694
Position 1634: 0.00019438077248377388
Position 986: 0.00018511416105419914
Position 1601: 0.00017526215662769728
Position 5329: 0.0001558770699163909
Position 2499: 0.00013078222620496266
Position 2726: 0.00011214549935437964
Position 3178: 0.000108974962031091
Position 1236: 0.00010223630084041833
Position 461: 9.868571454175962e-05
Position 3059: 9.65608469152664e-05
Position 269: 9.415924887295232e-05
Position 399: 8.86522504886706e-05
Position 11552: 8.364446932483152e-05
Position 1135: 7.301406301738813e-05
Position 1192: 7.28314009345502e-05
Position 352: 6.507123252380444e-05
Position 2735: 5.836782305199105e-05
Position 973: 5.537287980618951e-05
Position 979: 5.237477539597752e-05
Position 3033: 4.957184638896805e-05
Position 82: 4.9488283392748576e-05
Position 511: 4.7978108489757516e-05
Position 629: 4.4903266747151596e-05
Position 279: 4.276410875981473e-05
Position 886: 4.22373918157109e-05
Position 2803: 4.05922713408558e-05
Position 1050: 3.7527989375072254e-05
Position 969: 2.940040445512092e-05
Position 2259: 2.8974897107618546e-05
Position 2355: 2.6515303306873215e-05
Position 5872: 2.5887502794325395e-05
Position 1131: 2.4268530937869914e-05
Position 3076: 2.4023906200576692e-05
Position 1876: 2.3673546853341722e-05
Position 1531: 2.2115547727299796e-05
Position 1006: 2.1556807592530554e-05
Position 76: 2.100265046943869e-05
Position 284: 1.97614248862141e-05
Position 3675: 1.818819424969093e-05
Position 2937: 1.6825749502429107e-05
Position 3813: 1.6735529913922514e-05
Position 3553: 1.5531540145434356e-05
Position 1549: 1.4637850710947359e-05
Position 276: 1.3702659241080586e-05
Position 6050: 1.3623023094871798e-05
Position 731: 1.2568635302542228e-05
Position 5342: 1.0676988863859657e-05
Position 9273: 8.960800404485362e-06
Position 3460: 8.35614895885763e-06
Position 1424: 7.4694597101277105e-06
Position 718: 6.447662256616607e-06
Position 3027: 6.00051347129703e-06
Position 2007: 4.929788420604237e-06
Position 683: 4.700624169572092e-06
Position 1039: 4.249585049211871e-06
Position 1047: 3.899400977544955e-06
Position 3475: 3.089742505112429e-06
Position 2032: 3.006089222019443e-06
Position 1671: 2.8889233267602757e-06
Position 90: 2.798576711527471e-06
Position 103: 2.753184933728844e-06
Position 1554: 2.4494408857424042e-06
Position 9427: 1.2916810986397959e-06
Position 7289: 1.2328653212104989e-06
Position 4064: 1.0446124230020678e-06
Position 3509: 8.288562775836937e-07
Position 2966: 3.0394224972853723e-07
Position 2378: 4.8659106615745644e-08
Position 2698: 4.1197467258637006e-08
Position 2688: 3.738628071285054e-08
Position 2852: 3.18418027118071e-08
Position 509: 8.542716935255066e-09
Position 240: 3.124811243573952e-09
Position 299: 3.0683001907904857e-09
Position 296: 1.6314754073654625e-09
Position 356: 1.5867319589137985e-09
Position 293: 1.2170513786158797e-09
Position 245: 7.807547916130348e-10
Position 926: 6.415488051149136e-10
Position 3: 5.102625554494302e-10
Position 470: 3.06899361089178e-10
Position 336: 1.8793202485553403e-10
Position 715: 1.1602362738453719e-10
Position 977: 7.753415140064422e-11
Position 991: 6.640426722927548e-11
Position 494: 4.9379929248553194e-11
Position 36: 3.833711964128182e-11
Position 848: 1.707751922911531e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2340: 0.9533106304238705
Position 5732: 0.7560356947637066
Position 8976: 0.6638302334899425
Position 19508: 0.5097036914259419
Position 3387: 0.3211356733182592
Position 18697: 0.3060579808054884
Position 5763: 0.20256738252707004
Position 21638: 0.19791875742308954
Position 8277: 0.1579639459964933
Position 20714: 0.14730953544755487
Position 19013: 0.11847873189079716
Position 18642: 0.10965010215843096
Position 5451: 0.10130466299654972
Position 8209: 0.09626738955046972
Position 7915: 0.09316431864849307
Position 8028: 0.08161808448230255
Position 8882: 0.05519233841899991
Position 8352: 0.045711187689928365
Position 8031: 0.043678389123875255
Position 24172: 0.04202898836055083
Position 6138: 0.037763966533147814
Position 3880: 0.03693884636025739
Position 22029: 0.033287037853388886
Position 3635: 0.03085634259514908
Position 9480: 0.026621421403997852
