Gene = PCNP
index = 1003
Annotated 5SS: [  185  5910 11417 16176]
Annotated 3SS: [ 5694 11341 16119 18531]
SMsplice 5SS: [  185 11417 16176]
SMsplice 3SS: [11341 16119 18531]
top_k =  1000
Partition function (log Z): -6.800990719128533

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9799912050491747
Position 11417: 0.8982234241838788
Position 5910: 0.6581560989675277
Position 16176: 0.39195322185690207
Position 16216: 0.33948623197824873
Position 5599: 0.1462877962978419
Position 1843: 0.14421066326632037
Position 18685: 0.11966760779544516
Position 2523: 0.09210338764085463
Position 11469: 0.0865219252825108
Position 5672: 0.08450143848867056
Position 4201: 0.08052930310104715
Position 2674: 0.07079634419391533
Position 5163: 0.06455894686069155
Position 5576: 0.054939859272576316
Position 13768: 0.048020061827664676
Position 5580: 0.04734796269167173
Position 18822: 0.04683124466437519
Position 2700: 0.04515019729646873
Position 5857: 0.040071693544151694
Position 18357: 0.0344867759718035
Position 6481: 0.031258130863133365
Position 11679: 0.029291009595718946
Position 15299: 0.02891701873002957
Position 15595: 0.019926731846986172
Position 15042: 0.018360565189432007
Position 15973: 0.01729983944024133
Position 3754: 0.01518582286816618
Position 17268: 0.013097289877163201
Position 2419: 0.012698115567289761
Position 6573: 0.012440546299278979
Position 773: 0.011820807624647612
Position 5222: 0.011147144692410097
Position 17337: 0.01065867625274116
Position 13850: 0.010644623856993992
Position 18678: 0.01061452536261532
Position 3735: 0.00986002134144061
Position 2695: 0.00929236443483132
Position 5248: 0.009170113582459404
Position 395: 0.008827982106362965
Position 14978: 0.008788091456702432
Position 6008: 0.006744215881218233
Position 249: 0.006489172039979839
Position 839: 0.005330099787776498
Position 15553: 0.004913663807495128
Position 5584: 0.00476475055707026
Position 16646: 0.004599789617766661
Position 4768: 0.004320943797997362
Position 13758: 0.004064142758894877
Position 214: 0.0033105888302995753
Position 3749: 0.0031047902846037356
Position 3091: 0.0030904764902457177
Position 5075: 0.0030604167034045822
Position 2478: 0.0021765429133582775
Position 18729: 0.002029373948557184
Position 19432: 0.0019469107107911992
Position 1833: 0.0018635432291257523
Position 4960: 0.0016776756730960852
Position 2267: 0.001611772031430049
Position 2241: 0.0010132359849273301
Position 17188: 0.0008559923440700627
Position 14203: 0.0008071262269907947
Position 16811: 0.0007010241707412914
Position 12735: 0.0006256561132349854
Position 1083: 0.0005186622443582521
Position 14391: 0.00047250702641144437
Position 637: 0.0003167490060567972
Position 2004: 0.00026527510298814333
Position 1012: 0.0002648178345566846
Position 477: 0.0002416513175102609
Position 963: 0.00022918221368277327
Position 495: 0.0002114573741722223
Position 2446: 0.00018478150552010293
Position 205: 0.00016899510932101054
Position 303: 0.00016798802433793902
Position 5989: 0.00016518142707477342
Position 1847: 0.00014576858485465432
Position 700: 0.00013656526547375716
Position 2356: 0.00013335594067680898
Position 582: 0.00012065475215742436
Position 596: 0.00010029191341061762
Position 1801: 7.381672786079972e-05
Position 263: 6.590667578190015e-05
Position 61: 5.822251056646701e-05
Position 1898: 5.5265229696220066e-05
Position 1071: 5.446411016637696e-05
Position 1629: 4.0024987635248386e-05
Position 1032: 3.0372217269297056e-05
Position 1713: 2.9013547638978885e-05
Position 860: 2.713146776728527e-05
Position 1930: 2.2690051630586692e-05
Position 1279: 2.0698653771738962e-05
Position 1212: 1.7726189533658986e-05
Position 2647: 1.4770209045820358e-05
Position 664: 1.4626561148990812e-05
Position 2226: 1.1579654770284811e-05
Position 1906: 1.030369768474597e-05
Position 1821: 6.5889724675724114e-06
Position 1735: 6.130173385050178e-06
Position 3337: 5.267659393590933e-06
Position 3709: 5.221456690173683e-06
Position 2312: 4.58688009367295e-06
Position 74: 4.323105157617753e-06
Position 4359: 3.5683978166991826e-06
Position 1660: 2.7617730912362734e-06
Position 4335: 2.6642926305860763e-06
Position 3665: 2.5640117758187225e-06
Position 1647: 2.1096398465450437e-06
Position 2047: 1.7164270179766346e-06
Position 1335: 1.6156041784184245e-06
Position 826: 1.244275418826965e-06
Position 1775: 2.1458366166700573e-07
Position 1765: 1.906879787597407e-07
Position 1968: 1.41116352392984e-07
Position 77: 1.3536197170906212e-07
