Gene = EDF1
index = 480
Annotated 5SS: [ 106 2467 2999 3381]
Annotated 3SS: [2414 2837 3286 3940]
SMsplice 5SS: [ 106 2524 2999]
SMsplice 3SS: [2414 2837 3109]
top_k =  1000
Partition function (log Z): -1.819150145964092

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.8613670461224121
Position 2999: 0.8455572706232691
Position 3381: 0.6093697968300709
Position 2697: 0.3356172897380816
Position 2270: 0.3094050854525045
Position 2471: 0.2674887355682857
Position 2524: 0.2403013740751295
Position 2467: 0.20126947449625435
Position 3178: 0.17406374692654783
Position 1047: 0.16083827663441996
Position 1054: 0.12998830652164756
Position 2958: 0.07605481129643382
Position 3130: 0.04936921679630791
Position 2936: 0.03960753198467238
Position 287: 0.026554205935990834
Position 3448: 0.02633999433085282
Position 3761: 0.022750139507952412
Position 2945: 0.02122229981607038
Position 320: 0.01759820591072435
Position 1856: 0.015864226882395437
Position 2533: 0.013569287576687364
Position 699: 0.012665941276436795
Position 784: 0.012411565896693889
Position 3407: 0.012050667026198498
Position 52: 0.011962386979288924
Position 3353: 0.011284402221889658
Position 58: 0.010720696148905069
Position 1431: 0.008277196088064835
Position 3525: 0.0070173922398959684
Position 3308: 0.005591205650594433
Position 2259: 0.005297889363682701
Position 445: 0.005245631172194866
Position 2584: 0.004482480514482537
Position 3665: 0.00407826446591809
Position 3444: 0.00386943582082291
Position 2252: 0.0036851021710020563
Position 2528: 0.0035210294272709788
Position 3174: 0.003355533778190151
Position 1630: 0.00313389149973738
Position 817: 0.0027507112864468965
Position 1065: 0.0026677302125031354
Position 3827: 0.0026495202767312038
Position 1305: 0.002535076908576084
Position 3722: 0.00244112591675092
Position 1116: 0.0018846022068497671
Position 1419: 0.0017722798254769432
Position 260: 0.001527806871119046
Position 1463: 0.0014780501556042275
Position 2632: 0.0013143862231538388
Position 1587: 0.0012701640325548456
Position 2512: 0.0011085904486187014
Position 2642: 0.00106607252831078
Position 511: 0.0010596854263362305
Position 490: 0.0010425318775520958
Position 574: 0.001031742872503916
Position 2518: 0.0009767222094057228
Position 641: 0.0008948144915371396
Position 2924: 0.000863117863784334
Position 1051: 0.0008220203333727259
Position 2537: 0.0007839719799737557
Position 170: 0.000735057910717131
Position 312: 0.0006817436340278175
Position 1172: 0.0006189804775082689
Position 978: 0.0004782908874280903
Position 631: 0.0004453775613130375
Position 1353: 0.000439706384553865
Position 2356: 0.000374141104026212
Position 2225: 0.00032533471926232373
Position 960: 0.00026877117981289776
Position 2507: 0.0002655827418542143
Position 2739: 0.00022556867565411728
Position 2757: 0.00021317078228041576
Position 548: 0.00021247333742621682
Position 2502: 0.00019305457638893066
Position 2559: 0.00019253654435888082
Position 241: 0.00018537395517457335
Position 881: 0.00015708814960524778
Position 1003: 0.00015114947716228549
Position 1581: 0.0001357577522667969
Position 3033: 0.00013502470608165145
Position 2215: 0.00012328183660435975
Position 744: 0.00012128209311493146
Position 3037: 9.162995503763602e-05
Position 1080: 8.17289125484693e-05
Position 1656: 7.953126522522025e-05
Position 1189: 6.640762820782176e-05
Position 770: 6.10721789462463e-05
Position 1336: 4.8021039348974376e-05
Position 2198: 4.441361890165185e-05
Position 2325: 4.43930561635269e-05
Position 476: 3.490362942104478e-05
Position 480: 3.0352539013985267e-05
Position 2020: 2.5365838948717922e-05
Position 661: 2.2879286426309417e-05
Position 1388: 1.9682731094739695e-05
Position 1375: 1.849284491962966e-05
Position 1361: 1.784340282024815e-05
Position 712: 1.5693989871758583e-05
Position 492: 1.4052565422029483e-05
Position 910: 1.2276405519717783e-05
Position 3030: 1.0838226068303416e-05
Position 1838: 9.471268911724507e-06
Position 3545: 7.336731695006556e-06
Position 1810: 6.248126767871525e-06
Position 1028: 6.077049386849779e-06
Position 2791: 3.0878249162485246e-06
Position 636: 2.5497981574572133e-06
Position 871: 1.5399576995970052e-06
Position 1106: 1.357757846190254e-07
Position 1058: 9.925749785141081e-08
Position 1145: 6.859101124792027e-08
Position 797: 2.0068522726001825e-10
Position 437: 1.5654673736129073e-11
Position 546: 1.0015920667489584e-12
Position 15: 3.438166048828388e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2414: 0.9050999639095267
Position 3109: 0.8356256275784345
Position 2837: 0.6283978971423004
Position 2790: 0.32104354436025523
Position 3612: 0.2726588077723985
Position 2146: 0.2719156833039825
Position 3241: 0.15121789334153982
Position 2563: 0.1430552132426328
Position 3286: 0.13023878399571748
Position 3789: 0.11654644101426517
Position 977: 0.11217652687358833
Position 3524: 0.10842580500000543
Position 3940: 0.10076691822960251
Position 3559: 0.10049542134617903
Position 920: 0.0918492838574457
Position 2172: 0.040620401367122826
Position 959: 0.033245745317248346
Position 3760: 0.022517806806345318
Position 885: 0.021233988765790062
Position 2875: 0.019869359121804313
Position 1250: 0.018014865490373646
Position 4067: 0.01638930810120695
Position 3244: 0.01597467203397871
Position 2626: 0.014580756415045276
Position 1774: 0.013943440928185698
Position 3190: 0.013408064154536773
Position 2851: 0.011504275514334675
Position 3680: 0.009668236080401446
Position 3622: 0.0075265628882772466
Position 3866: 0.007221729952180135
Position 2152: 0.005805265349825624
Position 2148: 0.003922349630242935
Position 3352: 0.0034279991427469307
Position 3199: 0.003246103227409735
Position 1003: 0.003116275715883712
Position 3661: 0.0030209865085924267
Position 2621: 0.0027854718047342956
Position 3802: 0.0018586520527690093
Position 2609: 0.0015700498161211926
Position 3528: 0.0014338357865251736
Position 3270: 0.001414008062227127
Position 4128: 0.0014000562769709588
Position 3419: 0.0012799376086937895
Position 943: 0.0011738476625505995
Position 2922: 0.0011425370533594923
Position 3307: 0.0011241064402063368
Position 1838: 0.001122624815240466
Position 2037: 0.0010960788576050377
Position 2744: 0.0010721574549635157
Position 3167: 0.0010032307513413914
Position 1115: 0.0009834569042110409
Position 489: 0.00098299537723385
Position 2647: 0.0009392480321314276
Position 253: 0.0007799631652585884
Position 3566: 0.0006920792025305825
Position 4032: 0.0006725387883957806
Position 3215: 0.0006378336575249606
Position 896: 0.0006206421209060574
Position 2082: 0.0005857111929837796
Position 2378: 0.0005569784273575053
Position 3578: 0.0004982429238109302
Position 2424: 0.00042577659337810994
Position 1684: 0.0003772772383527811
Position 956: 0.0003490298612000085
Position 2903: 0.0003307208660646217
Position 629: 0.00031643452068404605
Position 557: 0.0002885967656996918
Position 1397: 0.00028537546211359537
Position 3510: 0.00028506751848802374
Position 1693: 0.00024013166953218215
Position 3960: 0.00021741469347491787
Position 2568: 0.0002030042241016589
Position 2596: 0.00019703494812592492
Position 2313: 0.00018761311362706286
Position 1740: 0.0001822950432366582
Position 744: 0.00016182184489740826
Position 2935: 0.0001578665102935691
Position 3301: 0.0001562795923964214
Position 356: 0.0001534348684839415
Position 336: 0.0001525048574846163
Position 213: 0.00014358164884547558
Position 1841: 0.00012677887954909593
Position 3202: 0.00012042130014033459
Position 3438: 0.00010858871406725136
Position 4022: 9.485232814980966e-05
Position 927: 8.569992482520996e-05
Position 3473: 8.361052456663085e-05
Position 2342: 8.315098736824768e-05
Position 741: 8.073988071890459e-05
Position 721: 7.451747970401383e-05
Position 813: 7.144359480505252e-05
Position 3065: 6.850886222857844e-05
Position 1731: 6.355142414114934e-05
Position 2470: 6.193580314060275e-05
Position 3069: 5.9732087360819726e-05
Position 1178: 5.964221972243906e-05
Position 2345: 5.822537151606029e-05
Position 2623: 5.413484744965923e-05
Position 1781: 5.011118373060866e-05
Position 680: 4.911983246806272e-05
Position 284: 4.7091534213267285e-05
Position 2432: 4.55848066314961e-05
