Gene = ADGRB2
index = 29
Annotated 5SS: [   59  1261 12612 13067 14422 15207 15460 15636 15887 16913 17150 17334
 17952 18428 18673 19060 19608 19831 20687 20939 21433 21680 24288 24743
 25145 26460 28662 29078 29235]
Annotated 3SS: [  443 12527 12901 14256 15041 15291 15533 15779 16717 17080 17224 17623
 18321 18628 18932 19503 19727 20535 20868 21365 21593 24115 24646 25104
 25839 28625 28981 29177 29653]
SMsplice 5SS: [   59   687 12612 12790 13067 15207 15460 15636 15887 16913 17150 17530
 17749 17952 18428 18673 19060 19608 19835 20687 20939 21433 21680 24743
 26460 28662 29078 29235]
SMsplice 3SS: [  587 12527 12711 12901 15041 15291 15533 15779 16717 17080 17224 17623
 17845 18321 18628 18932 19503 19727 20535 20868 21365 21593 24646 26327
 28625 28978 29177 29653]
top_k =  1000
Partition function (log Z): 87.54371170089566

Sorted 5' Splice Sites (High to Low Probability):
Position 21680: 0.9991266092875948
Position 29078: 0.9988415795027642
Position 15636: 0.9983735819384273
Position 17150: 0.9967972577733862
Position 24743: 0.9950037985745671
Position 19608: 0.9888968599412098
Position 12612: 0.9882727842048629
Position 21433: 0.9637941203729277
Position 17952: 0.9564026086777149
Position 18428: 0.9404220284353672
Position 29235: 0.9401994696364004
Position 15207: 0.9272390894731817
Position 13067: 0.9050338666961644
Position 26460: 0.8984552423097065
Position 15887: 0.8880457613579666
Position 687: 0.8826769585597687
Position 20687: 0.8719355849164417
Position 15460: 0.8214405815727562
Position 19060: 0.7709125640135286
Position 28662: 0.6795356256276897
Position 16913: 0.6383611798862354
Position 18673: 0.6060950644435265
Position 1261: 0.6027191070058081
Position 19835: 0.586091455953931
Position 14422: 0.5805568551543899
Position 59: 0.5515378878979565
Position 12790: 0.4940130732939082
Position 7026: 0.485394137046933
Position 17530: 0.46900914084223133
Position 263: 0.45846557258892834
Position 25145: 0.4482753197891935
Position 5086: 0.44544283046236804
Position 17749: 0.4343790439777673
Position 17334: 0.42673279382229773
Position 2695: 0.41583739430148436
Position 2149: 0.40669429955266695
Position 9120: 0.36962578813292385
Position 20939: 0.36049470741938705
Position 24288: 0.3559538100804924
Position 22279: 0.3439677406023806
Position 29510: 0.336403197161175
Position 3877: 0.329130800947022
Position 19862: 0.3160935955052226
Position 17710: 0.29114278398311655
Position 18695: 0.2837558903746609
Position 20957: 0.22858732361634454
Position 29836: 0.20979962786494208
Position 20926: 0.18486987075528905
Position 27619: 0.17465976207093514
Position 18150: 0.15011037835171814
Position 19245: 0.14486495347661307
Position 9179: 0.14093036949604154
Position 27613: 0.13143400191942525
Position 15429: 0.12635226174839093
Position 3687: 0.12283126976947538
Position 19413: 0.11702641635387005
Position 16225: 0.11267192590260602
Position 27834: 0.11060182377704378
Position 14181: 0.10560374023343741
Position 51: 0.09991018666924763
Position 29834: 0.09849650584594462
Position 12970: 0.09397322755342903
Position 19172: 0.09370960485757064
Position 14788: 0.08658575723254561
Position 2174: 0.08450429533451602
Position 12313: 0.07665269082273432
Position 20434: 0.07490200075794158
Position 795: 0.06659223546755234
Position 22107: 0.06584640446526538
Position 19188: 0.057289464549959736
Position 17279: 0.054961635859601454
Position 7919: 0.05337885149407941
Position 18797: 0.05072520187701157
Position 23377: 0.049943156154545476
Position 19317: 0.04042858077348054
Position 23340: 0.03669580910092547
Position 20971: 0.03529595250398809
Position 21816: 0.03433551587524608
Position 2484: 0.034139741185388324
Position 20263: 0.03393642613917748
Position 29387: 0.03343047428406142
Position 22101: 0.032659044888580256
Position 14206: 0.032642593447194106
Position 22077: 0.030995736462638045
Position 19879: 0.03042808772530394
Position 19075: 0.030323910568103508
Position 24530: 0.030028127952469962
Position 18004: 0.02943993744734687
Position 3671: 0.029164311618993893
Position 2326: 0.026888330178733964
