Gene = XRCC2
index = 1578
Annotated 5SS: [  125 15465]
Annotated 3SS: [15382 26801]
SMsplice 5SS: [  125  4870  7945 15465]
SMsplice 3SS: [ 4761  7740 15382 26801]
top_k =  1000
Partition function (log Z): -14.604953742530842

Sorted 5' Splice Sites (High to Low Probability):
Position 15465: 0.9059896992487471
Position 4870: 0.859119619226522
Position 7945: 0.698979309508769
Position 125: 0.6017165849999413
Position 19447: 0.5115370826539988
Position 14820: 0.3267242291205226
Position 14783: 0.28257378045469955
Position 6457: 0.2753833035430041
Position 23676: 0.14395065481666
Position 747: 0.13039188368273136
Position 17765: 0.11495823516730314
Position 7876: 0.10634608557347228
Position 342: 0.0968192069468435
Position 11633: 0.08514350570459779
Position 12936: 0.07602968138719188
Position 173: 0.07099992659903084
Position 6027: 0.051195544464919
Position 420: 0.03397648978650895
Position 310: 0.030047060573680305
Position 17450: 0.029816976584337438
Position 5237: 0.02856943458888829
Position 23444: 0.027337617756982832
Position 13831: 0.027102344989725975
Position 4864: 0.021314499982059257
Position 787: 0.019114557742702015
Position 3652: 0.018630333800333552
Position 1153: 0.014739550218314355
Position 26358: 0.014436205662107826
Position 553: 0.013094419287879881
Position 17515: 0.012450898492039324
Position 651: 0.012392244124069585
Position 53: 0.012295283275943142
Position 146: 0.011724854992352268
Position 139: 0.011225100612815493
Position 802: 0.010113067430119825
Position 4648: 0.010007666501367102
Position 29: 0.009337537977347448
Position 1051: 0.00861388466242398
Position 1810: 0.008551775182172854
Position 361: 0.008047439201421182
Position 19191: 0.007780373344921722
Position 7047: 0.007578607445065047
Position 17080: 0.0060828610516761895
Position 1074: 0.006039633558383576
Position 15257: 0.005304682972908931
Position 19902: 0.004868563126617182
Position 4630: 0.004760008651818708
Position 4548: 0.004602156487293055
Position 6959: 0.004514353379680227
Position 3698: 0.0034822862790049743
Position 7669: 0.0034682688912934727
Position 5080: 0.003419170749190905
Position 16823: 0.0031489918091260356
Position 14214: 0.00300424329784095
Position 8670: 0.0028376906780111844
Position 1001: 0.002681394920163767
Position 6841: 0.00251279425458011
Position 950: 0.0024489331746917675
Position 718: 0.0023764974364796094
Position 4909: 0.002270780177449518
Position 906: 0.002093620223795158
Position 6881: 0.0020346494174657303
Position 1873: 0.0014431660944817977
Position 733: 0.0013832349562835338
Position 4019: 0.0013771008296571744
Position 3602: 0.001204436214969506
Position 3015: 0.000930858063739531
Position 3655: 0.0008700332418037394
Position 1772: 0.0008487787816493521
Position 6871: 0.0007718308061493847
Position 90: 0.0007687267900452461
Position 1905: 0.0006020252157732692
Position 3730: 0.0005690737020194559
Position 7561: 0.0005469482520147798
Position 3736: 0.0005361588702261522
Position 3633: 0.0005255790962623728
Position 6508: 0.000510685422872196
Position 3567: 0.0004671231526027037
Position 2631: 0.00045863019896756895
Position 4208: 0.0004493438190615503
Position 442: 9.460430418096703e-05
Position 436: 7.946868523687685e-05
Position 568: 7.409904803805332e-05
Position 25: 7.339503371412219e-05
Position 8402: 2.94416420071395e-05
Position 38: 2.6838536390205896e-05
Position 4883: 2.5572550356062117e-05
Position 58: 2.528596480101261e-05
Position 370: 1.6186740931890444e-05
