Gene = PARS2
index = 1000
Annotated 5SS: [54]
Annotated 3SS: [5323]
SMsplice 5SS: [ 395 5421 5581 6896]
SMsplice 3SS: [5323 5493 6813 6984]
top_k =  1000
Partition function (log Z): -6.193376093893606

Sorted 5' Splice Sites (High to Low Probability):
Position 5581: 0.7077547763290071
Position 6896: 0.6763896573513358
Position 5421: 0.5848145847456006
Position 395: 0.5037099630667908
Position 54: 0.3851603465001408
Position 6716: 0.2096709744841928
Position 5555: 0.18214763954927063
Position 3994: 0.13818101443114156
Position 4932: 0.1096256481583431
Position 5151: 0.10579738290905116
Position 660: 0.06960843800977955
Position 5158: 0.05302733902424178
Position 714: 0.04821001920577564
Position 4070: 0.046253081102027103
Position 7131: 0.043692296762985486
Position 1355: 0.04188451388314877
Position 6697: 0.04130847207594806
Position 1288: 0.02497156566371888
Position 5751: 0.024832208156889798
Position 383: 0.02203161111563991
Position 2650: 0.021286854829511502
Position 3177: 0.019643884185674965
Position 1313: 0.012906116754919336
Position 64: 0.012801098737316708
Position 3145: 0.012719975436467065
Position 6271: 0.012700756001379732
Position 777: 0.012276619887655894
Position 151: 0.011776571509837658
Position 773: 0.009834306595655186
Position 2787: 0.008992615538085046
Position 122: 0.007912930971112833
Position 4382: 0.007508045027029586
Position 6494: 0.007238120681588423
Position 1403: 0.007180543783421225
Position 6028: 0.007121103321443015
Position 3299: 0.006695123952039114
Position 5436: 0.006272341204706722
Position 58: 0.005092755529822017
Position 5324: 0.005049558226795278
Position 1194: 0.004476245661309094
Position 5635: 0.003622173976261026
Position 6721: 0.0035494531748653376
Position 571: 0.003497365576274382
Position 3341: 0.0030348117743154803
Position 2893: 0.002391678799859232
Position 6082: 0.001312724550942579
Position 1464: 0.001278885336759269
Position 681: 0.00123035170469342
Position 5518: 0.0011391829092224303
Position 6574: 0.0010741222501073383
Position 6906: 0.0008014688950572581
Position 3194: 0.0007790158634180999
Position 7267: 0.0006921666666000725
Position 284: 0.00037980917988507054
Position 149: 0.0003652257039532396
Position 499: 0.00035604831207150793
