Gene = C1QTNF3-AMACR
index = 151
Annotated 5SS: [   111  88882  91225  95775 100620 103942 118773 125888]
Annotated 3SS: [ 88769  91069  95644 100519 103785 118628 125700 135025]
SMsplice 5SS: [   111  72647  88882  91124  95775 100620 116225 118773 119955 125888
 130581]
SMsplice 3SS: [ 72417  88769  91069  95644 100519 116122 118628 119793 125700 130407
 135025]
top_k =  1000
Partition function (log Z): -69.60798870719691

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.5413418469475637
Position 189: 0.27758339674896504
Position 4038: 0.22628686762199016
Position 145: 0.17835458324794667
Position 15581: 0.1583385499784208
Position 10334: 0.14299164960666458
Position 2399: 0.12007310440243821
Position 4031: 0.054711649843153985
Position 3186: 0.04900178652193168
Position 22332: 0.021242809500644912
Position 16629: 0.019700151320125092
Position 2820: 0.006184767532546878
Position 1377: 0.005377342037919276
Position 2796: 0.0020782651502214396
Position 3795: 0.0020337068784299145
Position 8426: 0.001919970131015741
Position 5007: 0.001819411303936885
Position 1251: 0.0012907333778797705
Position 530: 0.0012672984110904523
Position 11386: 0.0009499019394967148
Position 2575: 0.0007227749015750088
Position 380: 0.00040224766250343953
Position 4207: 0.00031949686308639197
Position 499: 0.0002840499109651627
Position 10350: 0.00023428733889147295
Position 372: 0.00011838344622412866
Position 400: 9.105394712948309e-05
Position 1558: 7.590864375056568e-05
Position 404: 5.297180382942919e-05
Position 1179: 5.156892318010409e-05
Position 245: 5.138568522680166e-05
Position 769: 2.892495339744227e-05
Position 831: 2.6110885230385206e-05
Position 672: 1.981709022261419e-05
Position 567: 1.788218892959004e-05
Position 1183: 1.6382849569698584e-05
Position 1391: 1.3842123336222314e-05
Position 991: 1.3268438786473927e-05
Position 988: 1.0599995894146688e-05
Position 592: 8.322008099745722e-06
Position 4: 8.201769721952551e-06
Position 862: 7.744181912369294e-06
Position 274: 7.156647771398882e-06
Position 55: 4.8537511991219555e-06
Position 1780: 3.142229573643816e-06
Position 1336: 2.7845894092249148e-06
Position 1847: 1.8743690381874297e-06
Position 4042: 1.3727326100728151e-06
Position 1332: 1.2629708365436534e-06
Position 1506: 1.2340400349925332e-06
Position 3089: 4.6749965937872283e-07
Position 981: 1.895522263430753e-07
Position 577: 1.5227182572894144e-07
Position 983: 1.4110528644497888e-07
Position 174: 1.2221028021236192e-07
Position 496: 1.1968895105034503e-07
Position 378: 9.817077141944521e-08
Position 384: 8.270733238101293e-08
Position 1139: 7.350515426315847e-08
Position 1867: 6.916937752897933e-08
Position 476: 6.63282992638882e-08
Position 2037: 6.52075441516897e-08
Position 182: 6.484585680963569e-08
Position 1285: 6.429212372514767e-08
Position 454: 5.9049064674782156e-08
Position 35: 5.713924631883176e-08
Position 43: 5.373452515613259e-08
Position 1110: 5.005648783847507e-08
Position 1900: 4.365099068875008e-08
Position 764: 4.231686222628494e-08
Position 762: 4.1522983866113984e-08
Position 579: 4.140702409705727e-08
Position 2169: 3.1952914851801466e-08
Position 1535: 2.9121742351237248e-08
Position 1813: 2.506581608255012e-08
Position 1679: 2.170878711387506e-08
Position 1511: 1.5697844188753695e-08
Position 1057: 1.55854630881473e-08
Position 2109: 1.1923359133228814e-08
Position 938: 3.852498019865017e-09
Position 2434: 1.2316637433239847e-09
Position 600: 2.663553534218844e-11
Position 558: 1.5668387246053467e-11
Position 386: 8.964763684236544e-12
Position 1635: 8.651686051827603e-12
Position 1468: 6.942982361067425e-12
Position 235: 6.094766925651998e-12
Position 1395: 3.96867182934552e-12
Position 1345: 3.786859849522773e-12
Position 700: 3.3388560495088126e-12
Position 1585: 2.8952647142553215e-12
Position 205: 2.487947270564873e-12
Position 7: 1.5626422725975224e-12
Position 468: 3.1949327320852914e-15
Position 430: 2.810980521552732e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 21953: 0.8785088042374688
Position 15349: 0.17287319590764208
Position 3949: 0.13860050935046528
Position 3872: 0.12017117255565817
Position 2268: 0.11536324576367762
Position 10164: 0.06291851761977903
Position 10237: 0.03817449635376721
Position 10207: 0.034949857438592566
Position 14225: 0.026672911175500292
Position 16517: 0.02169455786542546
Position 3045: 0.02152379301419738
Position 22466: 0.021242809500644912
Position 3906: 0.014842066785969391
Position 11564: 0.014492034599090176
Position 11866: 0.010290504696579937
Position 2996: 0.009821080828736018
Position 3093: 0.007954294455086641
Position 9558: 0.0071838662160417085
Position 11305: 0.006318073105670911
Position 3179: 0.006176409101592652
Position 10271: 0.005369851732987986
Position 10534: 0.005330945992414459
Position 2701: 0.005156467681753364
Position 3822: 0.0051052301608485035
Position 2249: 0.004294751259460197
Position 1206: 0.0042383089028538035
Position 11385: 0.003991136455095035
Position 1846: 0.003906655439489444
Position 10192: 0.003637692273490694
Position 11567: 0.0035169409389521904
Position 1156: 0.0028707030644124962
Position 3592: 0.0027057240637650888
Position 8343: 0.0022505696178689396
Position 13735: 0.002195764937815453
Position 10467: 0.002095344415621913
Position 3010: 0.0020601525504883394
Position 10598: 0.0017670373261388299
Position 8804: 0.0015768065213176896
Position 2523: 0.001507074292510647
Position 3702: 0.0014203201445605242
Position 3096: 0.0013282320908825918
Position 4133: 0.0010587419486042067
Position 13145: 0.0009711544378251456
Position 4924: 0.0009150223722115434
Position 2735: 0.0009096451819350311
Position 8199: 0.0008183754324648426
Position 15103: 0.0006861956321849058
Position 2219: 0.00065991744738221
Position 2680: 0.000575289259019051
Position 11036: 0.0005390111582127562
Position 4880: 0.0004918097947525098
Position 2037: 0.00046103721235412243
Position 2349: 0.00043617107399597375
Position 4959: 0.00041731187287268317
Position 2197: 0.0004078467099179907
Position 2105: 0.00040063256237860326
Position 9293: 0.0003936133127802724
Position 9032: 0.00039192927327487865
Position 6579: 0.00038643663862960665
Position 3794: 0.000358773229044965
Position 4790: 0.00033807648086060967
Position 3135: 0.00032200223334137107
Position 5298: 0.00031842699585501
Position 2529: 0.0003151919460756154
Position 4509: 0.00029383344662534865
Position 878: 0.00029309408904838947
Position 11285: 0.0002806940224056706
Position 2295: 0.0002585060306353922
Position 3539: 0.0002550196964024301
Position 5715: 0.00023850742524727462
Position 4801: 0.00023714373620929396
Position 1232: 0.00022588521764606206
Position 2305: 0.00021465064536731928
Position 9084: 0.00019686773463561003
Position 1615: 0.00018398926107800675
Position 2769: 0.00015740861702011552
Position 1870: 0.0001571465994793427
Position 733: 0.00014645350614517075
Position 5360: 0.00014350792960039928
Position 6671: 0.00012647967364595532
Position 11532: 0.00012451142347354573
Position 491: 0.00012385419018322286
Position 2007: 0.0001209266784531069
