Gene = RIIAD1
index = 1142
Annotated 5SS: [  84  626 6085 7357]
Annotated 3SS: [ 548 6037 7228 7950]
SMsplice 5SS: [  84  626 2702]
SMsplice 3SS: [ 548 2601 7950]
top_k =  1000
Partition function (log Z): -4.423123459059837

Sorted 5' Splice Sites (High to Low Probability):
Position 626: 0.8989652127608941
Position 84: 0.8945528901980194
Position 2702: 0.7175500628346113
Position 6939: 0.4692158567638375
Position 7357: 0.369190311208817
Position 6299: 0.23735440701357324
Position 3199: 0.22144557469039367
Position 6085: 0.16658608064005162
Position 6927: 0.1398675915014843
Position 400: 0.10540493625678445
Position 6143: 0.07146113554611552
Position 88: 0.0607052662616797
Position 3117: 0.041482460958195175
Position 1377: 0.026263329547599617
Position 3247: 0.026102914684268553
Position 6943: 0.018776455346613832
Position 4468: 0.01582128766343601
Position 2937: 0.011712499901284186
Position 1165: 0.01169845646995275
Position 987: 0.008893265283524745
Position 4812: 0.008256227625404965
Position 7621: 0.005596357303478638
Position 7473: 0.004005134594463853
Position 2714: 0.003862597144348403
Position 3176: 0.003454258926755601
Position 1491: 0.003062509008495118
Position 7708: 0.002793877486482278
Position 1425: 0.0024236360450565083
Position 2434: 0.0023424920161904893
Position 6900: 0.0021623863124239687
Position 354: 0.0019728848455458094
Position 2286: 0.001948924434718228
Position 688: 0.00129599804053359
Position 123: 0.001018925741959426
Position 1677: 0.0010169881197211383
Position 1542: 0.0008799055814997518
Position 6089: 0.0007802996518249597
Position 630: 0.0007786536580573183
Position 6110: 0.0007668941445426573
Position 5946: 0.0006415044522929226
Position 6688: 0.0006274361646580684
Position 1401: 0.0005395422932042976
Position 1145: 0.000527887969263588
Position 7431: 0.0004412275385767945
Position 597: 0.00036954240661036885
Position 1645: 0.0002918754097347895
Position 5203: 0.0002610281044484532
Position 203: 0.00024304596007605945
Position 1240: 0.00015031910408333808
Position 1140: 0.00013401896544357745
Position 2626: 0.00012844195075612107
Position 1577: 0.0001232744833886117
Position 3216: 0.000123055648686297
Position 1320: 0.00012170421839156053
Position 2471: 9.190346207222543e-05
Position 1292: 9.02738461467016e-05
Position 4939: 8.343024484581629e-05
Position 450: 6.367394427638354e-05
Position 412: 6.170314545298116e-05
Position 941: 5.831401902771297e-05
Position 575: 5.7019697667939503e-05
Position 121: 4.8840242466877454e-05
Position 2906: 4.561176561953745e-05
Position 894: 4.2390796563647615e-05
Position 111: 4.124033304794514e-05
Position 1107: 4.0828531983692994e-05
Position 1235: 3.490567496241288e-05
Position 1799: 3.3988498693571654e-05
Position 864: 3.1376910728229754e-05
Position 2855: 3.086298716639174e-05
Position 3920: 1.4458130892731898e-05
Position 2792: 1.073455877063123e-05
Position 3717: 8.437244358938924e-06
Position 281: 4.135045112971037e-06
Position 466: 2.4588790567935925e-06
Position 4095: 1.5056124844230692e-06
Position 524: 1.4727393858386113e-06
Position 3029: 1.3504229665249265e-06
Position 666: 1.2936046448915127e-06
Position 613: 1.0025606089822268e-06
Position 819: 9.093255904741228e-07
Position 190: 7.638037229572578e-07
Position 616: 6.179407973430024e-07
Position 244: 5.398875664326961e-07
Position 698: 2.4374654780918616e-07
Position 633: 2.169636066021488e-07
Position 821: 1.5496073189840185e-07
Position 886: 1.2549151621861715e-07
Position 1202: 1.1316149037362236e-07
Position 924: 9.874490140567351e-08
Position 602: 4.8341353312376545e-08
Position 1481: 2.886781371292569e-08
Position 510: 1.8770026062895975e-08
Position 889: 9.494705991455162e-09
Position 654: 8.169191281565187e-12
Position 534: 1.4836557266977479e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2601: 0.7061032097021426
Position 7950: 0.6955753887681445
Position 548: 0.6283834946684915
Position 7228: 0.3956480922934908
Position 6846: 0.36377593844351036
Position 6214: 0.21045841353738778
Position 7198: 0.20606399451288565
Position 6037: 0.19262008227234315
Position 2984: 0.17893418542151737
Position 476: 0.1674028410180789
Position 6688: 0.16249365227885812
Position 3068: 0.11636614598620501
Position 492: 0.09287903380927925
Position 241: 0.06279006085583627
