Gene = EXOSC2
index = 518
Annotated 5SS: [ 193 1873 3907 4531 5674 7215 8590 9461]
Annotated 3SS: [1770 3860 4440 5607 7145 8412 9331 9972]
SMsplice 5SS: [ 193 3907 4531 8590 9461]
SMsplice 3SS: [3860 4440 8436 9331 9972]
top_k =  1000
Partition function (log Z): 5.428112852033063

Sorted 5' Splice Sites (High to Low Probability):
Position 3907: 0.9668451664583032
Position 4531: 0.9471800483411145
Position 193: 0.934151568537517
Position 9461: 0.932063419400988
Position 8590: 0.7239877716826973
Position 3712: 0.2161030321456961
Position 7215: 0.21310707605900817
Position 5674: 0.20332236897066838
Position 8046: 0.19945866037166265
Position 1982: 0.10742918404596341
Position 767: 0.09202665240476103
Position 3424: 0.07143295615492377
Position 1873: 0.07035696768897962
Position 8816: 0.05682543827414872
Position 9392: 0.047757689954121066
Position 9017: 0.032712732631171054
Position 2096: 0.03268636078402951
Position 5741: 0.03012685352685018
Position 813: 0.02948971999724166
Position 4735: 0.022960915160056557
Position 10058: 0.022394620273398856
Position 5349: 0.0147252478737148
Position 1886: 0.014562813589111339
Position 265: 0.013074536574192362
Position 3177: 0.0114434487209349
Position 6988: 0.01117347629598772
Position 8723: 0.010548127894484635
Position 3465: 0.00829852893201785
Position 7684: 0.008008097742048742
Position 9681: 0.007909885970887952
Position 3461: 0.006512207405071975
Position 9498: 0.006464526315757835
Position 2563: 0.005957542548812009
Position 783: 0.005494307099900203
Position 7493: 0.00548063521519563
Position 9603: 0.005021908642691642
Position 6228: 0.004470427046829085
Position 7381: 0.004296827619188855
Position 548: 0.003915471413415063
Position 2008: 0.0037114037663638078
Position 503: 0.00360577590802174
Position 9840: 0.003383820726618515
Position 9412: 0.0031059179184830432
Position 840: 0.0029266537714246186
Position 4037: 0.0029150624037685554
Position 7403: 0.0025379513038542886
Position 1489: 0.0024661734310253464
Position 1546: 0.0023828725825264657
Position 508: 0.0023720940874064375
Position 3798: 0.002236576256766682
Position 9430: 0.002188411033138316
Position 8510: 0.0021880370844927096
Position 8800: 0.002167234390240471
Position 3402: 0.0020373650608079548
Position 3938: 0.0019312488217728015
Position 3105: 0.0018509440354709116
Position 1125: 0.001700712454538529
Position 2591: 0.0012629412093747934
Position 9562: 0.001189071067171288
Position 3984: 0.0011711984110710973
Position 5645: 0.0010600993347625422
Position 4353: 0.0009134181041990063
Position 2012: 0.0008979380287656485
Position 10108: 0.000882242052326481
Position 9647: 0.0008651707091771662
Position 3912: 0.0008255783483829694
Position 366: 0.0007835644381243675
Position 10103: 0.0007577359385980668
Position 1738: 0.000754593108933476
Position 8975: 0.0006525161403654991
Position 2608: 0.0006477131408736142
Position 803: 0.0006474022092793309
Position 10273: 0.0006470554627227031
Position 3480: 0.0006395377200799064
Position 3070: 0.000617025801397996
Position 9566: 0.000612191180962424
Position 1914: 0.0005710158703676567
Position 3345: 0.000544149810809143
Position 2525: 0.000527863183263942
Position 4678: 0.0005073621924395127
Position 8779: 0.0004887431899742761
Position 980: 0.0004656626405388982
Position 3247: 0.0004347016109906615
Position 2827: 0.0004140808494574858
Position 3886: 0.0004122716326186837
Position 9879: 0.0003474287319039612
Position 3874: 0.00030089657185705394
Position 3641: 0.0002954701388498864
Position 1993: 0.00028103772885075567
Position 6916: 0.00027896407755583906
Position 5800: 0.00026726458943337794
Position 9674: 0.00025590700966726334
Position 2045: 0.00024766197632316645
Position 9850: 0.00024654352224206047
Position 152: 0.00023176931950348627
Position 5798: 0.0002312938162474246
Position 2640: 0.00021653946014650946
Position 4168: 0.00019698552416492509
Position 273: 0.00019247171803876955
Position 9356: 0.00018382213517590765
Position 3695: 0.0001763670598014424
Position 10094: 0.00016904616822589917
Position 9756: 0.00016228014637931007
Position 1835: 0.00016224882776685656
Position 368: 0.00015973962750429836
Position 2843: 0.00013366689344080135
Position 275: 0.00012979177019943372
Position 423: 0.00012877753202400114
Position 3141: 0.00011737026377097964
Position 2423: 0.00010859927861951306
Position 10496: 0.0001047093962243677
Position 4758: 9.887449968500098e-05
Position 10669: 9.735438746210292e-05
Position 2235: 9.715953305219277e-05
Position 5826: 9.71088017422131e-05
Position 852: 9.511427705391361e-05
Position 4953: 8.525630546672995e-05
Position 1783: 8.009393014654057e-05
Position 7574: 7.310617175519174e-05
Position 4704: 7.257028328421183e-05
Position 251: 6.822806197431596e-05
Position 197: 6.638248768507763e-05
Position 10628: 5.728768808608088e-05
Position 3273: 5.676747945853644e-05
Position 1083: 5.498699195807925e-05
Position 9932: 4.9574919147767904e-05
Position 6010: 4.334588404565489e-05
Position 2776: 4.2422305498426084e-05
Position 10444: 4.222606841836431e-05
Position 5157: 4.137802714175408e-05
Position 10939: 4.038416952735528e-05
Position 2567: 2.618712426935492e-05
Position 279: 2.5508012264270305e-05
Position 4881: 2.422662785239389e-05
Position 477: 2.1225334931582534e-05
Position 1585: 2.1146546588080007e-05
Position 5013: 2.0877612691140302e-05
Position 149: 1.9297866124006366e-05
Position 1605: 1.8885085324369806e-05
Position 4567: 1.713716737750689e-05
Position 4421: 1.601842635872447e-05
Position 429: 1.3830849500361265e-05
Position 4803: 1.0723022034539451e-05
Position 10113: 7.254376288637114e-06
Position 1516: 5.684648826675537e-06
Position 1444: 5.322974908346814e-06
Position 4462: 5.263433864860475e-06
Position 4865: 4.656593732563526e-06
Position 440: 1.9245167757391387e-06
Position 5581: 1.603249519232393e-06
Position 5714: 1.1436053855241439e-06
Position 593: 1.0541396286940583e-06
Position 454: 7.814033079758159e-07
Position 376: 7.798424935748252e-07
Position 254: 7.455640158567331e-07
Position 576: 6.3339215797533e-07
Position 386: 5.061873781590345e-07
Position 95: 4.956230795344991e-07
Position 213: 4.723515407206978e-07
Position 587: 2.1598743478790388e-07
Position 674: 2.0301132387657973e-07
Position 370: 2.0188640148230854e-07
Position 664: 1.780702995678231e-07
Position 771: 6.912108815048053e-08
Position 621: 6.472056421734103e-08
Position 662: 6.30686669537521e-08
Position 929: 4.702839742616718e-08
Position 8: 3.2479585785730354e-08
Position 682: 1.9427751529244996e-08
Position 923: 1.857389834132375e-08
Position 10012: 1.6906856647992858e-08
Position 10175: 1.6785553743475452e-08
Position 791: 1.382625145507277e-08
Position 343: 1.0430637802354412e-08
Position 9921: 8.960726154174476e-09
Position 308: 6.6961998971644795e-09
