Gene = FYTTD1
index = 570
Annotated 5SS: [  325  6808 18838 20495 23750 24461 27252 28715]
Annotated 3SS: [ 6675 18688 20381 23652 24398 27176 28587 32060]
SMsplice 5SS: [  325  2595  6808 18838 20495 23750 24461 27252 28715]
SMsplice 3SS: [ 2517  6675 18688 20381 23652 24398 27176 28587 32060]
top_k =  1000
Partition function (log Z): 6.297320829812815

Sorted 5' Splice Sites (High to Low Probability):
Position 18838: 0.9980764284060718
Position 28715: 0.9960180156972113
Position 6808: 0.9390876169991883
Position 2595: 0.8248446530903898
Position 27252: 0.8218927664247118
Position 23750: 0.8092126693737954
Position 20495: 0.8034412857805029
Position 24461: 0.6099706174284465
Position 14241: 0.555658284271904
Position 23479: 0.5307633190674923
Position 325: 0.49191023196222855
Position 32525: 0.3910761784308473
Position 1927: 0.38265123503047416
Position 499: 0.38066570954885287
Position 134: 0.3783529414583032
Position 1574: 0.27879007568759767
Position 27415: 0.27095201238087396
Position 32293: 0.25380691895836605
Position 1073: 0.23174159198649488
Position 3468: 0.17117951780882906
Position 27054: 0.1663589198379487
Position 16836: 0.15092730029591825
Position 7011: 0.13852984533312818
Position 7255: 0.1139153232893686
Position 18023: 0.0974462546954143
Position 3364: 0.09310148017061369
Position 1715: 0.09089194751676113
Position 32913: 0.08353144420430034
Position 32160: 0.08286347837425956
Position 8718: 0.06802306534420793
Position 6821: 0.060395131018738855
Position 1511: 0.05595678797350632
Position 28898: 0.05517614174603711
Position 2589: 0.05285878106211835
Position 13889: 0.048720757049480826
Position 29389: 0.04844429696074272
Position 6085: 0.04780308701292121
Position 29144: 0.04721787996184957
Position 242: 0.04426672168589038
Position 5425: 0.04246213098628476
Position 5401: 0.04153336174623008
Position 32774: 0.03960834758274329
Position 4421: 0.036857613206465065
Position 1545: 0.03606119870130542
Position 29359: 0.035385492263677314
Position 3108: 0.026610541250078727
Position 14479: 0.026548122538571008
Position 32551: 0.02557934114715969
Position 12210: 0.025119047805540803
Position 6593: 0.023311992943945852
Position 27082: 0.022526830540155682
Position 3771: 0.019977321213645354
Position 2093: 0.019893158096914026
Position 2720: 0.01970347648834774
Position 1589: 0.01929838738767916
Position 3231: 0.018168342197765478
Position 19032: 0.016681643109490444
Position 34446: 0.015009705245737422
