Gene = SMC2
index = 1275
Annotated 5SS: [  218  1293  2038  4309  5423  5944  6174  7934  8314 17555 19216 19822
 20570 22060 24116 25903 28973 30846 32525 33221 35586 37866 40316 43906]
Annotated 3SS: [ 1038  1887  4185  5383  5832  6128  7699  8163 17320 19055 19703 20430
 21939 23910 25766 28847 30651 32380 33025 35384 37748 40154 43757 44878]
SMsplice 5SS: [  218  2038  4309  5423  5944  6174  7802  8314 17555 19216 19822 20570
 22060 24116 25903 28973 30846 32525 33221 35586 37866 40316 43906 46113]
SMsplice 3SS: [ 1887  4185  5383  5832  6128  7699  8163 17320 19055 19703 20430 21939
 23910 25766 28847 30651 32380 33025 35452 37748 40154 43757 46035 46223]
top_k =  1000
Partition function (log Z): 33.321669340845496

Sorted 5' Splice Sites (High to Low Probability):
Position 20570: 0.9959468126942849
Position 8314: 0.9920015041188281
Position 43906: 0.9828232496993133
Position 37866: 0.9798948424047993
Position 24116: 0.9623015374652575
Position 32525: 0.9602129198830233
Position 33221: 0.9520947228673784
Position 25903: 0.9499138545384925
Position 19822: 0.9496093442143396
Position 35586: 0.9239829030851369
Position 28973: 0.913234068098812
Position 5944: 0.8912526105273286
Position 4309: 0.8818026375182254
Position 40316: 0.8661947245802298
Position 22060: 0.8661836864833404
Position 30846: 0.8035453876929294
Position 19216: 0.7699904657063823
Position 6174: 0.6908852023721025
Position 2038: 0.6729291090853857
Position 46113: 0.6317198425143737
Position 7802: 0.5310858777680773
Position 5423: 0.5112324921998749
Position 28768: 0.48027827029554215
Position 33606: 0.448007460215678
Position 17555: 0.4450014839091637
Position 218: 0.4342815052197788
Position 5730: 0.4320131656454752
Position 30253: 0.3442087007182562
Position 1293: 0.3375312981785058
Position 7934: 0.3232862966612732
Position 10681: 0.2612153001120254
Position 9672: 0.2333543217948051
Position 10949: 0.18972041142370266
Position 703: 0.18533327040929068
Position 30489: 0.16284066960116234
Position 425: 0.13736844124890688
Position 1844: 0.12395461752485892
Position 46157: 0.12161981621900891
Position 189: 0.12023214855649991
Position 10960: 0.11589529578794507
Position 3948: 0.1129489457036704
Position 40655: 0.1045621826801445
Position 11203: 0.0964128875611476
Position 43314: 0.09576875866792761
Position 5676: 0.08708192765576632
Position 20876: 0.08576483737361211
Position 30476: 0.08015371232238681
Position 38776: 0.07853859508801214
Position 23635: 0.0754006949970871
Position 22585: 0.07378816787731428
Position 9677: 0.0721250909070284
Position 21267: 0.07061176297835368
Position 227: 0.07017276432344864
Position 28749: 0.06966632346274743
Position 39405: 0.06839188271077895
Position 6400: 0.06785165381847429
Position 32263: 0.06435431614096797
Position 5458: 0.06267177617126322
Position 38677: 0.06256805148855563
Position 38780: 0.06153050854257705
Position 10520: 0.05243824829579171
Position 23802: 0.050193372031949963
Position 21257: 0.04851665538496089
Position 650: 0.04758863212119131
Position 19254: 0.04290161547268895
Position 22520: 0.04061376852969665
Position 31975: 0.04008658555436698
