Gene = FAM120AOS
index = 523
Annotated 5SS: [1446 3114]
Annotated 3SS: [2992 5894]
SMsplice 5SS: [ 853 3114]
SMsplice 3SS: [2992 5894]
top_k =  1000
Partition function (log Z): -11.491329047312782

Sorted 5' Splice Sites (High to Low Probability):
Position 853: 0.7528707226068972
Position 1702: 0.31656985837600804
Position 1446: 0.2965752714144803
Position 321: 0.12261383387761474
Position 6335: 0.10802609109187637
Position 5789: 0.08453386822082332
Position 3105: 0.0733527888915515
Position 6045: 0.06618667818207986
Position 3076: 0.04372313028543101
Position 366: 0.02211680774642278
Position 769: 0.021051256202808715
Position 3906: 0.0105109730735182
Position 3310: 0.005701121923091233
Position 2592: 0.005288614103616821
Position 5224: 0.0052413574218105755
Position 207: 0.004117197397093777
Position 2505: 0.003059821625076973
Position 228: 0.00288913268460815
Position 254: 0.0027950424731349077
Position 5463: 0.0025800532990476925
Position 6685: 0.0018627359984091905
Position 2598: 0.0017521649050903508
Position 2851: 0.0014208807922636987
Position 212: 0.0013729119735086059
Position 3176: 0.0013347995269485649
Position 3695: 0.0013123472574947256
Position 551: 0.0012814004362240593
Position 5409: 0.0012775545703167589
Position 543: 0.0010972919058108226
Position 3954: 0.0010859583377460912
Position 3118: 0.0010377620353549982
Position 1156: 0.0010205729813969405
Position 3198: 0.0007273394662120383
Position 3453: 0.0005779069011300248
Position 262: 0.0005618270924128487
Position 2161: 0.0005367079237459369
Position 2648: 0.00040470526276943755
Position 128: 0.0003829454237329928
Position 1733: 0.0002608704879148144
Position 639: 0.00025501239301913616
Position 4737: 0.0002530673247688467
Position 2797: 0.0002491777926773738
Position 1285: 0.0002420419799940634
Position 1239: 0.00021975849990269478
Position 421: 0.00019309664413588257
Position 2262: 0.00019197423840216945
Position 5177: 0.00014142893131685694
Position 3167: 0.00013077801116860178
Position 936: 8.488884758455765e-05
Position 130: 8.064616515863864e-05
Position 1458: 8.03348357713397e-05
Position 348: 7.703444688297866e-05
Position 2704: 7.490530235959021e-05
Position 1512: 5.682228850938165e-05
Position 833: 5.5815655130681576e-05
Position 243: 5.0217149282891343e-05
Position 1485: 4.654786868969071e-05
Position 846: 3.856572429462497e-05
Position 601: 3.11026633118547e-05
Position 505: 2.9873209829660832e-05
Position 90: 2.9300677610118993e-05
Position 103: 2.4726423113839128e-05
Position 2344: 2.3536058080322425e-05
Position 2788: 2.0897773453681043e-05
Position 409: 1.7395285739326414e-05
Position 1489: 1.7347681660438824e-05
Position 962: 1.6783140669827273e-05
Position 669: 1.4358583747191344e-05
Position 2822: 1.3938520091880901e-05
Position 4296: 1.152624989195792e-05
Position 42: 1.11371441627912e-05
Position 510: 1.1130743278200265e-05
Position 857: 1.0495267781120056e-05
Position 3405: 6.080139318304113e-06
Position 1172: 5.786453064455788e-06
Position 278: 1.9097442582197114e-06
Position 424: 1.579769015369088e-06
Position 383: 6.680464524107027e-07
Position 1650: 2.574770261558646e-07
