Gene = FLAD1
index = 559
Annotated 5SS: [  39  708 5491 6349 6899 7170 9428]
Annotated 3SS: [ 482 4745 6200 6799 6979 9353 9542]
SMsplice 5SS: [  39 5491 6899 7170 9428]
SMsplice 3SS: [5417 6799 6979 9353 9542]
top_k =  1000
Partition function (log Z): -6.047459228477757

Sorted 5' Splice Sites (High to Low Probability):
Position 6899: 0.76338492335235
Position 5491: 0.6334055834773659
Position 9428: 0.5708888423262728
Position 7170: 0.46799813172958327
Position 6349: 0.4259567965073439
Position 39: 0.3353397284160613
Position 275: 0.29679292931904494
Position 708: 0.28913717007752304
Position 191: 0.17391306684809665
Position 4839: 0.12737239130992015
Position 9315: 0.10607765057595661
Position 9454: 0.08495450173015935
Position 222: 0.08478660555640595
Position 4809: 0.08241932123669692
Position 5340: 0.0673196143043443
Position 1045: 0.056268881783858554
Position 4242: 0.05334457556323672
Position 6980: 0.04189904896455525
Position 6433: 0.03861833136903512
Position 5290: 0.031010678392826948
Position 6916: 0.029282116950708013
Position 207: 0.026862260329553193
Position 6633: 0.02565481147650802
Position 1039: 0.021116370668845648
Position 9409: 0.016923003430004337
Position 4249: 0.01572415916092496
Position 4667: 0.009453287339470434
Position 9434: 0.0075093580881741544
Position 5163: 0.005461407370087527
Position 4860: 0.0047020158453467175
Position 790: 0.004464553562267335
Position 6699: 0.004405407847367339
Position 6626: 0.0037579157957864555
Position 6460: 0.0033538878055556914
Position 6228: 0.003317729545502106
Position 2529: 0.003030258799351778
Position 279: 0.001517297473520392
Position 18: 0.001386895480425611
Position 5880: 0.0008850100956173558
Position 1997: 0.0006658549880233306
Position 2085: 0.0005936326080590153
Position 7030: 0.0005708743795849033
Position 7102: 0.0005298211911602292
Position 6731: 0.00048022671286006947
Position 404: 0.0004317639788888227
Position 5884: 0.0004243027573138848
Position 9416: 0.00041041810474798135
Position 5461: 0.00039002616890074937
Position 483: 0.00037385843912250455
Position 959: 0.0003153669963089351
Position 577: 0.00022262829216588206
Position 800: 0.0002203577244587386
Position 9300: 0.00021540363551390926
Position 2603: 0.000146458147024603
Position 7519: 0.00012659003356237162
Position 985: 0.00012014944294826435
Position 4711: 9.206254663266922e-05
Position 1649: 7.589789963769655e-05
Position 141: 6.017546905532888e-05
Position 75: 4.7842499146669744e-05
Position 272: 4.445343006617175e-05
Position 60: 3.0464230806904193e-05
Position 340: 1.9108990755531002e-05
Position 820: 1.5031085287805278e-05
Position 105: 1.3455187988922742e-05
Position 148: 5.186808074454552e-06
Position 120: 4.120400041367777e-06
Position 297: 3.579112009967299e-06
Position 1440: 2.7164342412994727e-06
Position 1404: 2.1968396348891816e-06
Position 420: 1.4927890206313814e-06
Position 358: 1.204762476413492e-06
Position 583: 5.769693134555803e-07
Position 534: 4.714191427811038e-07
Position 2139: 3.2947176081924177e-07
Position 2328: 2.0762224230736627e-07
Position 1079: 1.7634928666626645e-07
Position 666: 1.5595729580683526e-07
Position 527: 1.4898416643321082e-07
Position 506: 1.4505734028744226e-07
Position 385: 7.635098676960394e-08
Position 980: 7.380722572460107e-08
Position 1291: 6.854231153371487e-08
Position 687: 6.445559588716859e-08
Position 1047: 5.0439479347016656e-08
Position 392: 3.688117780219758e-08
Position 45: 2.026144915252513e-08
Position 1216: 6.8288051676823515e-09
Position 1030: 6.200284521066684e-09
Position 833: 2.4094019388048517e-09
Position 710: 2.895960049350579e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9542: 0.8619434276236984
Position 6799: 0.7778274524066058
Position 9353: 0.5879564744817687
Position 5417: 0.5606509617732025
Position 6979: 0.5157275599076955
Position 6200: 0.28826702807524035
Position 9205: 0.19164714147349265
Position 482: 0.1425463040814258
Position 4745: 0.12170566004571495
Position 6338: 0.08853099771782837
Position 5098: 0.08653856002081388
Position 4106: 0.0666418477023852
Position 4711: 0.05950954264149013
Position 6830: 0.05933157096901051
Position 5139: 0.05094602128043513
Position 6156: 0.04141971115375973
Position 4606: 0.0338054649964666
Position 9289: 0.03364845648226054
Position 6220: 0.03292771541509026
Position 5326: 0.03085670218162282
Position 899: 0.024382048634098565
Position 664: 0.022743029931677122
Position 605: 0.02196842200643285
Position 6532: 0.018699677267227575
Position 6094: 0.018083762043092044
Position 7105: 0.01700879568759482
Position 759: 0.01352571896468853
Position 513: 0.013320034617834388
Position 637: 0.013287078833503446
Position 368: 0.01257394346092863
Position 7120: 0.010777554469716363
Position 6393: 0.00974747927341514
Position 823: 0.009374485625409499
Position 6847: 0.00548413559103763
Position 5073: 0.005329536913204937
Position 6992: 0.005298549457576326
Position 5293: 0.004431681972756637
Position 820: 0.004383003615941889
Position 9118: 0.004364004469211557
Position 6262: 0.0037278675053743814
Position 4650: 0.0034582581413787413
Position 6552: 0.0034342579826972587
Position 537: 0.0033666068407072853
Position 786: 0.002681996888368937
Position 4611: 0.002649765522565933
Position 2390: 0.002583813630209527
Position 4666: 0.0025212662882924844
Position 6267: 0.0023463983613497908
Position 9594: 0.0023386719255876847
Position 980: 0.0020018700219005194
Position 432: 0.001747908706665058
Position 8295: 0.0016960692745520145
Position 9392: 0.0016192318834917447
Position 527: 0.0015652130871904309
Position 7458: 0.0015536142489625585
Position 1893: 0.0013450125158929972
Position 4645: 0.001243140646772057
Position 9691: 0.001233026926405202
Position 7604: 0.0011875999403429599
Position 4007: 0.0010909720117802369
Position 7040: 0.0010236499125416214
Position 5727: 0.0009594635066923447
Position 7505: 0.0009272505718094084
Position 977: 0.0007231174796147793
Position 497: 0.0007200830603386628
Position 2411: 0.0007154291078827676
Position 904: 0.0006417687687292896
Position 1915: 0.0005746262269896096
Position 4080: 0.0005724830099620576
Position 9631: 0.0005164095116791069
Position 7055: 0.0004732213293663248
Position 5759: 0.0004461851930370409
Position 7549: 0.00043870073481204675
Position 798: 0.00039371256599162607
Position 946: 0.0003750929533873143
Position 6774: 0.00034109974146175526
Position 929: 0.0003167235952657074
Position 4153: 0.00031413067766991804
Position 4180: 0.00031141305161299987
Position 6744: 0.0002527331194648587
Position 3933: 0.00020883235891452548
Position 8837: 0.00020340670455805548
Position 7582: 0.00020085454889343497
Position 722: 0.00018514285800989443
Position 4899: 0.00016807009494695143
Position 613: 0.0001675002760519651
Position 8501: 0.00015801386645089617
Position 546: 0.00013797418609811111
Position 374: 0.00013619455276765247
Position 927: 0.00012561061752408413
Position 7914: 0.00011967977703048934
Position 1550: 0.0001102645173251303
Position 2386: 9.155152447273452e-05
Position 397: 7.98208242538823e-05
Position 595: 7.7078142746618e-05
Position 7134: 7.707192234931686e-05
Position 7566: 5.373301130864148e-05
Position 408: 4.779065496047311e-05
Position 7418: 4.233491922311408e-05
Position 8535: 4.146352325487209e-05
Position 1897: 3.445231913648235e-05
Position 3697: 2.8872765087114144e-05
Position 4800: 2.5086684362990783e-05
Position 693: 2.056514526102053e-05
Position 436: 1.8445990402861147e-05
Position 5697: 1.7429906389325332e-05
Position 958: 1.3132009283300873e-05
Position 1106: 1.1890521260459482e-05
Position 370: 1.1604627900335532e-05
Position 1708: 1.091126792060201e-05
Position 3262: 1.0531929277237027e-05
Position 2878: 9.44596069575549e-06
Position 171: 7.652133798732273e-06
Position 178: 6.407827741616748e-06
Position 2084: 5.688047904003682e-06
Position 3423: 5.67988077360349e-06
Position 1526: 4.962391749300473e-06
Position 1600: 4.6985125271197885e-06
Position 607: 4.369241999828718e-06
Position 221: 4.070140950511556e-06
Position 618: 2.820451004333522e-06
Position 842: 2.8192800994068974e-06
Position 1017: 2.7873544925117623e-06
Position 153: 2.7262049871728784e-06
Position 103: 2.344721156718657e-06
Position 1066: 1.957523034078163e-06
Position 931: 1.4945377105379992e-06
Position 204: 1.2340304680504124e-06
Position 155: 8.213887993659357e-07
Position 110: 6.92148061574579e-07
Position 184: 6.723419519973198e-07
Position 123: 6.332885409718031e-07
Position 225: 6.085018388626567e-07
Position 698: 4.963398167203792e-07
Position 413: 4.714874912897837e-07
Position 707: 3.5921236530890434e-07
Position 622: 3.580492000083227e-07
Position 615: 2.951489982850356e-07
Position 190: 2.736128810494818e-07
Position 99: 2.61383565876596e-07
Position 230: 2.2029051018025263e-07
Position 227: 1.789214760945865e-07
Position 727: 1.6435648486934083e-07
Position 247: 1.637277817411802e-07
Position 332: 1.5239818397109084e-07
Position 418: 1.212577995374978e-07
Position 278: 1.0367495677756505e-07
Position 1320: 8.819513444559128e-08
Position 194: 8.174076823476546e-08
Position 82: 5.563753285035259e-08
Position 310: 5.407837200866053e-08
Position 113: 5.4005733537180154e-08
Position 127: 5.0323815543549226e-08
Position 2225: 4.916838978318791e-08
Position 1235: 4.248193245560828e-08
Position 1246: 4.033723147152627e-08
Position 1284: 3.8233291151928256e-08
Position 120: 3.544624317380767e-08
Position 1403: 3.464224531605067e-08
Position 85: 3.376644801090445e-08
Position 2228: 2.8937965182753572e-08
Position 2138: 2.8070752621365186e-08
Position 988: 2.672121689942635e-08
Position 789: 2.6400200219372986e-08
Position 262: 2.391656129079377e-08
Position 410: 2.3856883813434292e-08
Position 382: 2.126746701148423e-08
Position 272: 1.758941382492619e-08
Position 385: 1.695835506369425e-08
Position 305: 1.248015066277441e-08
Position 294: 1.0592928826330969e-08
Position 239: 9.986849608622877e-09
Position 242: 9.89651149012462e-09
Position 252: 7.562264283750308e-09
Position 129: 6.5561898481500315e-09
Position 1123: 5.092660998062468e-09
Position 995: 2.9341570441200656e-09
Position 312: 2.416855509683122e-09
Position 297: 2.2299106646154377e-09
Position 287: 7.479116106282484e-10
Position 291: 9.480934252184939e-11
Position 289: 4.1957425425808704e-11
Position 317: 3.896065272714145e-11
Position 321: 2.59585223767127e-11
