Gene = FRRS1L
index = 567
Annotated 5SS: [  391 17656 20241 25949]
Annotated 3SS: [17570 20101 25701 29663]
SMsplice 5SS: [  391 12297 15330 16590 17672 20241]
SMsplice 3SS: [12149 15212 16430 17570 20101 29663]
top_k =  1000
Partition function (log Z): -13.219048917490099

Sorted 5' Splice Sites (High to Low Probability):
Position 391: 0.9471958496795281
Position 12297: 0.7500506118997522
Position 15330: 0.7338919940472496
Position 20241: 0.6183785756114368
Position 16590: 0.5980235044093715
Position 3467: 0.5665900433177874
Position 17672: 0.4706912538552304
Position 17656: 0.3506281783186917
Position 18116: 0.25304986122121015
Position 3094: 0.25004303984052323
Position 18849: 0.2051700388908027
Position 17394: 0.1724905466354635
Position 29728: 0.16998216465095062
Position 4534: 0.1511036229214441
Position 2447: 0.1355801490464081
Position 8361: 0.13496865731766625
Position 12292: 0.09124662917951847
Position 17281: 0.07192739997381213
Position 2358: 0.06981473818701459
Position 1335: 0.05286356972087559
Position 6133: 0.04865093014509971
Position 253: 0.0457486023563712
Position 16711: 0.038595985641531425
Position 22033: 0.036875702112471855
Position 12281: 0.03654357360828573
Position 21368: 0.028401540466473266
Position 12895: 0.023564499649302573
Position 12591: 0.021431439405841062
Position 3076: 0.02020616431366104
Position 23924: 0.016262969995401493
Position 7752: 0.012226836147791263
Position 1596: 0.011396022985984524
Position 628: 0.0072908676310193205
Position 18031: 0.007092375326568532
Position 25949: 0.006931749303347898
Position 17342: 0.006550751641799408
Position 2452: 0.005961941888222089
Position 16492: 0.004174393427518238
Position 1137: 0.0036038723505761967
Position 2405: 0.0031012979057345046
Position 2212: 0.0029252820495790973
Position 681: 0.0027568352293365233
Position 3319: 0.002681968274699053
Position 1094: 0.00255031578697859
Position 3983: 0.0024406694125263845
Position 1502: 0.002261679374974414
Position 2198: 0.002147717600183793
Position 18458: 0.002035049612454882
Position 4229: 0.0015232063520692475
Position 4045: 0.001414578217390813
Position 2647: 0.0008347448628145959
Position 1091: 0.0007519375382080608
Position 3161: 0.000642594433675995
Position 143: 0.00048213889056643024
Position 183: 0.0004805903326936666
Position 1417: 0.00047988807839817053
Position 18478: 0.0004492940732852212
Position 17712: 0.00042308484445943657
Position 12710: 0.00019225071946034423
Position 12505: 0.00018105553597935813
Position 2278: 0.00017077355408617967
Position 1349: 0.00011071845868867472
Position 380: 9.993844832158703e-05
Position 1223: 8.552549877183758e-05
Position 436: 7.587222143169902e-05
Position 1140: 7.178808073947358e-05
Position 1610: 6.419969322348548e-05
Position 1190: 5.408323160974295e-05
Position 3503: 4.8062682693438966e-05
Position 2663: 4.2655326493166884e-05
Position 28: 3.770565520420119e-05
Position 414: 2.635909905736941e-05
Position 1705: 2.6018387896509327e-05
Position 1712: 2.0849614360221516e-05
Position 3700: 2.0323699125242238e-05
Position 318: 1.8252855556862038e-05
Position 2163: 1.733915639562433e-05
Position 2862: 1.4330345735010265e-05
Position 3786: 9.928566173602994e-06
Position 3453: 8.726360213915893e-06
Position 3624: 8.445453212881662e-06
Position 1971: 7.701574420362417e-06
Position 2216: 5.812857357760422e-06
Position 1428: 5.159706323031915e-06
Position 3374: 4.688297351410206e-06
Position 1918: 3.714964974720772e-06
Position 502: 3.344302969126419e-06
Position 1365: 3.27759216384868e-06
Position 1199: 3.272637881294247e-06
Position 1834: 3.0571509469023453e-06
Position 685: 2.651040298448969e-06
Position 3548: 2.223798930430065e-06
Position 1796: 2.12167866460514e-06
Position 658: 2.0600855630533802e-06
Position 359: 1.4101632950615384e-06
Position 490: 1.1876598575834048e-06
Position 2805: 8.307486142676299e-07
Position 742: 7.92452398284308e-07
Position 821: 7.01189541868598e-07
Position 649: 4.7298555065804333e-07
Position 1960: 3.935218513679635e-07
Position 1053: 3.8693732756790853e-07
Position 1030: 3.377418643733473e-07
Position 985: 2.393858948114548e-07
Position 64: 1.9916494490667956e-07
Position 1233: 1.385250909543137e-07
Position 909: 1.1626500145723147e-07
Position 1235: 1.0055390093011101e-07
Position 1242: 9.858983063648219e-08
Position 1374: 8.705237745650078e-08
Position 747: 7.63026893709841e-08
Position 844: 6.933415521471168e-08
Position 1034: 6.878290443444366e-08
Position 977: 5.3342719005539744e-08
Position 84: 5.0713360624215763e-08
Position 1253: 4.4236670286821345e-08
Position 1372: 4.263784920576153e-08
Position 1000: 3.088512612667251e-08
Position 1302: 2.4218972438426465e-08
Position 1395: 1.7939665090141147e-08
Position 840: 1.5525510934121006e-08
Position 920: 6.463752928424914e-09
Position 863: 2.4593727830433054e-09
Position 58: 2.2736263655345725e-09
Position 191: 1.5088470375580047e-09
Position 506: 1.1052442427162478e-09
Position 1197: 1.1024678890479277e-09
Position 671: 8.094768338078981e-10
Position 1227: 7.963400945396312e-10
Position 550: 5.677884281377534e-10
