Gene = PXYLP1
index = 1104
Annotated 5SS: [   84 28427 46673 47677 55626]
Annotated 3SS: [28294 46513 47549 55485 60439]
SMsplice 5SS: [   84  6320 28427 30513 32828 33610 46673 47677 55626]
SMsplice 3SS: [ 6200 28294 30414 32755 33551 46513 47549 55485 60439]
top_k =  1000
Partition function (log Z): -27.881445690845432

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.984184292057979
Position 6320: 0.9054310326645046
Position 608: 0.5694079432156528
Position 11159: 0.5109030203775169
Position 3727: 0.48529737054204464
Position 2491: 0.36356054213798594
Position 10589: 0.3354978273909598
Position 13196: 0.3049236486126426
Position 3129: 0.22718210069666034
Position 3966: 0.15193021825312072
Position 984: 0.14479936667582424
Position 12986: 0.11401160293509666
Position 7157: 0.09941677713307426
Position 1015: 0.0980927677203958
Position 3181: 0.08787327322916333
Position 752: 0.05174893292486045
Position 3133: 0.04517029412294061
Position 13930: 0.04464506212379365
Position 8421: 0.041686262043280055
Position 3758: 0.03990698712938988
Position 9565: 0.02700011866218312
Position 2788: 0.020865532556235165
Position 12679: 0.016859322183654296
Position 12216: 0.015852721191809943
Position 1278: 0.014742825516861374
Position 2418: 0.014289178019779579
Position 17843: 0.012222775313544546
Position 3483: 0.012031005824027018
Position 153: 0.007573838192024693
Position 5953: 0.006981639774184139
Position 7511: 0.0066222035112085695
Position 6024: 0.005968619087829398
Position 1298: 0.005909907191571337
Position 2247: 0.00527947461651489
Position 1019: 0.004848626747921161
Position 13163: 0.003839708915313862
Position 1265: 0.0028285981318642815
Position 2387: 0.002725890599481541
Position 8640: 0.0025502250339180573
Position 142: 0.002235923262143999
Position 3781: 0.002108494014411931
Position 1024: 0.0019893705249746235
Position 1427: 0.0017971831640557312
Position 1075: 0.0016208830360007968
Position 7324: 0.0011944346878769048
Position 3275: 0.0011335871469215616
Position 730: 0.0010743832102653908
Position 173: 0.0009727981322576162
Position 3707: 0.0009614313011379546
Position 2174: 0.0008138083280942542
Position 832: 0.0005453876990924678
Position 1934: 0.0005087317353932352
Position 12272: 0.0004957039080886646
Position 166: 0.0004774277069868272
Position 794: 0.0004219093223393553
Position 6262: 0.00039100309253916937
Position 881: 0.0003635305717931945
Position 2501: 0.00035626944438391637
Position 88: 0.0003416746283285467
Position 2209: 0.00031912847624596737
Position 1940: 0.00024230133298727225
Position 7197: 0.00017922314024602945
Position 4365: 0.00014996337980960708
Position 5495: 0.0001376175302821341
Position 13349: 0.0001328746144865039
Position 934: 0.00012328499682174207
Position 250: 0.00011130076034217226
Position 2855: 0.00010703879568138696
Position 1210: 8.716206952495542e-05
Position 1304: 7.981288734627664e-05
Position 1090: 7.560435609147905e-05
Position 1139: 7.348973461486491e-05
Position 1300: 6.675092605282357e-05
Position 6613: 2.6923064602180647e-05
Position 600: 1.7051846582261958e-05
Position 585: 1.0160052561121028e-05
Position 338: 7.9150127884134e-06
Position 988: 4.644769033861125e-06
Position 1012: 3.2962701530423853e-06
Position 695: 2.3768734855126797e-06
Position 763: 2.2875169150614406e-06
Position 114: 1.9929773947886814e-06
Position 430: 1.9548567278315784e-06
Position 766: 1.796408294478383e-06
Position 948: 1.6814487090791015e-06
Position 207: 1.400415495074736e-06
Position 347: 1.3654562404996084e-06
Position 761: 8.783219698686201e-07
Position 190: 8.773046074770091e-07
Position 1125: 7.805684931854292e-07
Position 768: 6.060908948919171e-07
Position 3877: 3.2414928312247503e-07
Position 245: 2.3135124868065875e-07
Position 808: 1.4921705763483288e-07
Position 159: 1.2753597331315922e-07
Position 120: 5.006558787766839e-08
Position 5934: 1.2432836640610621e-08
Position 1680: 1.2014246922665034e-08
Position 1579: 1.0710492711299973e-08
Position 400: 9.379049734096023e-09
Position 349: 4.548454569418464e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6200: 0.6716736820611405
Position 10959: 0.5416510676790234
Position 19457: 0.48700713199698087
Position 504: 0.3888049312892882
Position 3621: 0.3777214673290997
Position 10372: 0.3368089086233572
Position 2387: 0.3141901722956645
Position 12865: 0.2860232392263595
Position 13084: 0.24632126705081647
Position 6115: 0.22945093773548433
Position 3040: 0.21969921201505987
Position 900: 0.18789161698744883
Position 3057: 0.1373297873882505
Position 12123: 0.12082931891609842
Position 3569: 0.11997621069725838
Position 3868: 0.10389557407543214
Position 454: 0.09140084087155889
Position 13794: 0.07138522000480044
Position 375: 0.06114163678161733
Position 13661: 0.05605826450469129
Position 7033: 0.052592681689680176
Position 3876: 0.044849521545803066
Position 13246: 0.039828436476927714
Position 906: 0.03423755549184965
Position 6494: 0.02995409275194422
Position 389: 0.029760302490514482
Position 8275: 0.02932331447055067
Position 12395: 0.026693943363683276
Position 7085: 0.025900366771680807
Position 1202: 0.025477498451294513
Position 3674: 0.024480837740147136
Position 17593: 0.02372624176538681
Position 5848: 0.0213112420317896
Position 7127: 0.021210759441334184
Position 2354: 0.02071701121701265
Position 7455: 0.018954940042146946
Position 547: 0.018164139290914316
Position 2324: 0.017642393912013585
Position 2173: 0.013555563441544946
Position 9453: 0.012859253887658227
Position 8278: 0.01263162830060327
Position 884: 0.01155771813829397
Position 12982: 0.011107622463927037
Position 2206: 0.010818762863152418
Position 2679: 0.010123442101584118
Position 438: 0.00896833565676079
Position 15299: 0.008785856113951496
Position 7839: 0.007535323213389332
Position 9413: 0.0074661577661459845
Position 9423: 0.007331639405931815
Position 13316: 0.007305792591663117
Position 2700: 0.007043333950993607
Position 12100: 0.006917981922273223
Position 3625: 0.006725118923171007
Position 939: 0.006250609741716373
Position 9067: 0.005297105033620051
Position 2384: 0.005039180943846378
Position 474: 0.004977248121436865
Position 729: 0.00470927215301106
Position 7412: 0.004657550396725345
Position 668: 0.004598321021368869
Position 355: 0.004370512985938699
Position 645: 0.0043638195217714565
Position 879: 0.0042826834773489085
Position 2880: 0.0036916266674081473
Position 3409: 0.0030469354550862753
Position 3230: 0.002963381389327319
Position 8520: 0.0029261078518407796
Position 3829: 0.0028816092242998645
Position 6969: 0.0025527282409492304
Position 7369: 0.0024729481028129305
Position 3406: 0.0021957001122217385
Position 2659: 0.0021484555092035023
Position 14074: 0.002058664571016867
Position 13768: 0.001871114948642025
Position 2391: 0.0018554427925500118
Position 854: 0.0016886339260982213
Position 10624: 0.0016698745033280659
Position 8613: 0.0016210516040622975
Position 2051: 0.001620712021677763
Position 7744: 0.0015337658658520243
Position 8960: 0.0012873928044033571
Position 3249: 0.0012494229612292904
Position 4409: 0.0012410380971255687
Position 953: 0.001086279819561047
Position 751: 0.0010622091537098998
Position 6462: 0.0010497781773063939
Position 2435: 0.000972512702505569
Position 3307: 0.0009666676339457667
Position 2626: 0.0009562533272522471
Position 10718: 0.0009402137095982628
Position 2844: 0.0009251273857070863
Position 607: 0.0007898322877468339
Position 7554: 0.0007849919641979533
Position 4266: 0.0007119904640694935
Position 11773: 0.0006869024846816044
Position 3101: 0.0005785559038325665
Position 1813: 0.000570046317506847
Position 4686: 0.0004402697429716587
Position 2891: 0.0004354957221100519
Position 2768: 0.00040413830595919175
Position 6826: 0.0003554870756323221
Position 2408: 0.00035089075830349906
Position 11884: 0.0003474178726584823
Position 2356: 0.0003417994610642465
Position 3777: 0.000292840857293955
