Gene = NICN1
index = 941
Annotated 5SS: [ 219 3075 3444 3960 4378]
Annotated 3SS: [2897 3329 3887 4272 4451]
SMsplice 5SS: [ 219 3444 3960 4378]
SMsplice 3SS: [3329 3819 4272 4451]
top_k =  1000
Partition function (log Z): 1.4411460784657415

Sorted 5' Splice Sites (High to Low Probability):
Position 3444: 0.9940886760376764
Position 219: 0.9603655701461362
Position 4378: 0.9023605274921679
Position 3960: 0.6019760859245711
Position 2453: 0.47820426044027764
Position 3977: 0.2842204774848932
Position 3075: 0.24325232344417744
Position 4021: 0.064557883826035
Position 1487: 0.05898616272306792
Position 2984: 0.03712640739373218
Position 3127: 0.03340293318783385
Position 232: 0.02623894245361162
Position 2566: 0.021236578253240834
Position 3050: 0.01618871321348175
Position 3031: 0.016187365729599525
Position 2423: 0.01377138419930183
Position 1622: 0.012147830815809724
Position 513: 0.011633070581909979
Position 138: 0.01138747149045537
Position 1606: 0.007585666111043746
Position 2803: 0.006609045121059518
Position 457: 0.005570478919800944
Position 5100: 0.004197425837067008
Position 5916: 0.004164820255940678
Position 1510: 0.0037423777357855586
Position 2511: 0.0033478474031254208
Position 3955: 0.0032767407797545116
Position 3597: 0.002821318346704861
Position 3244: 0.0025384389702164493
Position 1008: 0.002434603016587069
Position 1527: 0.0023480746070456454
Position 4742: 0.002174416585949018
Position 1395: 0.0018328179857672415
Position 2552: 0.0014803059753753422
Position 3934: 0.0014216229826761588
Position 1952: 0.0014121894325663145
Position 3729: 0.0013853286015035992
Position 4382: 0.0012596762769604838
Position 475: 0.0009189207635641271
Position 2598: 0.0008851575520453177
Position 6077: 0.0006784236721423236
Position 4946: 0.000657548448183832
Position 2131: 0.000655789276475865
Position 4200: 0.0006391716973825258
Position 2953: 0.0006042841822967553
Position 277: 0.0005435497661989285
Position 823: 0.000527943097918786
Position 3054: 0.0004859715401698081
Position 3518: 0.00044600332099140077
Position 3522: 0.00040729768959506935
Position 683: 0.0003961743014044131
Position 4544: 0.0003836287948555364
Position 2988: 0.0003688483915641588
Position 3559: 0.0003066761138543688
Position 520: 0.0002726435122995725
Position 3665: 0.00025041123789281897
Position 6274: 0.00023271183965678063
Position 1540: 0.0002114578150147993
Position 466: 0.00019813904432290137
Position 1326: 0.0001949500179691486
Position 715: 0.00018125014019187418
Position 1689: 0.00015469598534874668
Position 3750: 0.00014880207999956203
Position 147: 0.00013611439364336834
Position 4871: 0.0001231458379728672
Position 2367: 0.00011735803250991823
Position 2723: 0.00010340766797707759
Position 2621: 0.00010008625033844465
Position 497: 9.68927475441418e-05
Position 4086: 8.773548031601655e-05
Position 3988: 8.709128310052022e-05
Position 6106: 6.284850193731794e-05
Position 343: 4.765333434002609e-05
Position 4568: 4.113586349535261e-05
Position 2493: 3.640872663024243e-05
Position 1477: 3.540143981941187e-05
Position 986: 3.0264494024500128e-05
Position 541: 2.6151187237966072e-05
Position 3510: 2.4226665115359772e-05
Position 102: 2.3631360323984125e-05
Position 3513: 2.1478206650216e-05
Position 3990: 2.098524345573895e-05
Position 180: 1.965612126353081e-05
Position 919: 1.886602564175992e-05
Position 3448: 1.8562855403232283e-05
Position 114: 1.6791670685946934e-05
Position 995: 1.4937545415211697e-05
Position 36: 1.4354347019370303e-05
Position 1069: 1.1944344922268598e-05
Position 280: 8.652614507544569e-06
Position 850: 7.858132528282758e-06
Position 1115: 7.782224573179617e-06
Position 3289: 6.379852760126779e-06
Position 3529: 5.072140972618899e-06
Position 3568: 3.25333893582048e-06
Position 2820: 2.9954762232109597e-06
Position 39: 2.854018197983883e-06
Position 4827: 2.642687949812651e-06
Position 4452: 2.0006218327900615e-06
Position 69: 1.3022201721222945e-06
Position 4948: 1.0077190868272154e-06
Position 4497: 5.714192574506779e-07
Position 59: 4.717975872778011e-07
Position 5104: 3.8849671638320476e-07
Position 4685: 3.043442936325254e-07
Position 4588: 2.282381407255725e-07
Position 1292: 2.2368368068402456e-07
Position 768: 1.859318249330143e-07
Position 1216: 1.842875303101416e-07
Position 1305: 1.7755440801150197e-07
Position 4306: 1.1708927574162337e-07
Position 126: 9.808527643963686e-08
Position 89: 6.953432912830614e-08
Position 1632: 6.426002316778436e-08
Position 4294: 5.068019143238324e-08
Position 4527: 4.972682484045754e-08
Position 371: 3.320898021302287e-08
Position 81: 7.387399341254631e-09
Position 793: 6.685853363356353e-09
Position 802: 6.1970381309708256e-09
Position 363: 5.9495206616798735e-09
Position 3756: 5.246956260718217e-09
Position 4317: 4.8047201296545945e-09
Position 189: 3.8147100143997396e-09
Position 779: 2.6855799751838423e-09
Position 174: 2.3337083986883233e-09
Position 204: 1.5032284088332112e-09
Position 614: 1.0109352918424354e-09
Position 1073: 6.943889857736999e-10
Position 759: 6.245726391942278e-10
Position 528: 1.0732679284859129e-10
Position 96: 7.814178079577941e-11
Position 4436: 7.757573493029458e-12
Position 4035: 9.932371885887701e-13
Position 420: 9.3950980437891e-13
Position 320: 8.056526345740055e-13
Position 3869: 6.930520255378404e-13
Position 408: 3.886933210755793e-14
Position 403: 4.804077618008612e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 3329: 0.9247338453147304
Position 4272: 0.8102212106846908
Position 3819: 0.7931135451536354
Position 4451: 0.6676151349873354
Position 2365: 0.4976970930752512
Position 2897: 0.26067060231736566
Position 3887: 0.07739139716533454
Position 1379: 0.07199922925926125
Position 5029: 0.07077780670048624
Position 3864: 0.0506232826669555
Position 2903: 0.0449098621006114
Position 6187: 0.03709517221702689
Position 3772: 0.03408453331630913
Position 4958: 0.032514246021986604
Position 3349: 0.03185198382707586
Position 4831: 0.030993502565656483
Position 4989: 0.027208963135588633
Position 2957: 0.02429492125132696
Position 3234: 0.023100172568159053
Position 4538: 0.021166336125913045
Position 2334: 0.020477353159824165
Position 4292: 0.017399494829994366
Position 4314: 0.01738416250577416
Position 4628: 0.017280854750690525
Position 5597: 0.017017252425947288
Position 4269: 0.01568965828603164
Position 438: 0.012104207156382227
Position 4179: 0.010219598968370507
Position 6121: 0.010213561553539044
Position 3408: 0.009158215564593005
Position 4311: 0.008928773975742675
Position 5943: 0.00866973905638358
Position 4153: 0.008533276504123876
Position 3380: 0.007218916998788069
Position 5815: 0.00721482497902647
Position 2931: 0.006159919574134497
Position 4836: 0.005967177261810116
Position 1325: 0.0055452649424025825
Position 3031: 0.005299069171214486
Position 389: 0.005203545436617424
Position 5787: 0.004548789632919602
Position 1414: 0.004246073748575784
Position 4330: 0.0037030084478301716
Position 2918: 0.0036995759777096186
Position 5572: 0.003614073668177121
Position 4289: 0.003517120102244913
Position 4588: 0.0035169171962148374
Position 4507: 0.00351617858423536
Position 4222: 0.003401688748487471
Position 5647: 0.0031236330485689997
Position 3749: 0.0025896497956895827
Position 4282: 0.0025183925727532653
Position 2389: 0.0025096374135957808
Position 5209: 0.002436017085198636
Position 4557: 0.002411379240324217
Position 4199: 0.002318954746599365
Position 3649: 0.002293918784730232
Position 4130: 0.0022836530007051417
Position 906: 0.00207841644363266
