Gene = TAF12
index = 1372
Annotated 5SS: [   75 21153 25114 29820 37695]
Annotated 3SS: [20900 25035 29704 37605 39491]
SMsplice 5SS: [   75 19036 25114 29820 37695 39539 39833]
SMsplice 3SS: [18939 25035 29704 37605 39491 39653 39947]
top_k =  1000
Partition function (log Z): -1.3174169307083121

Sorted 5' Splice Sites (High to Low Probability):
Position 37695: 0.9991852003126619
Position 29820: 0.932728244549525
Position 25114: 0.8759758512410387
Position 75: 0.780436363500795
Position 39833: 0.6389714943070128
Position 39539: 0.6286712085403627
Position 19036: 0.5228628772835433
Position 21153: 0.44050143355397564
Position 2115: 0.3464357220601741
Position 31649: 0.2787101300956256
Position 21096: 0.22775358909268562
Position 29394: 0.20316195621023783
Position 36325: 0.14333600454384296
Position 25119: 0.11989708277216767
Position 19121: 0.10124278720195942
Position 38611: 0.09489982465096368
Position 412: 0.08291264299069957
Position 426: 0.07555424708987361
Position 31762: 0.07218750271054407
Position 29795: 0.055441623629992075
Position 37907: 0.048820710643121046
Position 21941: 0.04294680874275
Position 27274: 0.038848649904550746
Position 31658: 0.03715933223344313
Position 648: 0.030159447160924238
Position 19125: 0.02820973258840778
Position 37884: 0.024898763862094934
Position 38105: 0.02042798492350432
Position 1709: 0.019458595455375687
Position 29455: 0.019052175524348146
Position 38066: 0.01787790243768001
Position 38244: 0.017793225534278822
Position 145: 0.015562416275023864
Position 30443: 0.015021346768391215
Position 36327: 0.014812377104657298
Position 37921: 0.012987157448482417
Position 30205: 0.011850328973919399
Position 26207: 0.010616809867887305
Position 26796: 0.0099127406470447
Position 39559: 0.008148123852142797
Position 26209: 0.007413064198122687
Position 31049: 0.006691272647913859
Position 30201: 0.006497598178609741
Position 185: 0.005603351412387552
Position 39754: 0.005054235576189495
Position 30511: 0.004449005492048348
Position 25158: 0.0041019885948698695
Position 165: 0.0037790176184315026
Position 28912: 0.003772672848645879
Position 29845: 0.0033687528453108075
Position 39373: 0.003217776621820636
Position 30489: 0.002780615756025131
Position 141: 0.0025583442260977657
Position 38329: 0.002116361317916689
Position 371: 0.0018799787151350877
Position 31026: 0.0017692215838584551
Position 38931: 0.001759121172686054
Position 37827: 0.001384318401624178
Position 38199: 0.0012963845147142136
Position 38108: 0.001148921177944122
Position 38485: 0.0009591205006161461
Position 38535: 0.0008840171449534468
Position 40042: 0.0006426731484171717
Position 37929: 0.000565960070936329
Position 713: 0.0005596947994756184
Position 38193: 0.0004917256538568268
Position 30499: 0.0004913687423235709
Position 38167: 0.0004905731369173001
Position 1134: 0.0003975833348482428
Position 32553: 0.00037461393277000396
Position 38834: 0.00029656010971751976
Position 39823: 0.00025647948379293144
Position 30185: 0.00021545261530096752
Position 38585: 0.00016766501390854793
Position 39720: 0.00013121545091065133
Position 37904: 0.00011867780701552436
Position 37889: 9.616434520802073e-05
Position 38046: 9.597918821142813e-05
Position 151: 8.294376239093364e-05
Position 39977: 7.085702309619373e-05
Position 95: 6.679270692179719e-05
Position 513: 6.307900140280646e-05
Position 1100: 6.147136248618219e-05
Position 726: 5.0753414773680144e-05
Position 1123: 4.8795849081006245e-05
Position 39782: 4.2623069432516324e-05
Position 1170: 3.0042265139540096e-05
Position 632: 2.9004993074250273e-05
Position 418: 2.6080215340621814e-05
Position 38401: 2.563559083617353e-05
Position 38084: 2.0724451343908286e-05
Position 1032: 1.565701556059857e-05
Position 248: 1.5566402032348066e-05
Position 652: 1.3683348224024393e-05
Position 320: 1.1685268087351686e-05
Position 122: 9.320521944602809e-06
Position 463: 9.04425593603725e-06
Position 950: 2.7733918804925135e-07
Position 323: 2.7038814536989857e-07
Position 790: 2.6564275844553656e-07
Position 955: 3.402427464362007e-09
