Gene = CHMP5
index = 370
Annotated 5SS: [  206  1173  2958  5775  6282 11623 13284]
Annotated 3SS: [ 1067  2910  5680  6209 11513 13170 15866]
SMsplice 5SS: [  206  1173  2958  6282 11623]
SMsplice 3SS: [ 1067  2910  6209 11513 15866]
top_k =  1000
Partition function (log Z): 6.664158755767601

Sorted 5' Splice Sites (High to Low Probability):
Position 11623: 0.9981032883671453
Position 6282: 0.9921698255315362
Position 1173: 0.8893973895543144
Position 206: 0.8376366751944454
Position 2958: 0.6141169882364669
Position 11838: 0.45267794257526195
Position 5775: 0.4368698758035621
Position 13284: 0.385507434272149
Position 885: 0.36278814524796216
Position 3701: 0.2698791034736169
Position 3559: 0.23731668912583762
Position 11866: 0.2277430638659489
Position 2124: 0.18436746168225204
Position 8308: 0.1726659838882855
Position 7004: 0.08841013630260362
Position 2327: 0.08683037521388648
Position 1178: 0.07920015602204755
Position 3554: 0.07709461972701018
Position 6714: 0.06756273463448133
Position 6690: 0.05708298409013144
Position 12022: 0.04863747486255513
Position 2829: 0.04240080744374425
Position 8591: 0.0367468375985103
Position 7233: 0.034668437703195304
Position 3922: 0.03277213156782448
Position 15507: 0.030019134542544457
Position 2498: 0.02830898994691719
Position 9343: 0.02347476877137297
Position 13258: 0.02342733912979653
Position 2403: 0.02164198333002685
Position 8562: 0.021604593768503547
Position 6739: 0.015513694883914424
Position 14126: 0.015073469444058385
Position 228: 0.013626402728807715
Position 8587: 0.012462244635142722
Position 4173: 0.012060064531565638
Position 3028: 0.011950030531374835
Position 2991: 0.01186715831681797
Position 10310: 0.01109899753045725
Position 5297: 0.009738304411233294
Position 1201: 0.008925827719316158
Position 15942: 0.008262035213617312
Position 2040: 0.008221656411809998
Position 8622: 0.00790865681778882
Position 10400: 0.00747989482583533
Position 8604: 0.007433714476964176
Position 854: 0.007391681797776674
Position 8171: 0.007237503435993413
Position 10294: 0.006650741436592067
Position 6531: 0.006562726863722731
Position 8833: 0.005249573534504052
Position 13363: 0.0047656562083139495
Position 5909: 0.0045209145345342
Position 1812: 0.00447295512193618
Position 13587: 0.003661917323718792
Position 12184: 0.0034253896012271775
Position 3296: 0.0031433785739948057
Position 2376: 0.002831954404493243
Position 11732: 0.002375641432706502
Position 7012: 0.001981930093694515
Position 12415: 0.0019773145581092858
Position 3707: 0.001969620173905112
Position 2821: 0.001959820179131714
Position 12528: 0.0019411492532663062
Position 2050: 0.0019238285776878824
Position 2106: 0.0017366984224359034
Position 3591: 0.0017121126141203967
Position 13424: 0.0017075447291807983
Position 11860: 0.0017052578900710635
