Gene = MMACHC
index = 852
Annotated 5SS: [ 361 7498 8312]
Annotated 3SS: [7302 8158 8742]
SMsplice 5SS: [ 361 7498 8312]
SMsplice 3SS: [ 7302  8158 10588]
top_k =  1000
Partition function (log Z): -5.635404291056675

Sorted 5' Splice Sites (High to Low Probability):
Position 361: 0.9912916544013068
Position 8312: 0.9466042439449528
Position 7498: 0.9024641205936846
Position 11877: 0.21037519821038989
Position 10629: 0.06317415924122738
Position 6321: 0.04381656370246306
Position 8753: 0.04226927012339218
Position 3775: 0.03279659205458143
Position 6158: 0.03265656278042837
Position 3287: 0.02810392906087223
Position 1665: 0.025354683058500055
Position 3115: 0.024443295466835543
Position 3721: 0.02221075891712723
Position 599: 0.020274363066947677
Position 5213: 0.01774474386414186
Position 7375: 0.012444373428541954
Position 11154: 0.012215238879482948
Position 6397: 0.012034688420644108
Position 1156: 0.011491784372993454
Position 3945: 0.010871892815436362
Position 8350: 0.0098462865438872
Position 162: 0.008968748857038075
Position 6714: 0.00867476014964248
Position 2516: 0.008461561140295287
Position 6368: 0.008223974864177188
Position 7602: 0.007919409439969783
Position 1018: 0.00780948690916504
Position 42: 0.006750231348534986
Position 5379: 0.005408311566933971
Position 2783: 0.005245387308497641
Position 11403: 0.005227201573935509
Position 1386: 0.005111641035581796
Position 10739: 0.00448932705524645
Position 7464: 0.004462880559054685
Position 4718: 0.0041466864066635675
Position 346: 0.004139162963740092
Position 7761: 0.0032690084669636885
Position 5791: 0.003164202701317182
Position 3119: 0.0028719024850088503
Position 4222: 0.002773448213690105
Position 1262: 0.0025455264067505597
Position 2779: 0.0023182965942883027
Position 3788: 0.002239597416609094
Position 63: 0.0020218457147194915
Position 219: 0.0017370604295904397
Position 8030: 0.0016548050810393806
Position 3858: 0.0015970492585461373
Position 1698: 0.0014239837107540424
Position 3133: 0.001404563245967415
Position 6301: 0.0013896486648611397
Position 4149: 0.0012845592593247258
Position 8824: 0.0012743417541410105
Position 7956: 0.0012437341286129571
Position 11328: 0.0012161932635679092
Position 8879: 0.001209600539166564
Position 3679: 0.001162719091288818
Position 6372: 0.000995115701355785
Position 6152: 0.0009372849718585329
Position 519: 0.0008922131021377519
Position 6884: 0.0008857711689490207
Position 1677: 0.0008403229405108559
Position 3478: 0.0007711710342072488
Position 5256: 0.0007348234112344184
Position 7673: 0.0006405912992149695
Position 8036: 0.0006330359806405156
Position 8326: 0.0005947125651393116
Position 631: 0.0005930126191918344
Position 1511: 0.0005735491844469143
Position 11856: 0.0004635462224579392
Position 1713: 0.0003367823427343924
Position 1093: 0.00032471187435339865
Position 2186: 0.0003189192223377036
Position 8552: 0.0003089190248144029
Position 8249: 0.0002766254107571952
Position 7489: 0.0002677788186253312
Position 5169: 0.0002591278429669573
Position 3200: 0.0002497755521004534
Position 7466: 0.00024384222397485732
Position 5048: 0.00023805186584404907
Position 5223: 0.00021163061610409526
Position 3923: 0.0002054778470979173
Position 5181: 0.0002018030828278687
Position 2888: 0.0001959523695767789
Position 11341: 0.00018683179748065854
Position 1224: 0.00018003061969021198
Position 6401: 0.0001761413924847338
Position 1039: 0.0001754821754200492
Position 6073: 0.000171636719092561
Position 5636: 0.00015385021153995943
Position 3995: 0.00015375828855840733
Position 2057: 0.0001415253957028991
Position 4531: 0.00013426619462956262
Position 10053: 0.0001333375772670454
Position 13: 0.0001205169355686685
Position 9888: 0.0001047021331025131
Position 7311: 7.903811193080253e-05
Position 9503: 3.3010548627714734e-05
Position 105: 1.8894657823459102e-05
Position 83: 1.7806739149933306e-05
Position 9194: 1.7372884885159995e-05
Position 273: 1.7191217468391085e-05
Position 8201: 1.6656336367906965e-05
Position 959: 1.4532280948847243e-05
