Gene = GKAP1
index = 593
Annotated 5SS: [  226   747 11441 18558 29142 33028 37361 48925 64485 69434 75213 75791]
Annotated 3SS: [  614 11181 18413 29063 32903 37337 48771 64382 69369 75141 75712 77997]
SMsplice 5SS: [  226   747 11441 18558 28395 33028 51118 57723 64485 69434 75213 75791]
SMsplice 3SS: [  614 11181 18413 28292 32903 51014 57642 64382 69369 75141 75712 77997]
top_k =  1000
Partition function (log Z): -21.326923789524983

Sorted 5' Splice Sites (High to Low Probability):
Position 18558: 0.9951151096891534
Position 28395: 0.9461228355485438
Position 33028: 0.937781984389919
Position 226: 0.9220954601163326
Position 747: 0.8160235370414748
Position 37430: 0.5738612081447484
Position 24792: 0.5424584652730191
Position 11441: 0.4774443632356491
Position 29142: 0.47551162329875307
Position 8920: 0.4529177395483117
Position 33292: 0.4525414955937678
Position 11325: 0.4403081733013597
Position 19731: 0.42273801185492577
Position 51118: 0.4215037126336931
Position 25533: 0.3435674300697237
Position 44851: 0.2944434564469643
Position 1478: 0.2853647020619894
Position 6152: 0.28437235394259636
Position 20048: 0.24537449121514635
Position 32135: 0.21169935866777564
Position 20526: 0.1241646061039003
Position 8491: 0.11986993048784925
Position 37361: 0.11797148909863842
Position 11026: 0.11520588069147822
Position 33328: 0.1121285000681532
Position 3247: 0.09097007117601996
Position 5356: 0.0748432393721588
Position 25503: 0.0699809651312631
Position 11544: 0.06433678833808078
Position 17903: 0.0599701173813198
Position 11922: 0.05037041253052722
Position 32130: 0.03366956326367708
Position 10088: 0.03244667046026943
Position 874: 0.030881182309197414
Position 6928: 0.02827370818237174
Position 511: 0.02671493252657759
Position 5360: 0.018670805423798974
Position 25265: 0.018610288345215026
Position 32211: 0.018582150376874048
Position 1331: 0.017284869560888268
Position 20249: 0.016350965021437014
Position 33757: 0.013912166251848684
Position 12574: 0.013137917855127685
Position 8752: 0.012659014086502449
Position 3903: 0.01232817834022321
Position 45817: 0.01175289474656491
Position 22969: 0.011541732597780692
Position 6866: 0.011495518902397483
Position 24918: 0.01068220804153202
Position 5154: 0.010034540266506476
Position 11710: 0.009253634053589784
Position 32020: 0.008754707762374588
Position 282: 0.008712992391298033
Position 46: 0.00808474454294503
Position 15522: 0.007002872125807502
Position 28926: 0.006481369715947275
Position 33377: 0.005278383205775205
Position 18568: 0.004884889847656493
Position 142: 0.004590602308969073
Position 9608: 0.0043210426166657755
Position 230: 0.0042717606600400386
Position 42487: 0.003753647499818163
Position 19457: 0.0034654865620686376
Position 18831: 0.003345970750540642
Position 3303: 0.003277039334360632
Position 28805: 0.0030428347216600736
Position 895: 0.002905376294165528
Position 4247: 0.0023303637687124936
Position 1087: 0.0023031266896274116
Position 19737: 0.002276414193853379
Position 29725: 0.0021892382504011118
Position 29186: 0.0021065819515390305
Position 5352: 0.0020295561251625245
Position 11481: 0.002004365984837013
Position 18859: 0.001671936024274873
Position 703: 0.001641222119992807
Position 21144: 0.0015254970675645226
Position 21940: 0.001495239004185802
Position 3141: 0.0014825505717043044
Position 3147: 0.0014583871658335737
Position 4853: 0.0013716967733220613
Position 30027: 0.0010370772912376796
Position 1817: 0.0009661124650345659
Position 23880: 0.0009519297743697864
Position 718: 0.0008478401866943429
Position 5319: 0.0008271458320863355
Position 24581: 0.0007822815765172404
Position 327: 0.0005876985642349013
Position 5281: 0.0005813963687105415
Position 22: 0.0004891445424634484
Position 615: 0.0004647773546365641
Position 2098: 0.0004504513377969672
Position 3430: 0.0004344108667240974
Position 8091: 0.0003970531468586958
