Gene = CARD19
index = 278
Annotated 5SS: [  135 11599 14504 15721 16072]
Annotated 3SS: [11455 14349 15660 15999 16773]
SMsplice 5SS: [  135 11610 14504 16072]
SMsplice 3SS: [11455 14349 15999 16773]
top_k =  1000
Partition function (log Z): 0.5898027266189052

Sorted 5' Splice Sites (High to Low Probability):
Position 11610: 0.9343078387042332
Position 14504: 0.8291376413968777
Position 16072: 0.8256331276419824
Position 135: 0.712777601022401
Position 901: 0.6820430018895852
Position 3624: 0.390444650526226
Position 380: 0.24454748328778536
Position 3566: 0.22848523401641835
Position 3244: 0.21818723967261328
Position 4830: 0.2115224169758181
Position 5365: 0.2036921494623566
Position 8254: 0.2025214920801419
Position 12895: 0.19787246750693105
Position 15871: 0.1788338223029481
Position 12875: 0.16641956241482636
Position 9190: 0.15702146134942113
Position 14417: 0.1337609359837662
Position 7023: 0.12657691032902707
Position 12152: 0.08717765389362044
Position 15343: 0.08432878934886598
Position 8197: 0.07861394980364478
Position 15304: 0.0763785663019613
Position 14197: 0.06990198533683853
Position 11599: 0.06350281552694007
Position 305: 0.05551211690599742
Position 9341: 0.055011566072279534
Position 4527: 0.053072335113235
Position 14951: 0.051142666778924935
Position 16537: 0.03514385981493367
Position 12304: 0.03435963403908811
Position 12334: 0.034231268903928025
Position 15721: 0.0332034983936022
Position 2149: 0.03292452936530707
Position 6475: 0.032202760958007975
Position 12898: 0.02474814769011156
Position 12309: 0.02214180238230737
Position 2103: 0.020754708281723214
Position 2583: 0.019617823235518566
Position 603: 0.016655575046273224
Position 13162: 0.01653455381394464
Position 12903: 0.015321070205187436
Position 746: 0.014177228509058878
Position 2546: 0.013812745960834504
Position 1884: 0.013126938690126141
Position 15429: 0.012805918648554624
Position 12915: 0.012637731315718206
Position 279: 0.012182988907731278
Position 15535: 0.009986508715036162
Position 9391: 0.009774316854521209
Position 14235: 0.00915187272773872
Position 12640: 0.006921531202608463
Position 3729: 0.006874856611755452
Position 14991: 0.006847934376078858
Position 118: 0.005826866823839448
Position 13171: 0.005291210913915722
Position 637: 0.004708039854710465
Position 15373: 0.003524834908394161
Position 16237: 0.0034232239824029944
Position 13135: 0.003276953818150956
Position 5221: 0.0029662091694926556
Position 8575: 0.0025869866760854757
Position 1373: 0.002339246953334895
Position 12773: 0.002189652092905995
Position 146: 0.0019697178930191575
Position 12670: 0.0018813977836635116
Position 11619: 0.0017262883201175365
