Gene = POP7
index = 1054
Annotated 5SS: [252]
Annotated 3SS: [767]
SMsplice 5SS: [344]
SMsplice 3SS: [767]
top_k =  1000
Partition function (log Z): -11.03640658687646

Sorted 5' Splice Sites (High to Low Probability):
Position 344: 0.7159788582428083
Position 252: 0.21291293467552336
Position 548: 0.03446541267835085
Position 685: 0.01964567252054752
Position 50: 0.018876544905766506
Position 389: 0.008095547944765892
Position 1281: 0.004942939705437027
Position 405: 0.003960670177844615
Position 665: 0.0027843062389388443
Position 962: 0.0024450376959958124
Position 710: 0.002354370215307964
Position 1335: 0.0019088708429403816
Position 321: 0.0017598663672830019
Position 167: 0.0014356282035964658
Position 391: 0.0008646583699183484
Position 1197: 0.0008156296840126886
Position 62: 0.0006191881347891378
Position 803: 0.00041486250873009375
Position 161: 0.0003856457795028207
Position 656: 0.0002923076518346792
Position 80: 0.00023783983324761915
Position 1329: 0.00022014356357344275
Position 1069: 0.00021742138895793555
Position 727: 5.116421543992519e-05
Position 348: 4.085266333852142e-05
Position 696: 3.711677145476696e-05
Position 501: 2.1412931176970358e-05
Position 1349: 1.68881531569565e-05
Position 284: 1.5127955931232098e-05
Position 648: 1.0703472295022153e-05
Position 1059: 1.0121081949142068e-05
Position 1256: 8.664263068874993e-06
Position 1358: 6.396890244198292e-06
Position 196: 4.182107693842993e-06
Position 1186: 2.9893635802447236e-06
Position 393: 1.6915148247949546e-08
Position 456: 1.4629233500150889e-08
Position 471: 5.318450814656129e-09
Position 577: 5.042433654164013e-09
Position 238: 4.950963728111513e-09
Position 434: 2.242737631687002e-09
Position 621: 9.616498113975802e-10
Position 476: 2.7151621043562167e-10
Position 422: 1.1374797050625943e-10
Position 428: 4.7428285921943616e-11
Position 587: 7.324579325061464e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 767: 0.377963562285591
Position 1068: 0.30454153442848636
Position 444: 0.0680166892753236
Position 595: 0.04817274923811302
Position 575: 0.03434642367997939
Position 875: 0.029649238853281586
Position 1038: 0.02650765359768965
Position 469: 0.018575956532894386
Position 571: 0.01459915739023644
Position 465: 0.012166604062682943
Position 1432: 0.011390184735531371
Position 903: 0.01117814930456919
Position 966: 0.010596128031924579
Position 845: 0.01045424691225448
Position 621: 0.009624679096997182
Position 1044: 0.009154053025533704
Position 939: 0.006306199970754793
Position 648: 0.006093866344572818
Position 440: 0.005200885672571502
Position 936: 0.004399055600458067
Position 776: 0.003443369428674446
Position 1358: 0.0024737297181998503
Position 701: 0.0023641262969737015
Position 915: 0.0019750901933011937
Position 1095: 0.0011047404967596283
Position 860: 0.0007373658891293229
Position 1162: 0.0007134944963671985
Position 684: 0.0007002885441013979
Position 851: 0.0006591583446585977
Position 1184: 0.0004408627655026549
Position 446: 0.00028606168818715483
Position 813: 0.0001894295158721763
Position 1117: 0.00018240474204923496
Position 921: 0.00017408221742709422
Position 829: 0.00015737681857605964
Position 662: 0.00014219169739491778
Position 1107: 0.00011596476962166065
Position 1113: 0.00011579660440135946
Position 504: 0.00011017998078220495
Position 1274: 7.736712108510079e-05
Position 1306: 7.705682614695757e-05
Position 1256: 7.13359220563776e-05
Position 981: 6.969337252923681e-05
Position 1362: 6.0589572607884094e-05
Position 707: 6.048348190716899e-05
Position 784: 4.928972313583588e-05
Position 1134: 4.2031514302142796e-05
Position 1313: 3.652317229272587e-05
Position 525: 3.489419481831217e-05
Position 1197: 3.1536555042685835e-05
Position 1052: 3.069206030928133e-05
Position 248: 2.572971212518419e-05
Position 1276: 2.2120807270262314e-05
Position 1376: 2.061962338251027e-05
Position 655: 1.6732480904869046e-05
Position 196: 1.3744698664377795e-05
Position 231: 1.1620906143326556e-05
Position 471: 1.1336484769288425e-05
Position 348: 9.491437802979793e-06
Position 379: 9.345902395460845e-06
Position 1208: 8.427515737285339e-06
Position 343: 7.117309474286147e-06
Position 952: 7.076485081386492e-06
Position 328: 6.867394009855109e-06
Position 1119: 5.587648746035866e-06
Position 737: 5.551087101371083e-06
Position 1327: 4.950139333136309e-06
Position 793: 3.845932914857054e-06
Position 372: 2.6228013581902607e-06
Position 250: 1.150246942410037e-06
Position 211: 5.372642418832014e-07
Position 1177: 3.617959552886998e-07
Position 252: 3.429025592361534e-07
Position 476: 2.575934820860006e-07
Position 290: 1.558700964477465e-07
Position 275: 1.1804434531895836e-07
Position 256: 5.485606843817166e-08
Position 284: 1.741878235331315e-08
Position 114: 1.1061143513103883e-08
Position 362: 1.6181206540456688e-09
Position 713: 1.2335658664694427e-09
Position 264: 1.1683729473226222e-09
Position 354: 9.05137928336293e-10
Position 389: 6.947303583404158e-10
Position 669: 4.4680056041667477e-10
Position 356: 4.4182226921356487e-10
