Gene = ISPD
index = 720
Annotated 5SS: [   257  15262  45231 112800 119902 143194 162403 162933 205257]
Annotated 3SS: [ 14984  45080 112694 119855 143095 162309 162839 205124 329522]
SMsplice 5SS: [   257   8599  15262  38372  44983  45231  63501  71836  73647  85763
  95644  96322 112800 143018 143194 162403 162933 188880 203907 205257
 210970 238521 283096 302302 308302 320805 325785]
SMsplice 3SS: [  8474  14984  38275  44775  45080  63408  71614  73520  85645  95538
  96282 112694 142857 143095 162309 162839 188753 203826 205124 210822
 238411 282982 301946 308184 320731 325641 331166]
top_k =  1000
Partition function (log Z): -163.15381796784408

Sorted 5' Splice Sites (High to Low Probability):
Position 8599: 0.8264740594491663
Position 257: 0.5765477885018295
Position 15262: 0.5148078511392903
Position 936: 0.41751463368926717
Position 13144: 0.21889935357413393
Position 12624: 0.19277088672455509
Position 164: 0.1843932550750115
Position 8017: 0.16784084580219316
Position 13723: 0.12682940720781244
Position 2781: 0.08840041754880318
Position 645: 0.08220765717027925
Position 7424: 0.07473615352880585
Position 8032: 0.07186353967388272
Position 2817: 0.06918096939954599
Position 8652: 0.05092874734311773
Position 17316: 0.03695767038174386
Position 3238: 0.03358146530436679
Position 8097: 0.03330634178004137
Position 8304: 0.02679995181047748
Position 2363: 0.02605773552023845
Position 4750: 0.01552311952059723
Position 2137: 0.013270701904083911
Position 13685: 0.013008900699503383
Position 493: 0.007721014928299362
Position 2615: 0.0072752813530495095
Position 1939: 0.002530570445230689
Position 711: 0.0016072793721826559
Position 737: 0.0013839716826656578
Position 7092: 0.001152321280505047
Position 3610: 0.0011009881882776816
Position 1276: 0.0010326122942500065
Position 4345: 0.0007042986669067957
Position 11513: 0.0004049252911516031
Position 672: 0.00037154528177136994
Position 3768: 0.00035186853548457023
Position 661: 0.00029456496474088904
Position 7130: 0.0002602693243267192
Position 4227: 0.00023909317994170068
Position 539: 0.00019591888113543976
Position 58: 0.0001915818283994012
Position 676: 0.00017980570510058266
Position 284: 7.280967546717038e-05
Position 1523: 6.98256266283957e-05
Position 589: 6.737632991437811e-05
Position 649: 6.241401405520576e-05
Position 2661: 4.786574066770102e-05
Position 633: 3.484509690873549e-05
Position 43: 2.8769581025740082e-05
Position 183: 2.751302252043334e-05
Position 531: 2.4708423898204893e-05
Position 642: 1.8927553158308685e-05
Position 419: 1.684625019804064e-05
Position 598: 1.5758429934623436e-05
Position 560: 1.4516085945541812e-05
Position 147: 1.2594412413836861e-05
Position 606: 1.0306810901851014e-05
Position 514: 9.777099445009749e-06
Position 371: 8.950435251082515e-06
Position 149: 6.456939985348912e-06
Position 496: 4.278611121036739e-06
Position 1974: 3.7493495387383275e-06
Position 1370: 2.2032325676560016e-06
Position 1391: 2.071266136250216e-06
Position 2058: 1.6374835715717735e-06
Position 1991: 1.0500048256007902e-06
Position 1290: 9.996271990219934e-07
Position 1197: 9.561483591243144e-07
Position 569: 9.531146160847306e-07
Position 1192: 8.76442849838194e-07
Position 1593: 7.697848575921407e-07
Position 1053: 6.427518839644406e-07
Position 983: 5.45764953261275e-07
Position 811: 3.591771850887412e-07
Position 1588: 3.0183227929509167e-07
Position 975: 2.940567065506007e-07
Position 1174: 2.2323280645321854e-07
Position 907: 2.2217978852985852e-07
Position 1089: 1.1922303967040285e-07
Position 55: 9.61089462758631e-08
Position 1802: 8.960485505837282e-08
Position 923: 5.7076169117822474e-08
Position 102: 4.8861038770869646e-08
