Gene = MIOS
index = 846
Annotated 5SS: [  201   817  1252  6898  7325 16501 18934 21692 22692 28261 29590 39200]
Annotated 3SS: [  734  1153  5563  7225 16245 18763 21625 22532 28107 29384 39069 40123]
SMsplice 5SS: [  201   817  1252  6806  7325 16501 18934 22692 28261 29590 39200]
SMsplice 3SS: [  734  1153  6667  7073 16245 18763 22532 28107 29384 39069 40123]
top_k =  100
Partition function (log Z): -11.614986563747632

Sorted 5' Splice Sites (High to Low Probability):
Position 1252: 0.9993954932387531
Position 16501: 0.9991770149855621
Position 817: 0.9981831900754169
Position 18934: 0.9980016357687134
Position 7325: 0.9616081325296862
Position 6806: 0.8481116205001875
Position 29590: 0.6099678270160269
Position 201: 0.5210968855893695
Position 613: 0.41387251337492675
Position 15948: 0.22570571913713444
Position 9737: 0.14242423426382497
Position 8250: 0.12954708165858309
Position 2520: 0.0820429599575174
Position 500: 0.033535699344448805
Position 205: 0.013248306698395522
Position 219: 0.009101052128399635
Position 325: 0.00644837653631475
Position 826: 0.0013839476467452459
Position 89: 0.0012284460487743387
Position 1229: 0.0005997104595683363
Position 639: 0.0005123325387034488
Position 570: 0.0004528082474721796
Position 175: 0.0002088196334885891
Position 320: 0.00018830235036591513
Position 57: 0.00015446743035582846
Position 982: 0.00013503135264495157
Position 65: 0.00010586988591547496
Position 804: 9.485186000147476e-05
Position 698: 4.7449207249506374e-05
Position 5283: 1.5801510671197505e-06
Position 2630: 1.199541233776258e-06
Position 850: 3.885156443062872e-08
Position 127: 6.0831344039636385e-12
Position 154: 4.37077335618008e-12
Position 277: 4.192702958145903e-12
Position 225: 3.904529636631525e-12
Position 293: 2.0833692099978354e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16245: 0.9998801417020297
Position 18763: 0.9991770149855624
Position 29384: 0.9832122687903023
Position 1153: 0.982981320453271
Position 7073: 0.9616178351599405
Position 6667: 0.8481116205001875
Position 734: 0.6874667133176932
Position 30851: 0.3667425834540058
Position 697: 0.2915793193234558
Position 29944: 0.24322524356202185
Position 15757: 0.22570571913713444
Position 9582: 0.14242423426382497
Position 8146: 0.08089085734376977
Position 8040: 0.04866113499102252
Position 2408: 0.03803198912953901
Position 2433: 0.03400654829290712
Position 1109: 0.016875302529719187
Position 754: 0.011741548921993665
Position 769: 0.006331344579972419
Position 2343: 0.006256735904496217
Position 20827: 0.005095628157705279
Position 20164: 0.004477533468299565
Position 21625: 0.004441142318022321
Position 2318: 0.0037520127394638537
Position 715: 0.0013302539041387784
Position 19204: 0.0007750630343841873
Position 544: 0.00039427677681989394
Position 702: 0.00028717989521107046
Position 617: 0.00023552891407391724
Position 639: 0.00021740302051427056
Position 364: 0.00018237111013992487
Position 323: 0.00012568527942808484
Position 1186: 8.451220855334405e-05
Position 424: 5.840388546144932e-05
Position 963: 5.5224296944473817e-05
Position 5563: 3.395100108334133e-05
Position 549: 2.6418155320611922e-05
Position 907: 2.193394131328679e-05
Position 7401: 1.6592914787630032e-05
Position 8620: 1.2310868013872076e-05
Position 10550: 1.2301241525280815e-05
Position 7519: 9.732154934570191e-06
Position 1849: 7.425845863442093e-06
Position 1552: 1.9050363216656511e-06
Position 3750: 1.5718905530574175e-06
Position 5673: 1.2802472762959997e-06
Position 5146: 1.0499216290402894e-06
Position 3562: 1.0361488218965527e-06
Position 2491: 5.304452272896649e-07
Position 5219: 5.302294380794611e-07
Position 1533: 4.876824338113284e-07
Position 4009: 4.590359325889674e-07
Position 2114: 4.0078468248985473e-07
Position 1830: 3.3468356640029543e-07
Position 1350: 3.033608592648445e-07
Position 1662: 2.672198150034937e-07
Position 2438: 6.648711233694265e-08
Position 495: 4.59939097497287e-09
Position 910: 4.337437259070398e-09
Position 476: 1.8615192868576123e-09
Position 489: 1.7236939035061995e-09
Position 407: 2.710747576568255e-10
Position 438: 2.628899358957102e-10
Position 499: 1.6145165602637687e-10
Position 306: 1.3615399375450748e-10
Position 370: 1.5258174816939945e-11
Position 200: 1.1659523092971237e-11
