Gene = MOBP
index = 853
Annotated 5SS: [   61 12444 34596 35197]
Annotated 3SS: [12359 34385 34782 45702]
SMsplice 5SS: [   61 12444 32388 34596]
SMsplice 3SS: [12359 32329 34500 45702]
top_k =  100
Partition function (log Z): -24.648449704053206

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.9999507621135062
Position 12444: 0.9074726657533595
Position 13536: 0.0559884822543954
Position 4170: 0.009054713602392888
Position 837: 0.008797602001547517
Position 2723: 0.005265043225789865
Position 2822: 0.003991279387904294
Position 6505: 0.002682686263662699
Position 375: 0.0019133940461923047
Position 841: 0.00047711716584576604
Position 247: 6.666016796980948e-05
Position 790: 4.555958033852664e-05
Position 172: 6.553875268845693e-06
Position 17: 5.649454973877988e-06
Position 692: 1.6206425551773787e-06
Position 282: 7.400756386783575e-07
Position 378: 2.601350561482042e-07
Position 78: 3.928569531872012e-08
Position 124: 5.1239267519367176e-09
Position 134: 4.486844765104814e-09
Position 34: 2.7304394188886466e-12
Position 122: 5.785762864912205e-16
Position 181: 1.050174008926787e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 12359: 0.9197952458433043
Position 12659: 0.22570719181535726
Position 17128: 0.2239663142257183
Position 17954: 0.13887231621769974
Position 13837: 0.09095555196412858
Position 13438: 0.08691027684639396
Position 9244: 0.04900393576909323
Position 14258: 0.04432421333607284
Position 13076: 0.036816786357970914
Position 14014: 0.029800086583521755
Position 13474: 0.027537468076139358
Position 13640: 0.023475813845974473
Position 12616: 0.017941602883752798
Position 12954: 0.017153525855023447
Position 4051: 0.01098403977201724
Position 495: 0.008213022097936324
Position 2650: 0.006464650501078878
Position 159: 0.006334918675370616
Position 472: 0.004070487143864339
Position 9912: 0.003933518902559741
Position 6269: 0.003298173573497362
Position 2749: 0.0028164564363787293
Position 8338: 0.002649400786670092
Position 4578: 0.0023492292216018675
Position 7581: 0.0018655456661224887
Position 1804: 0.0018208976313158936
Position 3427: 0.0012360639133614814
Position 612: 0.0011333514259577837
Position 763: 0.0010363268959285628
Position 5563: 0.0009648524662965296
Position 1881: 0.0006693754996599252
Position 3915: 0.0006595440231186184
Position 2548: 0.000637659005390762
Position 817: 0.000471448108290325
Position 863: 0.0004220156606219173
Position 711: 0.0004093566473932966
Position 566: 0.0003940063690718679
Position 683: 0.0001962212605176767
Position 329: 0.00018873571963875504
Position 181: 8.595590931445851e-05
Position 1767: 7.371538945345155e-05
Position 176: 4.101514532098144e-05
Position 254: 3.4689989392121846e-05
Position 339: 4.588395436002549e-06
Position 304: 3.5467905209562684e-07
Position 310: 3.2072269848309097e-07
Position 367: 2.402462070038225e-07
Position 186: 8.313278334694836e-08
Position 219: 8.003896073360066e-08
Position 224: 7.283791873805558e-08
Position 211: 6.050056892468904e-08
Position 363: 1.0382588689945372e-08
Position 347: 1.0046153381267877e-08
Position 204: 9.706187388733417e-09
Position 534: 4.499754187864197e-09
