Gene = PMVK
index = 1045
Annotated 5SS: [  401  4640  7968 10638]
Annotated 3SS: [ 4575  7814 10507 11725]
SMsplice 5SS: [  401  4640 10638]
SMsplice 3SS: [ 4575 10507 11725]
top_k =  100
Partition function (log Z): -4.5070234472030215

Sorted 5' Splice Sites (High to Low Probability):
Position 10638: 0.9932326779440158
Position 4640: 0.9154585482139049
Position 7726: 0.3550695446246515
Position 7968: 0.31977089027663735
Position 401: 0.2693120489780549
Position 31: 0.2448279870215331
Position 407: 0.20289530330209563
Position 421: 0.08761633830799545
Position 11113: 0.07400838657826928
Position 597: 0.05270583753170846
Position 1341: 0.04480663096246356
Position 4776: 0.04238741920373839
Position 260: 0.03608164595171089
Position 11576: 0.03350008121891708
Position 403: 0.030715410830076194
Position 11221: 0.02132121107423796
Position 11595: 0.020212439093340865
Position 931: 0.018414428601462307
Position 7347: 0.01724241066390728
Position 7732: 0.01654733451343956
Position 11952: 0.013924384400123994
Position 11584: 0.01263818660481679
Position 158: 0.012508658153404371
Position 4664: 0.012125379553244496
Position 5473: 0.011813823470671756
Position 9273: 0.011596490294426273
Position 5862: 0.008945790154208969
Position 5431: 0.008433571508061918
Position 7060: 0.008429500980621013
Position 4913: 0.007367406642139742
Position 2055: 0.006427146239223742
Position 1101: 0.005566449689119948
Position 10580: 0.005048372233946186
Position 11870: 0.0013970004281105381
Position 11899: 0.0006078210925045452
Position 11879: 0.0005772306597464648
Position 4630: 7.321350007410251e-05
Position 4: 5.8536879687676025e-05
Position 796: 5.717347980548524e-05
Position 7141: 2.7471990534577624e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 10507: 0.9987506175032316
Position 11725: 0.9765311315188873
Position 4575: 0.9699308178451141
Position 7814: 0.2388346738588762
Position 7629: 0.17303637520354567
Position 7609: 0.13778555355814112
Position 11483: 0.06354343642291196
Position 7759: 0.062439126251675726
Position 7670: 0.04828035099393228
Position 11075: 0.045730101225999346
Position 10896: 0.036249309764194604
Position 7835: 0.018497090166085407
Position 5360: 0.017891624536961092
Position 10958: 0.013091722036243016
Position 7449: 0.01251459938247181
Position 9142: 0.011596490294426273
Position 7154: 0.010865868278140157
Position 11044: 0.010123450704139603
Position 12134: 0.009273317482306516
Position 5686: 0.008945790154208965
Position 6953: 0.008429500980621013
Position 4825: 0.007367406642139748
Position 11460: 0.007268444575782155
Position 1935: 0.006427146239223736
Position 7047: 0.0064040143763017055
Position 966: 0.004673442663168832
Position 12065: 0.0045805645046454214
Position 10961: 0.0038786880336984042
Position 12048: 0.0030444680222601623
Position 5380: 0.0023557704417725817
Position 11346: 0.0021435809579274214
Position 10816: 0.0012790433729814488
Position 930: 0.0008930070259511205
Position 12111: 0.0006466878670574691
Position 10761: 0.0003332273357622478
Position 4361: 0.00011374262584709775
