Gene = HYI
index = 669
Annotated 5SS: [ 395  604 1785 2055 2192 2342 2580]
Annotated 3SS: [ 491 1669 1975 2141 2271 2444 2677]
SMsplice 5SS: [ 395  604 1785 2055 2192 2342 2580]
SMsplice 3SS: [ 491 1669 1975 2141 2271 2444 2677]
top_k =  100
Partition function (log Z): 7.59760133727682

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9990067007524216
Position 2192: 0.9083104149551519
Position 2342: 0.8638808882897243
Position 604: 0.8386542533279286
Position 1785: 0.8015767838224077
Position 2055: 0.73937557868963
Position 2580: 0.6191843728172565
Position 2562: 0.3445772578243406
Position 577: 0.15853283356258493
Position 1895: 0.06501869098030273
Position 2162: 0.04550600096223726
Position 1379: 0.04350240500722275
Position 1360: 0.01954774490332497
Position 1087: 0.013886336367091726
Position 959: 0.010379405469599453
Position 2338: 0.00860060125721369
Position 1459: 0.0051484638700692
Position 2206: 0.0035552195699666495
Position 741: 0.0028378021743434164
Position 916: 0.0021196891870007627
Position 1555: 0.001790759481386331
Position 655: 0.00123084957575793
Position 1864: 0.0010882903119123087
Position 1401: 0.0008046868722985631
Position 734: 0.0007758322192056833
Position 1794: 0.0004544738042494199
Position 1882: 0.00043406301076075844
Position 265: 0.00033142320625822677
Position 373: 0.0002726227875362583
Position 315: 0.00022715777946342487
Position 1620: 0.0002048689910597258
Position 2256: 0.00015008806869524385
Position 572: 5.4565624737115796e-05
Position 87: 5.239696175351154e-05
Position 21: 5.196838630506617e-05
Position 304: 5.189332092702046e-05
Position 1824: 5.46712175530489e-06
Position 399: 4.172635294521997e-06
Position 46: 1.5591210532598884e-06
Position 432: 1.433742946827365e-07
Position 81: 9.066406051854964e-09
Position 225: 7.431307647872393e-09
Position 91: 6.485309779033582e-09
Position 456: 3.622481800296877e-10
Position 34: 3.2036613244407347e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2141: 0.9804897165810798
Position 491: 0.9798277790218961
Position 2444: 0.9531643168590878
Position 2677: 0.8989174657960082
Position 1669: 0.8798474571990723
Position 2271: 0.8555123551216578
Position 1975: 0.38110668799655234
Position 1957: 0.30855408973770426
Position 1213: 0.059282161545278614
Position 2780: 0.020281865171413463
Position 494: 0.01806701790601634
Position 654: 0.014597755851182339
Position 2455: 0.013531494767847076
Position 2029: 0.01299069342607938
Position 1881: 0.011932946904646522
Position 2914: 0.010883054782896586
Position 2680: 0.00945685233865521
Position 2289: 0.009384516314117701
Position 984: 0.008791446337382155
Position 1554: 0.007538403732909239
Position 2917: 0.006988135658545932
Position 1276: 0.006761436591854124
Position 2887: 0.005518690015723504
Position 2972: 0.004923027075345805
Position 2723: 0.004734589284637008
Position 1978: 0.004265599740977613
Position 942: 0.004261679089271393
Position 2818: 0.00410819545875184
Position 1501: 0.004092553701330811
Position 2397: 0.003945161280833905
Position 2256: 0.0024696118821457835
Position 2158: 0.0022307015066906793
Position 2464: 0.0019838437227136883
Position 1999: 0.0017115941922749536
Position 887: 0.0012931484302992132
Position 1067: 0.0011460732736176663
Position 1283: 0.0010488642771316402
Position 1008: 0.0010405792801430995
Position 1784: 0.0010082379824416475
Position 2109: 0.0009593650727636436
Position 541: 0.0005709683765143056
Position 1525: 0.00039284575903692225
Position 2050: 0.0002663633526575296
Position 898: 0.00025925061632503185
Position 1215: 0.00020295687567996069
Position 834: 0.00015476671290157184
Position 1030: 0.00015060967035121885
Position 2311: 0.00014473028778649725
Position 1513: 0.00014013017558966854
Position 2147: 0.00013169417058655616
Position 2161: 0.0001068329074871277
Position 537: 5.1809417436692205e-06
Position 958: 4.1810215685065085e-06
Position 847: 2.4209255794072226e-06
Position 660: 1.953431589920056e-06
Position 843: 9.494399505265902e-07
Position 869: 7.822079589279769e-07
Position 1132: 7.714422290091553e-07
Position 474: 7.563024508344998e-07
Position 500: 6.985367383360003e-07
Position 914: 5.790498621961636e-07
Position 568: 2.981682234277858e-08
Position 587: 2.8997233868525118e-08
Position 193: 2.718473649186766e-08
Position 281: 1.9252873560976196e-08
Position 505: 1.6094046627447017e-08
Position 502: 1.5179412962043956e-08
Position 98: 1.2195651119438511e-08
Position 554: 6.078578662348351e-09
Position 556: 4.83955416045192e-09
Position 243: 2.293210048368784e-09
Position 324: 7.473112689811421e-10
