Gene = SMCO1
index = 1278
Annotated 5SS: [ 207 5847]
Annotated 3SS: [5696 7034]
SMsplice 5SS: [ 263 5847]
SMsplice 3SS: [5696 7034]
top_k =  100
Partition function (log Z): -8.48388711584231

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.98446940286921
Position 263: 0.7861479788735626
Position 7129: 0.34172540099176923
Position 6872: 0.23542137381412034
Position 207: 0.07514332676816547
Position 333: 0.05056923961164727
Position 6840: 0.04001008069934745
Position 5241: 0.03540487167135831
Position 694: 0.03187225374953021
Position 4542: 0.029793660246598047
Position 1313: 0.027466360809756018
Position 378: 0.020408801633989466
Position 6730: 0.009477156461615337
Position 7396: 0.009005902286654117
Position 961: 0.00574735013757746
Position 426: 0.005207303844812661
Position 1568: 0.004900875518312543
Position 7136: 0.0046655271690444235
Position 1863: 0.0037177748049201645
Position 5786: 0.003610893426759659
Position 1457: 0.0029544276856722207
Position 714: 0.002937874424707966
Position 2473: 0.0027236739604580367
Position 6070: 0.0006829263389758827
Position 5927: 0.00040263459025101784
Position 5887: 0.0003052342461941296
Position 5851: 0.00027906385694811855
Position 661: 2.6653257874015175e-05
Position 241: 1.3331759202163047e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 5696: 0.9951189518324912
Position 7034: 0.8888154943448116
Position 7816: 0.22611679918923921
Position 6675: 0.13610058768945243
Position 7636: 0.12677602685276304
Position 6772: 0.12193212285174115
Position 5093: 0.03540487167135831
Position 6432: 0.024638718866245673
Position 4444: 0.023549888716273035
Position 8378: 0.023207415770531026
Position 7573: 0.017108681079444982
Position 6647: 0.014119094525964498
Position 7621: 0.010627015097457804
Position 7067: 0.006364848752308595
Position 7395: 0.006359276069085092
Position 1095: 0.006151851228414467
Position 6014: 0.005598180412725975
Position 6036: 0.004930874188224769
Position 5994: 0.004750620352597796
Position 6941: 0.004085304268469445
Position 6928: 0.004047654393486723
Position 4390: 0.003929485096222283
Position 1745: 0.003899806029103754
Position 6593: 0.002944241044873268
Position 6596: 0.002539589932154774
Position 4367: 0.0023142864341027295
Position 1225: 0.001956987350229399
Position 1255: 0.0019081353037412316
Position 2344: 0.001904488810885537
Position 860: 0.0017563847347629175
Position 5970: 0.0015685949313782189
Position 7012: 0.0011169339245316909
Position 6456: 0.0008718935513068367
Position 2204: 0.0008191851495725006
Position 1258: 0.0008138897959208795
Position 774: 0.0008085296617386051
Position 2044: 0.00013464560542032932
