Gene = SHQ1
index = 1255
Annotated 5SS: [  283  4122  6201  7436 16112 24057 31251 33131 35810 55565]
Annotated 3SS: [ 4056  6077  7280 15998 23928 31095 33076 35685 55443 97643]
SMsplice 5SS: [  283  4122  7436 16112 24057 30552 31251 39413 40586 40829 55565 65512
 68357 81868]
SMsplice 3SS: [ 4056  7280 15998 23928 30432 31095 39297 40455 40672 55443 65340 68298
 81759 97643]
top_k =  100
Partition function (log Z): -28.16571841985856

Sorted 5' Splice Sites (High to Low Probability):
Position 7436: 0.9999999999999891
Position 24057: 0.9999998804759367
Position 31251: 0.9999991935262011
Position 16112: 0.9980865449213617
Position 4122: 0.9933995105516368
Position 40586: 0.8503956177126468
Position 40990: 0.6273990222675929
Position 39413: 0.5902291032777854
Position 132: 0.5264629057343875
Position 40829: 0.4573135775479439
Position 442: 0.2937371236587411
Position 13443: 0.2820975633573095
Position 16287: 0.2806771163020225
Position 4506: 0.2669338518010383
Position 6201: 0.23302026293765454
Position 6573: 0.20427876760114028
Position 39557: 0.19627991893928667
Position 26235: 0.19278666872431185
Position 26855: 0.1916489413609258
Position 40780: 0.18313778982951892
Position 4724: 0.15576985725500445
Position 40574: 0.14161462382027776
Position 4719: 0.14157757849965186
Position 1439: 0.07303738115957277
Position 244: 0.06045986335030034
Position 36697: 0.060114544055162866
Position 44790: 0.033585529132696454
Position 1607: 0.03283067352312846
Position 2519: 0.029566240361193045
Position 28180: 0.028126159496893868
Position 44772: 0.01711365279233756
Position 215: 0.015203632925630513
Position 100: 0.010331326338740357
Position 886: 0.00912119098545324
Position 223: 0.008838388126379732
Position 4510: 0.008627467800372143
Position 256: 0.008137235289593764
Position 1028: 0.0054028560008357665
Position 16116: 0.001913455078626054
Position 4092: 0.0018693131400253163
Position 2266: 0.000534204574423765
Position 294: 0.00028117085989098163
Position 287: 0.000250770156078763
Position 353: 4.0588717006298896e-05
Position 687: 2.6493993260956094e-05
Position 527: 1.2590734619302589e-05
Position 691: 9.277036389157962e-06
Position 154: 7.753969715939717e-06
Position 127: 5.4277738638920135e-06
Position 59: 4.474752965083038e-06
Position 230: 3.6458982813282817e-06
Position 74: 8.481271612418132e-07
Position 321: 7.10854781941564e-07
Position 200: 3.051248952229626e-07
Position 66: 2.3281822121993493e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 15998: 0.9999999999999902
Position 23928: 0.9999998804759346
Position 31095: 0.9999991935262024
Position 40455: 0.9939100314706468
Position 7280: 0.9926413720044693
Position 4056: 0.8798941465097152
Position 40672: 0.7885839526683023
Position 39297: 0.5902291032777854
Position 51667: 0.5128679774415299
Position 40867: 0.31772993279378775
Position 46437: 0.3000060855125517
Position 13264: 0.2820975633573095
Position 4622: 0.2535917231239376
Position 16193: 0.21658058973625188
Position 6517: 0.20427876760114025
Position 39468: 0.19627991893928654
Position 26065: 0.192787355674049
Position 40908: 0.19261223937084943
Position 26791: 0.1916489413609257
Position 4260: 0.13087802011806599
Position 6077: 0.12931184677494195
Position 4026: 0.1153015062695566
Position 4363: 0.09513632559581026
Position 44702: 0.07436061705493727
Position 16215: 0.06409664608982615
Position 36615: 0.06035744134893978
Position 5918: 0.055981255485092835
Position 46393: 0.051586385128326015
Position 5944: 0.04772716067761975
Position 4589: 0.043755712630718285
Position 4386: 0.03416721142331461
Position 2456: 0.029566240361193024
Position 28047: 0.028126159496893767
Position 48009: 0.02086382948989018
Position 47839: 0.020269046952672738
Position 42862: 0.013524263383959874
Position 43179: 0.010166146102769105
Position 4383: 0.009994075500240184
Position 43370: 0.009249265433095356
Position 1340: 0.008900800834008602
Position 405: 0.00850985751963366
Position 1346: 0.008315272132343045
Position 7231: 0.007358627995520206
Position 1503: 0.00630970920746064
Position 926: 0.005402856000835761
Position 4300: 0.003511119991502804
Position 1180: 0.0034114631832327714
Position 41075: 0.003176759680200827
Position 1070: 0.002016015366128535
Position 3821: 0.0019477378848651778
Position 1302: 0.0018750982406884659
Position 41341: 0.0009552219325883723
Position 36696: 0.0004406428030881462
Position 32458: 1.3712116245542384e-05
