Gene = UTS2
index = 1543
Annotated 5SS: [ 125  531 2620 3792]
Annotated 3SS: [ 507 2508 3747 5548]
SMsplice 5SS: [ 125 2620]
SMsplice 3SS: [2508 3852]
top_k =  100
Partition function (log Z): -9.330427374551903

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.8931225409486293
Position 2620: 0.6386894857145459
Position 531: 0.3096663385700639
Position 2897: 0.17853652671821288
Position 3792: 0.13562949545503986
Position 2696: 0.03358671043973924
Position 1865: 0.01347455166791759
Position 255: 0.00010508096814999622
Position 324: 9.500514266977422e-05
Position 204: 7.131362191778375e-05
Position 348: 6.678901153169934e-05
Position 62: 2.067258052823666e-05
Position 430: 1.896702017860086e-05
Position 12: 7.335205629345152e-06
Position 319: 5.976999972038393e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2508: 0.6626453055711053
Position 3852: 0.18429162300679763
Position 5482: 0.18064542824203425
Position 464: 0.1784201809800607
Position 3747: 0.16308701835609982
Position 2793: 0.13484367651642482
Position 2790: 0.12083931982711106
Position 5548: 0.1031704365897248
Position 1773: 0.07440061987351518
Position 2982: 0.07304816775895756
Position 2690: 0.06399120367393803
Position 4999: 0.06065881645860252
Position 2360: 0.03445806893676954
Position 2643: 0.031906709878429064
Position 909: 0.020882880190104473
Position 1330: 0.016430203953482644
Position 507: 0.013873665542632457
Position 1647: 0.011930051558607794
Position 1840: 0.01047979289196842
Position 2244: 0.008331526137337307
Position 392: 0.007431584331224249
Position 2567: 0.007183210938547492
Position 192: 0.007166329206426005
Position 2087: 0.005405837200817846
Position 699: 0.0050014048859269265
Position 1298: 0.004250780632321589
Position 1666: 0.0037519665808587797
Position 310: 0.0033297691926282044
Position 348: 0.002384868919944444
Position 559: 0.0021665882984514065
Position 652: 0.001973836597278193
Position 355: 0.001639107802131716
Position 312: 0.0011989319767439165
Position 269: 0.0008838083276097114
Position 395: 0.0008523071029623964
Position 372: 7.350298727333427e-05
Position 323: 3.218300796853472e-05
Position 330: 1.851164803475092e-05
Position 379: 1.0667639127014152e-05
Position 359: 3.433388489016851e-06
Position 278: 1.6564344880039231e-06
Position 436: 6.132723378212022e-07
Position 368: 4.918369995813337e-07
Position 255: 4.4510618406300127e-07
Position 352: 2.007731815189281e-07
Position 400: 5.6033069605093095e-08
