Gene = PPCS
index = 1057
Annotated 5SS: [515 792]
Annotated 3SS: [ 687 3043]
SMsplice 5SS: [515]
SMsplice 3SS: [687]
top_k =  100
Partition function (log Z): -9.840531744760971

Sorted 5' Splice Sites (High to Low Probability):
Position 792: 0.7324403397821082
Position 515: 0.6320464189121211
Position 166: 0.24519010058338978
Position 1009: 0.14586838920697265
Position 255: 0.08286827938008501
Position 1769: 0.07039508386400219
Position 70: 0.04353005410640069
Position 25: 0.019321260472015062
Position 50: 0.01878788645515163
Position 145: 0.010489453217772737
Position 203: 0.0029125727946118143
Position 621: 0.0020200784223604854
Position 244: 0.0011046473968325979
Position 445: 0.0005138904109681445
Position 530: 0.0002442980822957483
Position 386: 0.0002401902654324955
Position 450: 0.00015989139362982741
Position 115: 0.00012843554935323568
Position 120: 0.00010398339672573787
Position 129: 8.213008022644804e-05
Position 312: 4.771303910729177e-05
Position 124: 3.575361228740551e-05
Position 118: 5.946979519016907e-09
Position 33: 4.346485410838128e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 687: 0.983311917164631
Position 3043: 0.275256659822297
Position 892: 0.1798208830848021
Position 1594: 0.13913310299941428
Position 3089: 0.0824007445107431
Position 3664: 0.05779372851783311
Position 303: 0.054586498118038604
Position 3023: 0.05206997624577435
Position 864: 0.03756034641319592
Position 2973: 0.029799405249845444
Position 3124: 0.022401420220619035
Position 1983: 0.015655788917731582
Position 3789: 0.013699631077910387
Position 2789: 0.009157724532772037
Position 2815: 0.00797553517802733
Position 337: 0.0077803586304063845
Position 2648: 0.006509132509665342
Position 1891: 0.005770800054437284
Position 2171: 0.004549155454300565
Position 898: 0.003328257742107134
Position 486: 0.0032467323905846284
Position 1922: 0.0032130270087833536
Position 1145: 0.0028357303128257972
Position 2541: 0.0026106976597324244
Position 1790: 0.002433988708509436
Position 951: 0.0015243089308416662
Position 1003: 0.0014166178793659102
Position 1623: 0.0013375529953082862
Position 607: 0.00037165994784780435
Position 396: 0.00024929693426709005
Position 726: 0.0001489586967714201
Position 567: 0.0001327265935886541
Position 791: 0.00011882598646581926
Position 430: 0.0001181352737540625
Position 813: 8.057676497941898e-05
Position 1570: 4.17765851685038e-05
Position 445: 2.7860219340867288e-05
Position 986: 2.64486755568432e-05
Position 133: 2.2939695168102084e-05
Position 1573: 1.1924073927203351e-05
Position 363: 4.63076340225315e-09
Position 448: 4.309212974301305e-09
