Gene = PSMA5
index = 1085
Annotated 5SS: [   50  4492 11115 13284 14275 14475 15341 16424]
Annotated 3SS: [ 4424 10987 13215 14166 14415 15237 16336 24260]
SMsplice 5SS: [   50 10488 11115 11541 14275 15341 16424]
SMsplice 3SS: [10309 10987 11446 14166 15237 16336 24260]
top_k =  100
Partition function (log Z): -1.5171409696508888

Sorted 5' Splice Sites (High to Low Probability):
Position 16424: 0.9843941892530959
Position 14275: 0.9731921154276907
Position 15341: 0.9562902547899579
Position 10488: 0.8497192233982559
Position 11115: 0.8340289110169498
Position 11541: 0.7586317410423441
Position 14475: 0.6311799488540009
Position 50: 0.6140867895198564
Position 4492: 0.3369252551142954
Position 303: 0.20051286816359218
Position 11929: 0.16896519556531203
Position 13284: 0.16443872791759023
Position 10369: 0.15028077660174236
Position 21116: 0.13112442056080334
Position 11925: 0.13017708079573376
Position 21129: 0.12776386317134586
Position 13367: 0.10394752038432498
Position 271: 0.0923931344370148
Position 10928: 0.09082622241740337
Position 74: 0.07381551082940924
Position 1026: 0.06591478260260857
Position 24435: 0.05745020621174077
Position 16220: 0.03779443996536621
Position 14267: 0.02678814181075231
Position 14923: 0.014973545747771447
Position 41: 0.012578763388807078
Position 664: 0.008680614070694403
Position 87: 0.008351840423340364
Position 455: 0.007427195984744178
Position 14570: 0.0034482209520105976
Position 35: 0.0001345384778185461
Position 121: 6.819820471179755e-05
Position 69: 2.7944317943234622e-05
Position 54: 7.619006568581601e-06
Position 131: 2.829984482168754e-07
Position 23: 1.5113823275214263e-07
Position 129: 5.663210072598971e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10309: 0.9999999999999983
Position 14166: 0.9999999999999982
Position 16336: 0.9072884533205688
Position 15237: 0.886450026310892
Position 10987: 0.7682697432134147
Position 11446: 0.7213960434162235
Position 24260: 0.6008394017864097
Position 14415: 0.3400980673244569
Position 25402: 0.3208687899342887
Position 4424: 0.3035923603701408
Position 14379: 0.28244816674800455
Position 13215: 0.26838624830191526
Position 20996: 0.2077767106138824
Position 11786: 0.18138065722461746
Position 10876: 0.15658539022093865
Position 16309: 0.06925292025363519
Position 21092: 0.05111157311826681
Position 16092: 0.038882879743708354
Position 11709: 0.03766514077256753
Position 11332: 0.037235697626120716
Position 4450: 0.03333289474415465
Position 25220: 0.03033244482620445
Position 11738: 0.030206756367818683
Position 24939: 0.028124204129944166
Position 11768: 0.0256546255572256
Position 11893: 0.024235096438816647
Position 213: 0.02355802921687067
Position 904: 0.02297832458043628
Position 15085: 0.021906448544002435
Position 147: 0.021511340426617866
Position 15124: 0.02126622345988938
Position 22406: 0.020470805163879165
Position 15143: 0.01536813997737727
Position 14810: 0.013948451369267546
Position 19685: 0.013725445591896212
Position 22724: 0.013516553287071374
Position 16257: 0.012014419634481063
Position 14434: 0.011633703399590295
Position 15271: 0.008383040383772212
Position 16803: 0.006066686537134119
Position 17303: 0.005006709197068893
Position 834: 0.003919024480431108
Position 16740: 0.0033658939245884323
Position 20316: 0.003193286607971471
Position 15060: 0.0029163761140241803
Position 950: 0.002812018193560846
Position 773: 0.0026420944681613463
Position 19650: 0.0024569420101091246
Position 191: 0.002359922357557199
Position 18281: 0.0022916098858901217
Position 217: 0.002200815938515443
Position 870: 0.0020187205337419997
Position 20171: 0.001324175279929071
Position 14815: 0.0010250943785038995
Position 16604: 0.0006172143154245652
Position 14354: 0.00042848957240391045
