Gene = HMP19
index = 659
Annotated 5SS: [  240  1281 18712 58735]
Annotated 3SS: [ 1129 18627 58623 61709]
SMsplice 5SS: [  240 16741 17042 18712 20676 24263 42554 43796 58735]
SMsplice 3SS: [16586 16851 18627 20599 24125 42448 43684 58623 61709]
top_k =  100
Partition function (log Z): -23.240796666958797

Sorted 5' Splice Sites (High to Low Probability):
Position 18712: 0.9999996993328855
Position 240: 0.9816341687939322
Position 24263: 0.7646664204039126
Position 20676: 0.7256284455632829
Position 1281: 0.6269249140169864
Position 1464: 0.1682496416755186
Position 723: 0.13951079544365108
Position 22133: 0.07512889981925483
Position 20801: 0.06441095838609195
Position 728: 0.0403684128498881
Position 27: 0.023181682968673914
Position 761: 0.017112376177030226
Position 24257: 0.008226130919952699
Position 559: 0.006805612723900665
Position 812: 0.004597061646807255
Position 678: 0.0029721115271126425
Position 1248: 0.0012197088191853852
Position 244: 0.0008679429999620971
Position 358: 0.00021003743750778637
Position 378: 0.00020222429640901477
Position 7: 0.00010788775154982717
Position 428: 6.271987629135116e-05
Position 363: 1.2101192586715807e-05
Position 9: 4.0195128357137785e-07
Position 230: 1.4460528050764077e-07
Position 19: 4.813227032188393e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18627: 0.9999996993328871
Position 24125: 0.863817526058402
Position 20599: 0.7095344952033641
Position 1129: 0.6326846036850681
Position 24724: 0.3592720130856726
Position 31665: 0.2177942739997314
Position 26698: 0.17947672592123898
Position 1456: 0.11544178329649793
Position 676: 0.11228415091823314
Position 26339: 0.09243268043803252
Position 596: 0.0842403129099409
Position 22052: 0.07512889981925472
Position 20567: 0.057071239476816124
Position 1415: 0.028845209789840273
Position 20613: 0.026069933150150364
Position 26640: 0.024523951561729766
Position 25636: 0.017432165981473072
Position 1308: 0.011526597800864912
Position 444: 0.008322514124469528
Position 143: 0.006057735567096573
Position 21143: 0.005519751048669647
Position 24066: 0.004556069266694244
Position 103: 0.0033399498365639245
Position 25268: 0.0029474683389373447
Position 21140: 0.0024833610752123844
Position 1109: 0.002211212200036107
Position 1074: 0.0019475938126973136
Position 106: 0.0013565802987020406
Position 636: 0.0013500759329978925
Position 874: 0.0010698042835772408
Position 993: 0.0010218837846888728
Position 930: 0.0006426740401128898
Position 407: 0.0005504972386551793
Position 953: 0.0003598521265927152
Position 338: 0.00029667619068266167
Position 521: 0.00024982698135437393
Position 956: 0.0002407130828630713
Position 335: 3.4285739496835063e-13
Position 117: 1.140728927815757e-13
