Gene = EDARADD
index = 479
Annotated 5SS: [  228 14997 20022 33173 73999]
Annotated 3SS: [14937 19981 33113 73952 87988]
SMsplice 5SS: [  228 11881 12138 14997 33173 39771 41552 49803 73999]
SMsplice 3SS: [11688 11983 14937 33113 39688 41446 49715 73952 87988]
top_k =  100
Partition function (log Z): -42.79727112177741

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 1.0
Position 14997: 0.8966074447687192
Position 11881: 0.7807872951745451
Position 12138: 0.362464433596734
Position 12321: 0.19671396015562434
Position 12051: 0.09974617222293956
Position 12104: 0.06717592453957547
Position 15940: 0.04298814026239361
Position 15108: 0.026095531479856854
Position 4825: 0.0001628921411610041
Position 3770: 0.00016030381327937585
Position 4861: 0.00013127698820516784
Position 1383: 7.280326681610887e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 14937: 0.9831754171750859
Position 11688: 0.783613773086566
Position 11983: 0.7335965119331712
Position 17101: 0.36525751108440374
Position 16243: 0.229726886490337
Position 15832: 0.09980126869749271
Position 20294: 0.09967409254234051
Position 16399: 0.08474732170682132
Position 18297: 0.056446591453616586
Position 17284: 0.02013394849353898
Position 15079: 0.009903496042420195
Position 8702: 0.0009846464434474277
Position 9513: 0.0008478184232929974
Position 4928: 0.0005966473388327286
Position 5499: 0.00053763258300537
Position 674: 0.0005208345379742039
Position 4334: 0.0005172057314987161
Position 4305: 0.00045322122179834246
Position 4771: 0.0004273986794405725
Position 4029: 0.00030165342864959757
Position 7097: 0.0002822225033203679
Position 3623: 0.0002697131013909618
Position 6321: 0.0001491128639154373
Position 1382: 0.00010975040220319413
Position 5946: 0.00010866106293065215
Position 4948: 9.281354856411925e-05
Position 4455: 8.902028492836442e-05
Position 5419: 6.917531722910136e-05
Position 1244: 6.379174654747596e-05
Position 5090: 5.178342657207088e-05
Position 2300: 5.1688314353357354e-05
Position 4719: 5.14788620235479e-05
Position 2588: 5.0082737424524506e-05
Position 3562: 4.872165856077002e-05
Position 453: 4.492959142314116e-05
Position 380: 3.9893007822946005e-05
Position 2529: 3.939968839417192e-05
Position 2085: 3.635638273466282e-05
Position 2328: 3.0491952731231255e-05
Position 1305: 2.6044874343171435e-05
Position 3346: 2.36186818697311e-05
Position 2433: 2.3202861008037104e-05
Position 2220: 1.5315551003527505e-05
Position 586: 1.526767378819055e-05
Position 624: 1.500933414332386e-05
Position 1151: 1.4596373681852999e-05
Position 3663: 1.3278404942305372e-05
Position 2039: 1.305276132351874e-05
Position 1261: 3.828346937162712e-06
