Gene = PSRC1
index = 1094
Annotated 5SS: [  98  446  608 1507 1989 2349 2730]
Annotated 3SS: [ 393  549 1064 1873 2078 2635 2968]
SMsplice 5SS: [ 446  608 2018 2349]
SMsplice 3SS: [ 549 1873 2116 2968]
top_k =  100
Partition function (log Z): 4.365455477541627

Sorted 5' Splice Sites (High to Low Probability):
Position 2018: 0.9964587759039941
Position 2349: 0.9386626436524924
Position 446: 0.7609249351267997
Position 608: 0.6236988012399374
Position 2730: 0.5767472210923644
Position 1507: 0.2215577024441679
Position 372: 0.20097171659642857
Position 63: 0.11174925186146678
Position 98: 0.06578130491531074
Position 52: 0.05598983046093466
Position 906: 0.046659534092155106
Position 244: 0.03249111444245613
Position 694: 0.024500739818972363
Position 552: 0.024432833044764547
Position 707: 0.02046325692943002
Position 167: 0.01642507092490456
Position 2259: 0.016067216005683612
Position 1452: 0.015287568943121516
Position 1169: 0.014341622343092624
Position 690: 0.012855577227506248
Position 268: 0.010391559064387098
Position 2356: 0.010119241553315344
Position 1171: 0.004504340726926905
Position 1706: 0.004228868806121045
Position 229: 0.0037203577312634236
Position 1136: 0.003437450977005718
Position 1989: 0.0027428756215840894
Position 557: 0.0018452631306625363
Position 76: 0.0013800786983320238
Position 259: 0.0008797080900258874
Position 2011: 0.0007983484744224766
Position 766: 0.00024151330083777107
Position 482: 0.00024128835194973009
Position 74: 0.00015965756745611897
Position 213: 9.79273145531328e-05
Position 253: 8.341848433684242e-05
Position 65: 2.5580773198999837e-05
Position 377: 1.996578358549002e-05
Position 41: 5.0768902471540985e-06
Position 869: 4.563016606880838e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1873: 0.9995545984864918
Position 2968: 0.9653667319176351
Position 549: 0.7230069448669985
Position 2116: 0.3663493112427203
Position 2155: 0.22705695794361025
Position 2635: 0.2090978870829787
Position 2097: 0.19359970138023436
Position 2208: 0.18845527035788867
Position 1064: 0.17641528225152042
Position 2649: 0.1551799457802611
Position 299: 0.14457288023481626
Position 2572: 0.13518176646939253
Position 393: 0.11746135234021905
Position 2586: 0.05075908795947813
Position 1415: 0.03540788670013005
Position 2591: 0.028207032472047894
Position 1167: 0.022114139813970715
Position 769: 0.0189508974999087
Position 1248: 0.016936774311242932
Position 335: 0.010838199130837679
Position 2684: 0.008360767914682621
Position 3047: 0.006316745166423518
Position 1269: 0.005633345977684027
Position 2127: 0.004517976665121508
Position 1592: 0.004231622490216437
Position 645: 0.0010142796035042978
Position 2294: 0.0009639040063698068
Position 243: 0.000837423876955219
Position 2235: 0.0008090479847594028
Position 2256: 0.0006887037798694155
Position 247: 0.0005578778720110078
Position 2078: 0.0005479728022088577
Position 1844: 0.0004426478294118321
Position 556: 0.0002744109376224039
Position 607: 0.0002484705630171237
Position 250: 0.00024538516989021337
Position 702: 0.00017251103056394523
Position 352: 0.00013969909740367428
Position 2178: 0.00013751137817346858
Position 167: 0.0001269041578392508
Position 213: 8.821547500527784e-05
Position 199: 4.741200048911216e-05
Position 432: 2.6247381233581024e-05
Position 156: 1.7669381414796143e-05
Position 441: 1.4210237495771516e-05
Position 115: 1.1878159108988944e-05
Position 176: 2.424867865093915e-06
Position 171: 2.3674458458842323e-06
Position 129: 1.7342528157192041e-06
Position 143: 1.653247718623607e-06
Position 445: 1.3242769694809405e-07
