Gene = SELENBP1
index = 1242
Annotated 5SS: [  96 3021 3292 3730 4535 6012 6459 6966 7171 7545 7808]
Annotated 3SS: [2963 3178 3543 4413 5828 6279 6886 7048 7451 7688 8027]
SMsplice 5SS: [  96 3021 3292 4535 6012 6459 6966 7171 7545 7808]
SMsplice 3SS: [2897 3178 4413 5828 6279 6886 7048 7451 7688 8027]
top_k =  100
Partition function (log Z): 8.556479151664988

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9999977785076074
Position 4535: 0.9999591421551974
Position 7808: 0.9674381046804179
Position 6966: 0.9597186674367305
Position 7545: 0.9064407254722788
Position 3021: 0.8771787297772402
Position 6459: 0.6565542307539357
Position 3292: 0.6541176031463332
Position 7171: 0.6501516261138901
Position 6012: 0.5614652717926172
Position 3652: 0.19951535121485964
Position 3623: 0.19558495998462855
Position 7128: 0.17041779278824026
Position 7271: 0.11742625544869588
Position 3784: 0.05954597577900966
Position 6797: 0.052786486346946375
Position 3865: 0.05101926643737319
Position 3636: 0.032796874632266895
Position 3921: 0.022527933689739016
Position 494: 0.016518967629314617
Position 3694: 0.016364007925129875
Position 4996: 0.014179856902271358
Position 5920: 0.013153642790355845
Position 4186: 0.008430841301592875
Position 5718: 0.007649325396809232
Position 4868: 0.006457903516136646
Position 2901: 0.0049997664911566675
Position 6284: 0.004029537260122043
Position 3273: 0.003923739572663644
Position 2632: 0.001341574580555607
Position 370: 0.0009345560837536388
Position 3282: 0.0002443941554249529
Position 4654: 4.085784480300971e-05
Position 108: 1.3788104084403918e-06
Position 77: 4.4876655106120533e-07
Position 185: 1.4140222835554437e-07
Position 75: 9.411160768889806e-08
Position 204: 9.052396939703011e-08
Position 134: 5.786121176072793e-08
Position 83: 1.0013128822696749e-08
Position 207: 3.2880321813541944e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4413: 0.993443509625482
Position 7688: 0.9808113542273401
Position 7048: 0.9464565540754076
Position 7451: 0.8822694072037357
Position 6886: 0.8716743671736469
Position 8027: 0.8534319643380666
Position 3178: 0.6022339638454487
Position 5828: 0.574618914582973
Position 6279: 0.571013332670206
Position 3543: 0.5104592379053317
Position 2897: 0.36434535374143606
Position 2754: 0.2874836254205553
Position 2799: 0.11870346619674275
Position 8049: 0.08520452847468694
Position 2963: 0.08497129233925026
Position 6796: 0.07940736514921913
Position 6393: 0.07158316914231204
Position 3751: 0.055079989283018445
Position 3118: 0.0548007714955885
Position 6595: 0.05136554442337555
Position 2926: 0.0247186446935301
Position 4800: 0.0197631540267158
Position 7912: 0.018613174475805433
Position 6110: 0.017987266201539533
Position 3783: 0.011737952090806239
Position 6704: 0.010057877037435478
Position 7100: 0.009087431924992626
Position 231: 0.009030143514933095
Position 4056: 0.008430841301592875
Position 7972: 0.008377883205427494
Position 5557: 0.007649325396809232
Position 272: 0.006971471624644274
Position 4284: 0.006496807787415281
Position 7877: 0.004922975287923241
Position 7149: 0.004299691207046712
Position 8032: 0.00398624618666605
Position 7305: 0.003976537163093438
Position 2574: 0.002606724107711648
Position 7950: 0.002274935516655692
Position 7645: 0.0017949573015861194
Position 7715: 0.001729904397087539
Position 8286: 0.0015351939125333369
Position 7854: 0.0013041524463494845
Position 7724: 0.0010050417221726688
Position 4745: 0.0008746063916922122
Position 383: 0.0008035653525426126
Position 2447: 0.0006909643497262215
Position 3226: 0.0006465933060212206
Position 3185: 0.0006044082273632119
Position 8386: 0.00040682977043588126
Position 8171: 0.0003857416665102522
Position 352: 0.00035300105529248476
Position 355: 0.00026153345757762964
Position 3576: 4.174302701157449e-05
Position 4309: 3.679176790296727e-05
Position 3368: 3.5447356838707306e-05
Position 277: 3.380870807816176e-05
Position 4248: 2.289081920013816e-05
