Gene = NICN1
index = 941
Annotated 5SS: [ 219 3075 3444 3960 4378]
Annotated 3SS: [2897 3329 3887 4272 4451]
SMsplice 5SS: [ 219 3444 3960 4378]
SMsplice 3SS: [3329 3819 4272 4451]
top_k =  100
Partition function (log Z): 0.978721916665074

Sorted 5' Splice Sites (High to Low Probability):
Position 3444: 0.9982072189587989
Position 219: 0.9668298351878262
Position 4378: 0.93407860141646
Position 3960: 0.6213237557527622
Position 2453: 0.48186814164503733
Position 3977: 0.27449174535745896
Position 3075: 0.20703454535229046
Position 4021: 0.0606863088339258
Position 1487: 0.0441768910013616
Position 2984: 0.03158162022879942
Position 232: 0.024378315722417988
Position 3127: 0.019253679305013087
Position 2566: 0.01795172729458461
Position 3031: 0.011765399621081422
Position 3050: 0.011303982105894384
Position 2423: 0.010508087230313289
Position 138: 0.008782984719246581
Position 513: 0.006435650482178191
Position 1622: 0.0036181474150365806
Position 2803: 0.002535536816964178
Position 1606: 0.0020877839198532467
Position 3597: 0.0015410212652139871
Position 457: 0.0012084110860273098
Position 1510: 0.0010160167308817499
Position 3729: 0.0007230145493663863
Position 1527: 0.0006295092050591641
Position 1008: 0.0005525504965974547
Position 1395: 0.0003281113886087659
Position 277: 5.776279670924014e-06
Position 343: 1.232457754388846e-06
Position 147: 1.0803746620034e-06
Position 180: 2.732048740127391e-07
Position 280: 1.6450936117603716e-07
Position 102: 1.6138241910851053e-07
Position 114: 1.1604458788061487e-07
Position 36: 5.5450008850614394e-08
Position 39: 1.9303439893114267e-09
Position 69: 1.4408330995952405e-09
Position 371: 1.2959937717494984e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3329: 0.9461393819000223
Position 4272: 0.8991299057436636
Position 3819: 0.8024245472261369
Position 4451: 0.7323457894746214
Position 2365: 0.49229523087273913
Position 2897: 0.23325667455242213
Position 3887: 0.07274131852820043
Position 5029: 0.0688237318675683
Position 3864: 0.052078057322601665
Position 1379: 0.04614233418614027
Position 6187: 0.035507520721818314
Position 3772: 0.03342262515569951
Position 2903: 0.03013607784396761
Position 4958: 0.029499941942467807
Position 4831: 0.02697031870891508
Position 4989: 0.024354451011283078
Position 3349: 0.023109814740738838
Position 4538: 0.019820911388596478
Position 2334: 0.018374050389494474
Position 2957: 0.017669504632190094
Position 3234: 0.017397112165929738
Position 5597: 0.017128736808678158
Position 4628: 0.015766972657725514
Position 4314: 0.012039403701378968
Position 6121: 0.008321714793866772
Position 3408: 0.00786185113322603
Position 4153: 0.006609498513440155
Position 438: 0.005684889467263717
Position 4292: 0.005611727282550986
Position 4179: 0.005385962030681682
Position 4269: 0.005167669189425835
Position 3380: 0.004338119141202416
Position 4836: 0.004307657065572987
Position 5943: 0.004293156671079376
Position 1325: 0.003265678829874946
Position 4311: 0.002880284513118308
Position 3749: 0.0021958419283275464
Position 1414: 0.0019868976635023577
Position 389: 0.0019591721009417852
Position 2389: 0.001874979276956737
Position 4507: 0.001704802339939596
Position 4588: 0.0015918376401285396
Position 3649: 0.0009897588159613368
Position 906: 0.0005525504965974545
Position 3563: 0.0004502830464901071
Position 3558: 0.00032864768090227613
Position 2306: 0.00031923244770915395
Position 3840: 0.0001879897496314927
Position 1271: 0.00017069238505399185
Position 1274: 0.00015422009216549377
Position 1480: 0.00013663650406403976
Position 3927: 1.293116895138739e-06
