Gene = OTUD3
index = 989
Annotated 5SS: [  222  8021 11968 15150 21886 22475 24104]
Annotated 3SS: [ 7871 11854 15026 21753 22377 23918 25056]
SMsplice 5SS: [  222  8021 11968 15150 21886 22475 24104 25148]
SMsplice 3SS: [ 7871 11854 15026 21753 22377 23883 25056 26643]
top_k =  100
Partition function (log Z): 0.5526918241486949

Sorted 5' Splice Sites (High to Low Probability):
Position 15150: 0.9978110402728201
Position 22475: 0.9959501920521331
Position 8021: 0.9779617553484539
Position 222: 0.8701174646261369
Position 24104: 0.8687182983180168
Position 6176: 0.8006654214340527
Position 11968: 0.7669322754965563
Position 25148: 0.7247170945569315
Position 21886: 0.640871618827119
Position 16441: 0.2256079570135851
Position 5981: 0.19721744592351906
Position 6159: 0.18755100160552587
Position 975: 0.12914603420394852
Position 5770: 0.12868562433907257
Position 5764: 0.09605724782687912
Position 21862: 0.09392342206415849
Position 1542: 0.08807647508821112
Position 208: 0.08373743874261605
Position 4414: 0.06996453279643225
Position 9089: 0.06123775239917082
Position 13068: 0.058858912751361306
Position 24569: 0.045241221873939766
Position 10082: 0.027273212108200103
Position 23837: 0.02560963863155062
Position 624: 0.02336716685474583
Position 13087: 0.02003568011536942
Position 2450: 0.018386430228305533
Position 13463: 0.0174857916157449
Position 21841: 0.017068403877348017
Position 24108: 0.014801097726653265
Position 15777: 0.01409843731745006
Position 21391: 0.013509941840660917
Position 25255: 0.007765540621366074
Position 24331: 0.006205047909482317
Position 22521: 0.004049807947867507
Position 26373: 0.0038541046550356448
Position 466: 0.003628565314805867
Position 15154: 0.0021889597271793353
Position 532: 0.0011739070189293035
Position 156: 0.0003144290546262334
Position 379: 0.00028833914541048376

Sorted 3' Splice Sites (High to Low Probability):
Position 22377: 1.0000000000000004
Position 15026: 0.9999999999999998
Position 6054: 0.9882164230395787
Position 7871: 0.9779617553484539
Position 25056: 0.9058481931185531
Position 11854: 0.7669322754965562
Position 23883: 0.6031709927838143
Position 21753: 0.5862918989949566
Position 5686: 0.4219603180894708
Position 26643: 0.3234963010486436
Position 26197: 0.231744996540242
Position 23918: 0.2168133376536004
Position 21759: 0.16557154577366903
Position 16342: 0.15902764255944962
Position 28901: 0.1219719572273253
Position 12981: 0.07889459286673073
Position 16318: 0.0665803144541355
Position 23924: 0.06336690365835522
Position 706: 0.06167124481023816
Position 8874: 0.06123775239917083
Position 1403: 0.05400247816359082
Position 25862: 0.049745017172561336
Position 28275: 0.04420292837054715
Position 4194: 0.036186347763758384
Position 764: 0.03202708190326444
Position 24480: 0.025906598020141128
Position 3880: 0.025800627403753506
Position 26308: 0.02018930452947456
Position 23725: 0.01936103722407613
Position 24211: 0.01838360786299361
Position 13302: 0.0174857916157449
Position 1471: 0.017355769909302394
Position 24214: 0.016091085598554225
Position 25681: 0.013993027454262882
Position 10027: 0.013666588612061442
Position 10008: 0.013606623496138661
Position 21189: 0.013509941840660917
Position 26328: 0.012378170555297791
Position 2363: 0.012294956968778747
Position 837: 0.010880974513609766
Position 15481: 0.010427248817601521
Position 1331: 0.00970306202913072
Position 4116: 0.007977557628920377
Position 810: 0.007194043734107477
Position 2369: 0.006091473259526785
Position 1432: 0.0040021684786149805
Position 23799: 0.003592089553106427
Position 1407: 0.003012996507572196
Position 23437: 0.0028246738032681323
Position 25001: 0.0019387839568519236
Position 15712: 0.0019345016462024335
Position 24998: 0.0018930381613064464
Position 15619: 0.0014030788918697273
Position 15456: 0.0002785401199252617
Position 15357: 5.5067841851124205e-05
