Gene = MEAF6
index = 826
Annotated 5SS: [  107  1341  5309  5486 12960 18057 18879]
Annotated 3SS: [ 1224  5220  5439 12766 18026 18844 20655]
SMsplice 5SS: [  107  1341  5309  5486 12960 13838]
SMsplice 3SS: [ 1224  5220  5439 12766 13745 20655]
top_k =  100
Partition function (log Z): 0.45834300602591993

Sorted 5' Splice Sites (High to Low Probability):
Position 12960: 0.9986991687666489
Position 5309: 0.9981692964689218
Position 107: 0.9928264406167544
Position 1341: 0.9760439756893027
Position 13838: 0.7892827634805425
Position 5486: 0.6124697657816153
Position 9631: 0.4921051718909961
Position 15256: 0.24084445343890862
Position 18879: 0.18386342669919623
Position 2716: 0.11285603057199235
Position 9649: 0.07959512056666161
Position 13540: 0.07329692036028693
Position 7389: 0.0567053976409411
Position 18057: 0.040994942775454846
Position 13905: 0.024321127143933505
Position 1323: 0.023175241910908452
Position 5443: 0.01669211470701222
Position 6750: 0.013904420238035915
Position 2136: 0.0074183197257202405
Position 417: 0.005061559812669741
Position 988: 0.003482629222529395
Position 879: 0.002696096978967935
Position 970: 0.0026256368684441935
Position 990: 0.0020054900780084495
Position 13346: 0.00124425605022342
Position 956: 0.0012437790911996255
Position 247: 0.001234276243919316
Position 14250: 0.001078245927756398
Position 1048: 0.0010504127131278176
Position 894: 0.0009679117648872121
Position 413: 0.0008687081278366862
Position 430: 0.0008558475624475085
Position 5322: 0.0007446878976489606
Position 1293: 0.0005271947621075286
Position 992: 0.0005241399726716807
Position 374: 0.00032730717370066685
Position 5283: 0.00026678799846689455
Position 1086: 0.00025093692058558026
Position 5313: 0.00020458513410810382
Position 919: 0.00017430951227488423
Position 447: 0.00017206075963489394
Position 626: 0.00014132501527703735
Position 553: 2.924126312157003e-06
Position 272: 5.290282287995951e-08
Position 126: 4.100476822148874e-09
Position 190: 2.396073878930483e-09
Position 83: 3.8494480190296126e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12766: 0.993993383501142
Position 1224: 0.9754609905664526
Position 5220: 0.84107716559454
Position 13745: 0.7754011780722566
Position 20655: 0.57526847997201
Position 5439: 0.4653077489655068
Position 18844: 0.41667046890603054
Position 9541: 0.36892046393906164
Position 15217: 0.2974891624352996
Position 9544: 0.20277982851859613
Position 5417: 0.1637402302628439
Position 5092: 0.1459413897818236
Position 2581: 0.10407587857662769
Position 13472: 0.08180101402113138
Position 17820: 0.06654689392517829
Position 15165: 0.05300637800076918
Position 13821: 0.024171496211405824
Position 7148: 0.022544370767444893
Position 7200: 0.021978070057368678
Position 1106: 0.01957733517721983
Position 16861: 0.013746832568732176
Position 7163: 0.012206348475433282
Position 16674: 0.012119286885036579
Position 14473: 0.011465087546631633
Position 6656: 0.01135166480251858
Position 882: 0.010310926580721035
Position 17221: 0.008748380989299179
Position 5047: 0.008596964094477483
Position 12910: 0.005956378420473809
Position 2655: 0.004800056311527868
Position 13576: 0.0045271742060346495
Position 2040: 0.004409718034965514
Position 13429: 0.004338503770766243
Position 777: 0.004057409492113344
Position 15001: 0.004033246254306587
Position 1191: 0.0033288583078708543
Position 2066: 0.003008601690754731
Position 2499: 0.002915337787044671
Position 5232: 0.002751805397550326
Position 6652: 0.0025527554355173243
Position 14153: 0.0024118308178004877
Position 277: 0.0013857601042799874
Position 13182: 0.00124425605022342
Position 1271: 0.0012075792232191364
Position 5099: 0.0010693204755503124
Position 2629: 0.0010647578967920893
Position 14495: 0.0006356340100402241
Position 622: 0.00032012339832361683
Position 241: 0.00022023689625869325
Position 186: 9.263657634795843e-05
Position 787: 7.590573595817716e-05
Position 5443: 7.572209685605163e-05
Position 765: 6.986775512803874e-05
Position 1251: 6.904471220054516e-05
Position 1266: 4.7546162073128425e-05
Position 1028: 3.1235170943558355e-05
Position 5397: 1.3737737703046549e-05
Position 1168: 1.082634792138911e-06
Position 591: 9.366051940398822e-07
Position 1047: 7.896087890957779e-07
