Gene = TATDN3
index = 1377
Annotated 5SS: [  160  3300  4763  5369 10936 12602 12824 16021 20501]
Annotated 3SS: [ 3266  4688  5283 10872 12491 12767 15907 20419 23184]
SMsplice 5SS: [  160  4763  5369  9045 12602 12824 16021 20501]
SMsplice 3SS: [ 4688  5283  8888 12491 12710 15907 20398 23184]
top_k =  100
Partition function (log Z): -2.2926192600372564

Sorted 5' Splice Sites (High to Low Probability):
Position 16021: 1.0000000000000002
Position 4763: 0.971371155422861
Position 20501: 0.9196742964303454
Position 12824: 0.8828290416880141
Position 12602: 0.8150313610018436
Position 5369: 0.8109436468591176
Position 160: 0.7329870016301693
Position 9045: 0.6797117493344684
Position 3300: 0.5505844312646991
Position 362: 0.27446352307879496
Position 9053: 0.25728604161162943
Position 21619: 0.23744486316409846
Position 10936: 0.23552588799114818
Position 10289: 0.16735450529234422
Position 7261: 0.0926946155011415
Position 21202: 0.07948862274990451
Position 14087: 0.07722264525382774
Position 10206: 0.07677519386169798
Position 3408: 0.040575668729246506
Position 1154: 0.040306305249717206
Position 1819: 0.026796602718784653
Position 109: 0.025531735552925858
Position 8441: 0.02548472996584705
Position 1311: 0.024805271115937333
Position 1528: 0.011786088447951317
Position 5556: 0.008875002960630561
Position 164: 0.006720030977910374
Position 4350: 0.006252255951105299
Position 971: 0.005959355979149296
Position 1874: 0.005097132763133055
Position 1291: 0.00453590281300025
Position 23236: 0.0038199501899954915
Position 1315: 0.0031526470273275974
Position 784: 0.0024099827550733695
Position 7606: 0.0021459528435505883
Position 5928: 0.001988859925532898
Position 1319: 0.0018467611121286537
Position 790: 0.0018342397779108877
Position 7507: 0.0017450637476055886
Position 665: 0.0017171698946027787
Position 21471: 0.0016792922805821458
Position 525: 0.0012804322493058886
Position 118: 1.955447846337327e-05
Position 67: 1.8900424814223146e-07
Position 125: 6.885584734083786e-08
Position 219: 4.704087431064916e-08
Position 217: 4.109733446178678e-08
Position 275: 5.971162261850879e-09
Position 42: 1.5868740116743054e-09
Position 204: 7.021638006053704e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12491: 1.0000000000000002
Position 15907: 1.0000000000000002
Position 4688: 0.9713642560378798
Position 8888: 0.8079121519612054
Position 3266: 0.5122963158683163
Position 5283: 0.4901465616201512
Position 23184: 0.44809316512620145
Position 21762: 0.3914449651639074
Position 12710: 0.3577577992243806
Position 20398: 0.34509747257641593
Position 20419: 0.33198586609406405
Position 21502: 0.28196879149365667
Position 10068: 0.24412969915404226
Position 12767: 0.24313357108020345
Position 20422: 0.24259095775986533
Position 10872: 0.23552588799114826
Position 5265: 0.2226129692978476
Position 8891: 0.12908563898489253
Position 12730: 0.0969690323852734
Position 7128: 0.09269461550114148
Position 3158: 0.07886378412562922
Position 20926: 0.07148779120397758
Position 1089: 0.06919687807129872
Position 5324: 0.06310451957870146
Position 13840: 0.06142709887034324
Position 268: 0.04244663310981822
Position 21907: 0.03854345011088905
Position 20646: 0.02849209405317479
Position 21758: 0.028149675161606602
Position 8356: 0.02548472996584705
Position 5223: 0.020401824845747832
Position 13924: 0.015795546383484495
Position 1405: 0.0156383033591879
Position 1570: 0.015424906415022178
Position 5092: 0.014664200860836057
Position 23540: 0.012062737838924323
Position 5461: 0.009867317411136934
Position 21398: 0.008120056873617257
Position 328: 0.00738535740401807
Position 1649: 0.0069391690684990435
Position 23122: 0.006170827992740366
Position 903: 0.005005467666069261
Position 356: 0.004809809501467953
Position 20584: 0.0042714803804538865
Position 4240: 0.00402984024096372
Position 7449: 0.0038910165911561797
Position 21297: 0.002247788397691187
Position 4121: 0.002222415710141578
Position 1596: 0.0020371660762207064
Position 359: 0.0012091136249500814
Position 5671: 0.0009965454750265335
Position 17575: 0.000950503734940863
Position 1429: 0.000853044380516102
Position 16132: 0.00022620502991198467
Position 16236: 0.000203195822887325
Position 600: 0.00014309814571515035
Position 693: 8.663952931968309e-05
Position 555: 2.8327120992946197e-05
Position 492: 2.2275678412595658e-05
Position 4713: 2.0470040814673448e-05
Position 1225: 1.1507423365568402e-05
Position 400: 9.225577190388897e-06
Position 603: 3.169027264089182e-06
