Gene = KRBA1
index = 753
Annotated 5SS: [   56  4662  5117  5980  6525  7543  7946  8879  9839 10478 11050 13665
 14359 15330 15557 16765]
Annotated 3SS: [ 4534  4996  5823  6371  7410  7771  8722  9640 10303 10875 13511 14176
 15134 15415 16659 18192]
SMsplice 5SS: [  458  4662  5117  5980  6525  7543  8879  9839 11050 13665 15330 15557
 16765]
SMsplice 3SS: [ 4534  4996  5823  6368  7410  8722  9640 10913 13511 15134 15415 16659
 18857]
top_k =  100
Partition function (log Z): 4.019079804760553

Sorted 5' Splice Sites (High to Low Probability):
Position 11050: 1.0000000000000016
Position 5980: 0.9862397718896524
Position 5117: 0.8867575477751586
Position 13665: 0.8672737577010395
Position 6525: 0.8469648652923957
Position 15330: 0.839663989510346
Position 8879: 0.822522907194657
Position 9839: 0.7541271559310847
Position 7543: 0.7140598283712056
Position 458: 0.6993269116011468
Position 16765: 0.697663891008577
Position 8565: 0.5641045472773301
Position 15557: 0.44794164780483176
Position 14359: 0.40638110798912414
Position 4662: 0.3223047206391488
Position 7946: 0.27480558553708767
Position 16843: 0.16070984317867637
Position 156: 0.15941389921850113
Position 56: 0.11937475727674579
Position 15534: 0.10960463113368735
Position 6492: 0.08788299441169348
Position 18444: 0.07307208284473793
Position 10478: 0.07212598100520778
Position 1787: 0.07070386662362127
Position 14508: 0.056290827656574435
Position 1042: 0.05260595835444934
Position 6664: 0.030735406538231858
Position 16201: 0.017890594001713157
Position 9028: 0.017668821602696595
Position 339: 0.013424783146666801
Position 14380: 0.012755415918831562
Position 8697: 0.00995234553881557
Position 241: 0.009375319569782974
Position 7274: 0.006615846877864333
Position 107: 0.006120684934938306
Position 6276: 0.002869076345724234
Position 185: 0.0003079494919636368
Position 205: 4.008427350767155e-05
Position 6500: 2.823482000120407e-05
Position 90: 1.594729897113758e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 16659: 0.9812110810687377
Position 5823: 0.8796935121915075
Position 15134: 0.8449932898465268
Position 13511: 0.810349255923559
Position 6368: 0.7681842663096454
Position 4996: 0.7348397727436597
Position 9640: 0.7281476512439904
Position 7410: 0.6685812738508234
Position 8722: 0.6125034667839969
Position 15415: 0.5522169786023389
Position 18857: 0.52461859410514
Position 10875: 0.5102966271970735
Position 10913: 0.4897033728029282
Position 8519: 0.37446625967206854
Position 4534: 0.30681551245453254
Position 8494: 0.26942472512756366
Position 14176: 0.2407309410270574
Position 18876: 0.17727245746708578
Position 5041: 0.15191777503149867
Position 6371: 0.15028299971425327
Position 14264: 0.13087343952031044
Position 7771: 0.12204228142785742
Position 7733: 0.11463913023117414
Position 8564: 0.0744804807143361
Position 10303: 0.07212598100520776
Position 14475: 0.0714340279349043
Position 5856: 0.0701341020441586
Position 1666: 0.06593644411498438
Position 8675: 0.06570486771283711
Position 17861: 0.061102815828041834
Position 18192: 0.05060490549893713
Position 16910: 0.0495134895273548
Position 14127: 0.04753214336058794
Position 18311: 0.04566065459645843
Position 13607: 0.04173686611420302
Position 969: 0.0392045805199913
Position 5867: 0.036412157653986504
Position 7362: 0.0332883171864485
Position 6624: 0.02870747668394346
Position 9708: 0.025979504687094392
Position 7886: 0.022756956756110492
Position 16115: 0.021536312654646412
Position 8973: 0.017668821602696595
Position 4362: 0.015489208184616219
Position 7790: 0.01536721712194555
Position 13434: 0.015187635663277473
Position 18834: 0.010223523342450164
Position 17300: 0.009245794853402024
Position 6401: 0.007820836522285697
Position 6422: 0.007500880056367563
Position 7343: 0.006886319329026538
Position 227: 0.005829027097035805
Position 1599: 0.004767422508636867
Position 7255: 0.004698826591091397
Position 907: 0.004078132229975935
Position 6231: 0.0037936629611570226
Position 7489: 0.003688629602034894
Position 941: 0.0035458086853397703
Position 7126: 0.0035323086896452372
Position 17406: 0.0032035818131205874
Position 924: 0.003103982314815743
Position 840: 0.0026734546043265884
Position 301: 0.0011467993183596197
Position 6411: 0.001108000700873793
Position 6073: 0.0010297741356904634
Position 339: 0.00041015782775265166
Position 6468: 2.857423364637912e-05
Position 6341: 2.4106090183699707e-05
