Gene = HDAC11
index = 641
Annotated 5SS: [  185  1230  3400 16688 18391 20625 21769 22816 24108]
Annotated 3SS: [ 1080  3298 16570 18347 20547 21705 22718 23928 24302]
SMsplice 5SS: [  185  1230  3400 15831 16688 18391 20625 21769 22816 24108 24383]
SMsplice 3SS: [ 1080  3298 15603 16570 18347 20547 21674 22718 23928 24302 25884]
top_k =  100
Partition function (log Z): 15.902175040497738

Sorted 5' Splice Sites (High to Low Probability):
Position 3400: 0.9999999999999971
Position 15831: 0.9999999999999964
Position 16688: 0.9999999999999964
Position 1230: 0.9972407348394866
Position 22816: 0.9813792487603742
Position 20625: 0.9539394404834715
Position 24108: 0.9455970172741928
Position 18391: 0.9358514786774049
Position 21769: 0.9292238914276664
Position 185: 0.9190043651185666
Position 24383: 0.8196826955321643
Position 13404: 0.4374331931076396
Position 25046: 0.2609638054500809
Position 1489: 0.24613575525656972
Position 25118: 0.14738852761768548
Position 996: 0.1251458539750871
Position 19776: 0.09608516602232053
Position 23341: 0.08690709875484573
Position 21065: 0.08464605677408912
Position 25070: 0.08005011773484205
Position 22647: 0.06819071215392315
Position 20318: 0.06293439096009994
Position 1000: 0.05493348860776827
Position 22651: 0.05133785895459825
Position 24369: 0.046589754336316326
Position 282: 0.044390452557747914
Position 1518: 0.03900249374822805
Position 2047: 0.033734373912937564
Position 20641: 0.03332029224200721
Position 24171: 0.030806172489304125
Position 25772: 0.02809535699901084
Position 18387: 0.025153819592584253
Position 22054: 0.01905153176532972
Position 855: 0.018599124341016553
Position 1564: 0.018452116576882702
Position 22845: 0.01687041235325546
Position 24611: 0.012810694111275056
Position 24042: 0.010855047376443007
Position 23514: 0.010628883418616456
Position 559: 0.009501589644608633
Position 25339: 0.008648650765678738
Position 19772: 0.008492755562336925
Position 2073: 0.007671114972888531
Position 887: 0.0055682619623522375
Position 24339: 0.005241544019812612
Position 211: 0.005100662314951527
Position 231: 0.004816130168738996
Position 1677: 0.004658732572991515
Position 302: 0.004620363552795478
Position 1734: 0.004260432407150872
Position 1547: 0.004138517866314632
Position 25198: 0.0040302633507867105
Position 25158: 0.003512073067889957
Position 25091: 0.0031303390431906574
Position 2162: 0.0029759726158593955
Position 23187: 0.0028076762395157534
Position 440: 0.0027902592234473446
Position 749: 0.0027098486613906514
Position 24881: 0.0027040857634291126
Position 22265: 0.0020098956073454338
Position 609: 0.0018925272394714062
