Gene = NSMF
index = 965
Annotated 5SS: [ 303  847 1928 2924 4096 4944 5604 6279 6599 6782 6970 9159 9412 9736]
Annotated 3SS: [ 784 1432 2847 4026 4890 5513 6153 6514 6747 6898 9078 9308 9659 9842]
SMsplice 5SS: [ 303  847 2924 3889 4944 5604 6279 6599 6782 6970 9412 9736]
SMsplice 3SS: [ 784 2847 3777 4890 5513 6153 6514 6747 6898 9308 9659 9842]
top_k =  100
Partition function (log Z): 21.678995451393348

Sorted 5' Splice Sites (High to Low Probability):
Position 2924: 0.9939522281863563
Position 9412: 0.9877502358062843
Position 9736: 0.9693729935044265
Position 303: 0.9495549377812131
Position 6279: 0.9451185534454486
Position 5604: 0.9369489290483529
Position 847: 0.9214502402149584
Position 6782: 0.920308414699259
Position 3889: 0.9146228948309638
Position 6970: 0.8727594697116761
Position 6599: 0.8669956753059063
Position 4944: 0.6461857864853029
Position 9937: 0.23151192233247136
Position 1928: 0.17334562388168098
Position 3706: 0.16795557497003305
Position 9159: 0.06242795944174787
Position 4096: 0.057935765293403
Position 153: 0.053032954883184116
Position 5608: 0.05113530073576364
Position 7070: 0.046799735413011675
Position 2660: 0.04560171433667586
Position 6273: 0.03430365689561944
Position 4613: 0.03220860514285788
Position 4589: 0.029874560920825747
Position 6674: 0.021767594557438874
Position 582: 0.019748103303757786
Position 6840: 0.017556979230700796
Position 3590: 0.01665124196829786
Position 4931: 0.015361033303737772
Position 6026: 0.012598841726103146
Position 638: 0.012031555586227427
Position 4965: 0.011081164788415821
Position 4136: 0.010855707621719732
Position 7012: 0.01082672143003696
Position 2459: 0.00983924849007157
Position 6437: 0.00803744704092462
Position 1217: 0.007482076148483032
Position 4954: 0.006190431778709442
Position 9171: 0.005743216939216185
Position 1935: 0.005411647425075402
Position 7155: 0.005352812583799098
Position 5370: 0.0044729266943128055
Position 48: 0.0030832400713922273
Position 9555: 0.0022179160370150563
Position 2949: 0.0021037029589456007
Position 3611: 0.002081654270578928
Position 3574: 0.0020363691910731292
Position 928: 0.0017287563947310017
Position 3622: 0.0016096228407280098
Position 6031: 0.0013538520896761083
Position 298: 0.0013408525625926292
Position 1957: 0.0009903493847394922
Position 518: 0.0009467570263669799
Position 1919: 0.00089809727938383
