Gene = APOA2
index = 90
Annotated 5SS: [ 34 279 711]
Annotated 3SS: [ 202  577 1105]
SMsplice 5SS: [127 279 487 711]
SMsplice 3SS: [ 202  361  577 1105]
top_k =  100
Partition function (log Z): -1.1474912493661402

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.9717550973520404
Position 279: 0.9573698844349087
Position 487: 0.7769854197787421
Position 127: 0.6423255323972666
Position 34: 0.2725043676241726
Position 471: 0.06103102749493881
Position 475: 0.045298368146164024
Position 110: 0.020745301668134125
Position 283: 0.004985127897655629
Position 56: 0.003336283650662764
Position 87: 0.0008847319739738887
Position 679: 0.0008333068961950981
Position 362: 0.0005067644974582876
Position 54: 5.72142563859125e-05
Position 285: 5.642658017635841e-05
Position 248: 1.2365922841704371e-05
Position 90: 2.691518540187366e-07
Position 170: 3.466174236495483e-09
Position 172: 5.043950147762513e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 202: 0.9034378553211384
Position 361: 0.8915218285987107
Position 577: 0.8679527703593534
Position 1105: 0.7093245060856471
Position 597: 0.09557265650828382
Position 969: 0.08220099196249371
Position 1253: 0.05684476635765931
Position 859: 0.019640063214489595
Position 915: 0.018021512278461316
Position 877: 0.017573703898710137
Position 1121: 0.015094625948471288
Position 1154: 0.01214830539655222
Position 941: 0.012120495969980733
Position 642: 0.006523171324503863
Position 834: 0.006475120800251218
Position 170: 0.005385851927058581
Position 1048: 0.004606396249047684
Position 1151: 0.004535227624128029
Position 633: 0.0034787089922298387
Position 1127: 0.0034296586596112752
Position 811: 0.0030935145618011953
Position 881: 0.0025244012612771947
Position 580: 0.00209891275586389
Position 1059: 0.0020812221681611627
Position 946: 0.001975277299390601
Position 1208: 0.0018613209268846897
Position 593: 0.0013595050972114886
Position 1076: 0.0013344310297973712
Position 993: 0.0010678157546308174
Position 376: 0.0008546530516726366
Position 232: 0.0008196181032134851
Position 408: 0.0006542452858570791
Position 1066: 0.0005769626134365088
Position 270: 0.0005677060577033332
Position 1133: 0.0003518684087652853
Position 331: 0.0002560071730508546
Position 524: 0.00022352452111018773
Position 603: 0.00022133264942642873
Position 1264: 0.00021835690658196993
Position 1183: 0.00021562999264994556
Position 1286: 0.0001962145674506573
Position 242: 0.00010833955492315718
Position 413: 4.039985902820139e-05
Position 126: 4.0218594042716697e-05
Position 390: 3.304881415390969e-05
Position 155: 1.7488097247573813e-05
Position 123: 5.464935766530198e-06
Position 149: 1.3606504275522867e-06
Position 130: 1.4866406396802756e-07
Position 109: 1.2814166122984887e-07
Position 103: 9.218498476366191e-08
Position 101: 6.653512180466788e-08
