Gene = MUL1
index = 899
Annotated 5SS: [ 257 4940 6093]
Annotated 3SS: [4851 5971 6741]
SMsplice 5SS: [ 257 4940 6939]
SMsplice 3SS: [4851 6741 7045]
top_k =  100
Partition function (log Z): -8.02843421698114

Sorted 5' Splice Sites (High to Low Probability):
Position 257: 0.9263364270348692
Position 4940: 0.639484017977222
Position 6939: 0.5764416539613813
Position 6093: 0.3242655221461287
Position 1437: 0.2602341880102733
Position 6983: 0.25218330297432107
Position 638: 0.23281067849352174
Position 7136: 0.05452621368180659
Position 660: 0.024669180994678647
Position 7581: 0.022199325229152127
Position 545: 0.02063630833399905
Position 34: 0.01702681450771039
Position 305: 0.013294866714061482
Position 4788: 0.008596052668616138
Position 655: 0.004640673773292128
Position 29: 0.0036593234619918705
Position 1197: 0.0031322639209794443
Position 614: 0.0010379116623748475
Position 593: 0.0006018716029417748
Position 220: 0.00017912225929362833
Position 48: 0.000152130220762157
Position 70: 1.6795108567589534e-05
Position 239: 7.325837204451923e-06
Position 289: 2.3943006872994454e-06
Position 395: 2.3074270461584835e-06
Position 22: 1.4252257023454287e-06
Position 59: 1.0646086770443172e-06
Position 169: 2.0552450772403452e-07
Position 211: 1.6086461644359509e-07
Position 53: 5.490019757371253e-08
Position 77: 2.9291181484079543e-08
Position 84: 1.721349545495903e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6741: 0.9733000515086552
Position 4851: 0.6330985659381151
Position 7045: 0.47244978343389965
Position 5971: 0.3242655221461287
Position 1314: 0.2560451256250244
Position 462: 0.17429546740318588
Position 7523: 0.15121030154453277
Position 7729: 0.12792817870788153
Position 8628: 0.06315444101336237
Position 7195: 0.05400321400207447
Position 7198: 0.03818199919025529
Position 479: 0.029366009243085443
Position 541: 0.027737042773062867
Position 4648: 0.016501490311799195
Position 6904: 0.013881571964698415
Position 1338: 0.01076717063048164
Position 545: 0.006098819420296225
Position 111: 0.00405869597110282
Position 363: 0.0024505166238342115
Position 837: 0.0018081322880027328
Position 1097: 0.0012739575860406058
Position 948: 0.0012490630249095518
Position 1835: 0.0010054153877676825
Position 370: 0.000563274695429853
Position 1100: 0.0005109263465879335
Position 304: 0.00035474998356354665
Position 169: 0.00031216463029062403
Position 391: 0.00026761138627681046
Position 593: 3.671509161513138e-07
