Gene = MPC2
index = 856
Annotated 5SS: [  308 11544 15494 16062]
Annotated 3SS: [11502 15408 15949 17680]
SMsplice 5SS: [  308 11544 15494 16062]
SMsplice 3SS: [11502 15408 15949 17680]
top_k =  100
Partition function (log Z): -7.193343228727977

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.9999875600720565
Position 11544: 0.9963810382221443
Position 15494: 0.8949818417645183
Position 16062: 0.6179701877719153
Position 15772: 0.2075653066215628
Position 5388: 0.026564984917919338
Position 1756: 0.010447998980249297
Position 2555: 0.008074463182272364
Position 15912: 0.00763801569011258
Position 5367: 0.006443759193416151
Position 9199: 0.005446112701103975
Position 1174: 1.6049521045105853e-05
Position 1109: 2.7983228500054537e-06
Position 212: 1.8846616799509966e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11502: 0.9990457562407828
Position 15408: 0.8949818417645183
Position 17680: 0.6876373047291062
Position 15949: 0.6292598856578626
Position 15695: 0.28670040747133685
Position 17004: 0.06750486762373986
Position 18449: 0.06558156022117541
Position 17995: 0.03163284265701964
Position 16135: 0.027971435363908045
Position 5265: 0.01691525769455859
Position 5232: 0.016093486416776867
Position 16967: 0.012202313896482502
Position 1577: 0.0095364296295372
Position 19241: 0.00900781939395776
Position 2430: 0.006768128492835468
Position 9146: 0.005777153732646937
Position 16159: 0.004905937859462076
Position 15561: 0.00247600240624677
Position 15626: 0.0022210289206390267
Position 11659: 0.0014391648978129635
Position 2393: 0.0013321140644793276
Position 12503: 0.0010139772069850932
Position 1627: 0.0007288138677634267
Position 1681: 0.00026111205420614525
Position 9645: 0.00017925970558290257
Position 3822: 5.26252701938958e-05
Position 7465: 4.6860522191666456e-05
Position 2554: 3.318062088635787e-05
Position 3791: 3.172227940373095e-05
Position 6683: 2.7896364291159265e-05
Position 837: 2.5051328915842433e-05
Position 3238: 2.4400495329580422e-05
Position 3258: 1.709077396032564e-05
Position 4131: 1.335219541158626e-05
Position 4430: 1.1704426121086711e-05
Position 4014: 1.0480306978779234e-05
Position 1968: 8.952761663259348e-06
Position 948: 8.836951451738678e-06
Position 579: 6.824417576914873e-06
Position 2096: 3.989222296383816e-06
Position 494: 3.906631355158546e-06
Position 431: 3.555334854643774e-06
Position 398: 2.790626425831468e-06
Position 857: 2.545022156665498e-06
Position 452: 2.509254559036935e-06
Position 715: 2.4037542158390643e-06
Position 1201: 2.357582851042856e-06
Position 1396: 2.301522509203989e-06
Position 916: 3.4558311141261115e-07
Position 1046: 2.4540467827445613e-07
Position 1011: 1.1552020823723783e-07
Position 888: 6.473814057960645e-08
Position 1144: 6.435489835817791e-08
Position 898: 4.360976661416902e-08
